cf,x,y,z
5,2.292339325,2.2493624687,0.0288060177
5,2.2927350998,2.2518105507,0.0287978556
5,2.2946004868,2.2498612404,0.0287951007
5,2.2973127365,2.2516510487,0.0300798602
5,2.2995505333,2.2491805553,0.0301722102
5,2.3017110825,2.2470083237,0.0302458145
5,2.3008859158,2.2316045761,0.0307395551
5,2.3031771183,2.2314321995,0.0308461245
5,2.2926516533,2.2290663719,0.0277733263
5,2.2974419594,2.2379686832,0.0280123167
5,2.2885775566,2.2335810661,0.028251769
5,2.2843291759,2.2450876236,0.0289772265
5,2.2857763767,2.2298800945,0.0300905127
5,2.279050827,2.2228310108,0.0308851153
5,2.2812533379,2.2230303288,0.0311522037
5,2.2713522911,2.2196209431,0.0315572284
5,2.2747571468,2.234249115,0.0321338177
5,2.2671501637,2.2306675911,0.0274461284
5,2.2677547932,2.2325463295,0.0273797102
5,2.2697563171,2.2304363251,0.0273592155
5,2.2719428539,2.2333474159,0.0273242537
5,2.2699012756,2.2341959476,0.0292025674
5,2.2740352154,2.2319607735,0.0293003619
5,2.2733471394,2.2177963257,0.0296861287
5,2.2734847069,2.2170848846,0.029745074
5,2.2659795284,2.2010650635,0.0307158884
5,2.2612299919,2.2136008739,0.0277311541
5,2.2634561062,2.2115297318,0.0277026016
5,2.2606585026,2.2118370533,0.0286713
5,2.254586935,2.1978955269,0.0293570254
5,2.248456955,2.2044472694,0.0298188813
5,2.2530181408,2.192139864,0.0303089172
5,2.2551548481,2.1878631115,0.0315228142
5,2.2595891953,2.1862132549,0.0317628123
5,2.2612762451,2.1840326786,0.0283860601
5,2.2635505199,2.1843163967,0.0283879898
5,2.267790556,2.1817309856,0.0284723379
5,2.2615766525,2.1847131252,0.0285177436
5,2.2638690472,2.1827130318,0.0295281261
5,2.2660357952,2.1848051548,0.0296052396
5,2.2666196823,2.1975414753,0.0299833547
5,2.2660586834,2.1956329346,0.0300890915
5,2.2639377117,2.2058944702,0.030443402
5,2.2656619549,2.2058434486,0.0267164465
5,2.2676241398,2.2130990028,0.0268120561
5,2.2583470345,2.2197568417,0.0270096585
5,2.2577347755,2.2182052135,0.0269663781
5,2.2577197552,2.2182879448,0.0288583562
5,2.2626180649,2.2162082195,0.0289673619
5,2.2645072937,2.218767643,0.0290668923
5,2.2665376663,2.2166821957,0.0292013232
5,2.2665681839,2.2149503231,0.0293159224
5,2.2665493488,2.2148411274,0.0258351173
5,2.2699995041,2.2124958038,0.0257858038
5,2.2719452381,2.2127656937,0.0256454814
5,2.2728323936,2.2136104107,0.0256670658
5,2.2748429775,2.2135801315,0.0277242493
5,2.2763562202,2.2136559486,0.027756026
5,2.2795248032,2.2073235512,0.0286036208
5,2.2718672752,2.196105957,0.0294505656
5,2.274056673,2.1945569515,0.029658759
5,2.2771546841,2.1952018738,0.0252656303
5,2.2703483105,2.2080972195,0.0255048648
