cf,x,y,z
1,0.7397380471,2.1083390713,0.028892355
1,0.7295928001,2.1046154499,0.0291515123
1,0.7439074516,2.1099948883,0.0294394437
1,0.751371026,2.1097512245,0.02960518
1,0.7528598309,2.1136500835,0.0287868828
1,0.7621641755,2.1109604836,0.0289612636
1,0.7550196052,2.1121382713,0.0293410998
1,0.7661255002,2.1165015697,0.029614931
1,0.7707245946,2.1132149696,0.030065462
1,0.7650179863,2.117082119,0.029080173
1,0.7788340449,2.1149358749,0.0292512327
1,0.7947124243,2.1097581387,0.0292776674
1,0.8039990067,2.1135735512,0.0295606926
1,0.8081044555,2.1107678413,0.0288253184
1,0.8025017977,2.114787817,0.0290683806
1,0.8211773634,2.1136467457,0.0292310566
1,0.8227000237,2.1186153889,0.0295457933
1,0.831463635,2.1202557087,0.0299374014
1,0.8378435969,2.1173636913,0.0285292026
1,0.8316830397,2.1210222244,0.0287654251
1,0.8442662954,2.1188335419,0.0289139189
1,0.8419210315,2.1187651157,0.0290653501
1,0.8369424939,2.1202027798,0.0285733491
1,0.8411744237,2.1175332069,0.0288290437
1,0.84957093,2.129149437,0.0292734522
1,0.8617755175,2.1267256737,0.0294800196
1,0.8696888685,2.1277246475,0.029462574
1,0.8815691471,2.129743576,0.0283036381
1,0.8790409565,2.1272261143,0.0284594148
1,0.8791023493,2.1272490025,0.0284267943
1,0.890185833,2.1249032021,0.0285687577
1,0.8945316076,2.125389576,0.0285333917
1,0.9026914239,2.1291620731,0.028074922
1,0.908097744,2.1270754337,0.028097339
1,0.9030460119,2.1291267872,0.0284402128
1,0.9135875702,2.1270217896,0.0285899434
1,0.9073278308,2.1299180984,0.0285602417
1,0.9178577662,2.1280779839,0.0286959503
1,0.9249306917,2.1301651001,0.0288861971
1,0.9324409366,2.1339328289,0.0291220397
1,0.9425261617,2.1319024563,0.029317474
1,0.9553540945,2.1419620514,0.028210476
1,0.9651802182,2.1398963928,0.0283084866
1,0.9627029896,2.1373217106,0.0285063609
1,0.9701799154,2.1411099434,0.0287299342
1,0.9797244072,2.1387884617,0.0278044865
1,0.9926338196,2.1490709782,0.0279845484
1,1.0027352571,2.1468019485,0.0280941334
1,1.009680748,2.1493434906,0.0282487627
1,1.0164011717,2.1530592442,0.0284946114
1,1.02137959,2.1504683495,0.0280412324
1,1.0212934017,2.1502382755,0.0279615857
1,1.0308789015,2.1480686665,0.0281119179
1,1.0426828861,2.1513729095,0.0271764416
1,1.0515588522,2.149269104,0.0272236764
1,1.0516228676,2.1492495537,0.0270786919
1,1.0606194735,2.1493151188,0.027073469
1,1.0651376247,2.1497292519,0.0269742347
1,1.0712068081,2.1506857872,0.0263285544
1,1.0804959536,2.1507098675,0.0262909811
1,1.0747056007,2.1537871361,0.026511902
1,1.083614707,2.1516704559,0.0266153812
1,1.0895894766,2.1555953026,0.0267741196
1,1.0898704529,2.1525204182,0.0268838219
1,1.0981464386,2.1503741741,0.0270219911
1,1.0982422829,2.1506052017,0.0269424692
1,1.1065716743,2.1480696201,0.0271426551
1,1.1041363478,2.1513171196,0.0275641009
1,1.1093598604,2.1510498524,0.0277896151
1,1.1127339602,2.1514091492,0.0277844872
1,1.1180849075,2.1543598175,0.0280100219
1,1.1258716583,2.1522138119,0.0281380471
1,1.1310229301,2.1559307575,0.0282513238
1,1.1350889206,2.153137207,0.028470356
1,1.1386935711,2.1507353783,0.028593624
1,1.1447019577,2.1537942886,0.0289027002
1,1.1525108814,2.1511940956,0.0287241451
1,1.1598553658,2.1520965099,0.0291195586
1,1.1648705006,2.1533041,0.0294101387
1,1.1645263433,2.1554107666,0.0278935339
1,1.1719748974,2.1533708572,0.0280171502
1,1.1732343435,2.1559569836,0.0281088687
1,1.1773165464,2.1556398869,0.02821045
1,1.180588603,2.1537809372,0.0283144824
1,1.1860251427,2.15696311,0.0271341968
1,1.1933338642,2.1549255848,0.027222883
1,1.1894284487,2.1575767994,0.027310133
1,1.19632411,2.155384779,0.0274560731
1,1.2003593445,2.1574115753,0.0276924483
1,1.2056829929,2.1583588123,0.0279517528
1,1.21250844,2.1564445496,0.0281019937
1,1.2221419811,2.164722681,0.0284018982
1,1.2288382053,2.1625504494,0.0286241788
1,1.2330954075,2.1652541161,0.0276373867
1,1.2375692129,2.1655948162,0.0278648324
1,1.2439326048,2.1635754108,0.0280021522
1,1.2470628023,2.1668698788,0.0281261634
1,1.2540582418,2.1648960114,0.0274236053
1,1.2573050261,2.1651427746,0.0273815375
1,1.2600599527,2.1626894474,0.0274933912
1,1.2629878521,2.1609241962,0.0275564697
1,1.2673621178,2.1634111404,0.027755972
1,1.2648122311,2.1583065987,0.0279014148
1,1.2675514221,2.1562244892,0.0280588828
1,1.2739462852,2.1599667072,0.0275212899
1,1.2767055035,2.1601936817,0.0274746027
1,1.2753845453,2.1624298096,0.0275702477
1,1.2812999487,2.1623983383,0.027615374
1,1.2839890718,2.1597890854,0.0276835617
1,1.2881804705,2.1619544029,0.0266926065
1,1.294298768,2.1600956917,0.0268254336
1,1.2921652794,2.1622252464,0.0268780235
1,1.299140811,2.1636025906,0.026967274
1,1.3161631823,2.1713583469,0.0275310539
1,1.3203887939,2.1717238426,0.0271144193
1,1.3225600719,2.1719641685,0.0273694415
1,1.3291345835,2.1730473042,0.0276602097
1,1.3291033506,2.172973156,0.0274032298
1,1.3327764273,2.1759614944,0.0274915714
1,1.340695858,2.1764101982,0.0278604273
1,1.3482038975,2.1834630966,0.0281502586
1,1.3535612822,2.1806993484,0.0278676767
1,1.3528935909,2.1830890179,0.0279583856
1,1.3567490578,2.1836488247,0.0282586329
1,1.3622303009,2.181684494,0.0284655672
1,1.357452035,2.1838672161,0.0280252807
1,1.3605153561,2.1814889908,0.028201187
1,1.3582088947,2.183719635,0.0283342116
1,1.3628108501,2.1844239235,0.0286626536
1,1.3677020073,2.1825389862,0.0288907047
1,1.3635110855,2.1845736504,0.0274274498
1,1.3687893152,2.1822094917,0.0275604092
1,1.3693115711,2.1845107079,0.0276400652
1,1.3680135012,2.1844308376,0.02795358
1,1.3706029654,2.1827633381,0.0272496175
1,1.3740330935,2.1849303246,0.0273671839
1,1.376709938,2.1826090813,0.0275154114
1,1.3848866224,2.1886796951,0.0277303103
1,1.3904861212,2.1870048046,0.0277027376
1,1.3921768665,2.1887414455,0.0278551094
1,1.3971526623,2.1866900921,0.0280272551
1,1.3975645304,2.1884407997,0.0281364471
1,1.4024544954,2.1863834858,0.0283555072
1,1.4064782858,2.184564352,0.0274817608
1,1.409660697,2.1867384911,0.0276324023
1,1.4145526886,2.1845374107,0.0278098322
1,1.4143965244,2.1840155125,0.0277933031
1,1.4188697338,2.1819093227,0.0267763603
1,1.4247100353,2.1806385517,0.0268837456
1,1.4228810072,2.1825137138,0.0270288307
1,1.4270884991,2.1804661751,0.027164761
1,1.4277486801,2.1825902462,0.0272502154
1,1.432326436,2.1806509495,0.0256150495
1,1.4376382828,2.1807143688,0.0256788749
1,1.4419056177,2.1804220676,0.0256565902
1,1.4418948889,2.1804897785,0.0261512995
1,1.4492303133,2.1812055111,0.0263022184
1,1.4527500868,2.1848599911,0.0267216489
1,1.4570401907,2.1831450462,0.0268713254
1,1.4575728178,2.1847238541,0.0269805454
1,1.4600003958,2.1826081276,0.0271380171
1,1.4618269205,2.1827626228,0.0271281749
1,1.462495327,2.1827862263,0.0273110289
1,1.4646675587,2.1808772087,0.0268625673
1,1.4677163363,2.1833708286,0.0270057861
1,1.4721068144,2.1813850403,0.0271530822
1,1.4747341871,2.1839592457,0.0272715092
1,1.4774833918,2.1818246841,0.0274891686
1,1.4802867174,2.1822624207,0.0270695779
1,1.4832522869,2.1846439838,0.0272286274
1,1.4871851206,2.1826667786,0.0274056103
1,1.4845477343,2.184746027,0.0275535155
1,1.488358736,2.1828753948,0.0262692161
1,1.489376545,2.1849889755,0.026534209
1,1.4931789637,2.1830525398,0.0266928952
1,1.4957368374,2.1854510307,0.0268290062
1,1.4981547594,2.1832814217,0.0262577459
1,1.4996774197,2.1807260513,0.0263309143
1,1.5021277666,2.1823210716,0.0264846832
1,1.5039050579,2.1804022789,0.0266229827
1,1.5080612898,2.1779150963,0.0265734456
1,1.5103017092,2.1788430214,0.0268251467
1,1.5117467642,2.1780369282,0.0270180218
1,1.5147333145,2.1755681038,0.0273502078
1,1.5151855946,2.1774582863,0.0255280361
1,1.518209219,2.1756386757,0.0258854758
1,1.5219559669,2.1750581264,0.0264556762
1,1.5266721249,2.1725077629,0.0269939154
1,1.5302003622,2.16969347,0.0249882936
1,1.5305492878,2.1714828014,0.0255713873
1,1.534137845,2.1686491966,0.0263155289
1,1.5325341225,2.1669619083,0.026944289
1,1.5338346958,2.1638250351,0.0279661212
1,1.5362682343,2.1596639156,0.0252879858
1,1.5354278088,2.1582286358,0.0261559803
1,1.5344847441,2.1538052559,0.0270814802
1,1.5347720385,2.1528475285,0.0281470884
1,1.5352202654,2.1521000862,0.0264064595
1,1.5342787504,2.1478645802,0.0274859313
1,1.5331166983,2.1471426487,0.0288513489
1,1.5315802097,2.143787384,0.0299665816
1,1.5292623043,2.1425042152,0.031310007
1,1.5195388794,2.1381988525,0.0322639123
1,1.5201137066,2.1358509064,0.0340955891
1,1.5214210749,2.1363012791,0.0361911803
1,1.5213209391,2.1326887608,0.0381694548
1,1.5138281584,2.1296627522,0.0448618606
1,1.5126110315,2.1290163994,0.0470905453
1,1.515653491,2.1253221035,0.0498463474
1,1.5167821646,2.125348568,0.0527483076
1,1.5178939104,2.1225507259,0.055518169
1,1.5166473389,2.1219818592,0.0586167984
1,1.5189008713,2.1204314232,0.0615984574
1,1.5194364786,2.1183404922,0.0647516325
1,1.5197412968,2.1176576614,0.0679775923
1,1.5196187496,2.1149253845,0.0700118691
1,1.5192593336,2.1158137321,0.073135972
1,1.5215247869,2.1155080795,0.0761660114
1,1.5226105452,2.115696907,0.0792766958
1,1.525891304,2.1144788265,0.0825184882
1,1.5267311335,2.112685442,0.0869180337
1,1.5275989771,2.113256216,0.0901812688
1,1.5297541618,2.1157188416,0.0934912935
1,1.5294110775,2.1161220074,0.0967107043
1,1.5339790583,2.1140785217,0.0991943255
1,1.5356366634,2.1140239239,0.1024289653
1,1.5389049053,2.1134402752,0.1055830568
1,1.5428357124,2.1116876602,0.1088535711
1,1.5478960276,2.1128070354,0.1121390685
1,1.5499292612,2.1117844582,0.1110204682
1,1.553689599,2.1122562885,0.1141836494
1,1.5552970171,2.1134870052,0.1173394844
1,1.5591659546,2.1116788387,0.1207020879
1,1.5578047037,2.1090950966,0.1224553436
1,1.5622626543,2.1085042953,0.125793606
1,1.5642517805,2.1062963009,0.1291849911
1,1.5682890415,2.1065881252,0.1326296479
1,1.5717896223,2.1045479774,0.1363151968
1,1.5730537176,2.1033825874,0.1406667233
1,1.5778400898,2.1022970676,0.1445429027
1,1.5809335709,2.1005308628,0.1485704184
1,1.5810507536,2.1019263268,0.1525968611
1,1.584446311,2.1000497341,0.1564829051
1,1.5880434513,2.1008663177,0.1606789976
1,1.5920587778,2.0982196331,0.1650859714
1,1.5934506655,2.0990025997,0.1695684642
1,1.5948716402,2.0985691547,0.1741766185
1,1.5959079266,2.0951337814,0.1804364473
1,1.5982619524,2.0964677334,0.185948208
1,1.6046831608,2.0950169563,0.1911151111
1,1.6056475639,2.0945050716,0.1963682026
1,1.6089689732,2.092772007,0.2002528459
1,1.6105260849,2.0925524235,0.2056085467
1,1.6099404097,2.0921370983,0.2108957618
1,1.6150135994,2.0900352001,0.2168546915
1,1.6163378954,2.0888273716,0.2222964168
1,1.6175355911,2.0872452259,0.2280446589
1,1.6186273098,2.08878088,0.2335540354
1,1.6177073717,2.0902087688,0.2390896082
1,1.6237766743,2.0873117447,0.2447318733
1,1.6242808104,2.0868849754,0.2492956221
1,1.6253474951,2.0864884853,0.2548881173
1,1.6335179806,2.0838582516,0.2660679221
1,1.6379082203,2.0820713043,0.2763385177
1,1.6391499043,2.0808155537,0.2817465365
1,1.6410982609,2.079777956,0.2871463299
1,1.6410428286,2.0818340778,0.2924183905
1,1.6429784298,2.0795354843,0.2951834202
1,1.6476948261,2.0767378807,0.3002669811
1,1.6503925323,2.073679924,0.3053304553
1,1.6491404772,2.0698177814,0.3104600012
1,1.6523222923,2.0678577423,0.3153259158
1,1.6536531448,2.062766552,0.3198856413
1,1.655729413,2.0623464584,0.3246796429
1,1.6588574648,2.0598070621,0.3295304775
1,1.6574872732,2.0583472252,0.3343630135
1,1.6564141512,2.0549912453,0.3391074538
1,1.655375123,2.0545933247,0.3437577486
1,1.6519064903,2.0548462868,0.3483314812
1,1.6509991884,2.0516443253,0.3529520035
1,1.6483014822,2.0490698814,0.3575468063
1,1.6455067396,2.0487809181,0.3609198332
1,1.6442557573,2.05001688,0.3653050661
1,1.640437007,2.0488598347,0.3695785701
1,1.6437879801,2.0470850468,0.3739033937
1,1.6402806044,2.0460488796,0.3781151772
1,1.6396054029,2.0452105999,0.3809604645
1,1.6403661966,2.0444512367,0.3850671053
1,1.6358572245,2.0436470509,0.3889904916
1,1.6345570087,2.040804863,0.3929368556
1,1.6336628199,2.0431060791,0.3984643817
1,1.6321349144,2.0398168564,0.4023611248
1,1.6287487745,2.0376520157,0.4062370062
1,1.6249517202,2.0371923447,0.4099000096
1,1.6234830618,2.0344948769,0.4135816693
1,1.6232440472,2.0341131687,0.4150194526
1,1.6234112978,2.0317518711,0.4183829725
1,1.6233930588,2.0306119919,0.4217187166
1,1.6224517822,2.0335905552,0.4248733819
1,1.6199148893,2.0319209099,0.4274583757
1,1.6163531542,2.0318934917,0.4304946959
1,1.6152821779,2.030039072,0.4334928095
1,1.6151145697,2.0293581486,0.4364244938
1,1.6134110689,2.0323014259,0.4376381338
1,1.6153486967,2.0314669609,0.4402841926
1,1.6135801077,2.0348153114,0.4427632093
1,1.6136996746,2.0348081589,0.4453020096
1,1.6156468391,2.0342483521,0.4477211535
1,1.613476634,2.0344786644,0.4502657056
1,1.6146316528,2.0291285515,0.4525710046
1,1.6145650148,2.0330379009,0.4546854496
1,1.6135169268,2.0301992893,0.4568341374
1,1.6131385565,2.0313489437,0.4597614408
1,1.6164898872,2.0331120491,0.4616999626
1,1.6157002449,2.0309097767,0.4637502432
1,1.611517787,2.0353856087,0.4655034542
1,1.6131491661,2.0337269306,0.4674280584
1,1.6167117357,2.033557415,0.4660940468
1,1.6207932234,2.0354940891,0.4676397741
1,1.619022131,2.0348339081,0.4691431522
1,1.617210269,2.0359311104,0.4705731273
1,1.6184983253,2.0361151695,0.4709368646
1,1.6200977564,2.0341110229,0.4721823335
1,1.6199926138,2.0384731293,0.4732719064
1,1.6212112904,2.040241003,0.4743723869
1,1.6229788065,2.045181036,0.4753574133
1,1.6238074303,2.0444386005,0.4760205746
1,1.6252208948,2.0444931984,0.4769023061
1,1.6240643263,2.0492277145,0.4777329862
1,1.6257334948,2.0509264469,0.4785089493
1,1.6271724701,2.0565912724,0.4789764881
1,1.6302852631,2.0566236973,0.4796577692
1,1.6309076548,2.0595796108,0.4802290499
1,1.6332046986,2.0641014576,0.4807271063
1,1.6333800554,2.064419508,0.4812330604
1,1.6334186792,2.0702424049,0.4804427326
1,1.6320726871,2.0709114075,0.4807915986
1,1.6352673769,2.07639575,0.4811118543
1,1.6376123428,2.0810751915,0.4814166427
1,1.6376643181,2.0864145756,0.4835456908
1,1.6378546953,2.090616703,0.4838686287
1,1.6377590895,2.0874378681,0.4842905998
1,1.6399395466,2.0876438618,0.4846633673
1,1.6374306679,2.0922021866,0.4839284718
1,1.6356122494,2.0909674168,0.4842305481
1,1.6334009171,2.0962319374,0.4845047593
1,1.6328275204,2.0961139202,0.4848004282
1,1.6358748674,2.100039959,0.4850344062
1,1.6373972893,2.104411602,0.4834142625
1,1.6367447376,2.1082837582,0.4835779369
1,1.6363558769,2.1122636795,0.4836752415
1,1.6349039078,2.1166152954,0.4838198423
1,1.6360826492,2.1196060181,0.4834297001
1,1.6363862753,2.1268577576,0.4834919572
1,1.6336436272,2.1288471222,0.4836145043
1,1.6341849566,2.1392848492,0.4839093685
1,1.6372730732,2.138638258,0.4839159548
1,1.6365827322,2.1430063248,0.4832981825
1,1.6344165802,2.1508750916,0.4833299816
1,1.6294330359,2.153200388,0.4836230874
1,1.6288132668,2.1567370892,0.4836226404
1,1.6276162863,2.1605155468,0.4836914539
1,1.6246647835,2.159424305,0.4839078188
1,1.6164178848,2.1630980968,0.4843536615
1,1.6180809736,2.1639838219,0.4843979478
1,1.6174131632,2.1675903797,0.4846827984
1,1.6098437309,2.170655489,0.4841790199
1,1.6079280376,2.1682987213,0.4845295846
1,1.6018340588,2.1710021496,0.4848421812
1,1.6009155512,2.1745491028,0.485168159
1,1.59620893,2.1794338226,0.4827449322
1,1.5916348696,2.1769247055,0.4829805195
1,1.5895540714,2.1793551445,0.4831718206
1,1.5847524405,2.1777956486,0.4833664298
1,1.5874655247,2.1783189774,0.4836002588
1,1.5879430771,2.1809141636,0.4824199378
1,1.5911611319,2.1785674095,0.4826261997
1,1.5895409584,2.1760113239,0.4828234911
1,1.5868370533,2.1769618988,0.4830136597
1,1.5836502314,2.1773335934,0.4823383689
1,1.5800453424,2.1800475121,0.4824909866
1,1.5789836645,2.1743159294,0.4827359915
1,1.5758503675,2.1767513752,0.4829697609
1,1.5725005865,2.1789841652,0.4831998348
1,1.5649313927,2.1802818775,0.4819001853
1,1.5606273413,2.1832158566,0.4821062386
1,1.5563681126,2.1838004589,0.4822963178
1,1.5569138527,2.1874730587,0.4825522006
1,1.5478518009,2.1887657642,0.4809377789
1,1.547380209,2.1902425289,0.4810827971
1,1.5432350636,2.1922676563,0.4812544286
1,1.5408294201,2.1904318333,0.4814973474
1,1.5381770134,2.1931107044,0.4817247689
1,1.5369160175,2.1937544346,0.4824153483
1,1.5342353582,2.1956133842,0.4827036262
1,1.5315663815,2.1974496841,0.4829900265
1,1.5308125019,2.1998393536,0.4833354056
1,1.5256481171,2.2001209259,0.483258754
1,1.5230351686,2.2010529041,0.4835612476
1,1.5198971033,2.2027454376,0.4839172661
1,1.5180207491,2.2032272816,0.4842773676
1,1.5163137913,2.2036914825,0.4847292602
1,1.5185332298,2.2092216015,0.4826197326
1,1.5139193535,2.2080073357,0.4829130173
1,1.4994707108,2.2083773613,0.4835508168
1,1.4970724583,2.2103016376,0.4849247932
1,1.4978580475,2.2133860588,0.4852960408
1,1.4898030758,2.2121353149,0.4857036471
1,1.4875272512,2.2140333652,0.4861506522
1,1.4845061302,2.2163705826,0.4865848124
1,1.4854069948,2.2178957462,0.4857339859
1,1.4852536917,2.2210595608,0.4861404896
1,1.4768778086,2.2213578224,0.4864952266
1,1.4735189676,2.2221367359,0.4868517816
1,1.4712107182,2.2184534073,0.4871523082
1,1.4715014696,2.2206850052,0.4874771237
1,1.4676449299,2.2233810425,0.487821728
1,1.4576784372,2.2247362137,0.4885031283
1,1.4557234049,2.2204146385,0.4866544902
1,1.4551379681,2.2225627899,0.4868291318
1,1.4516919851,2.2239227295,0.486982733
1,1.4493923187,2.2252588272,0.4871294796
1,1.4466164112,2.2282323837,0.4864121079
1,1.4445830584,2.2272045612,0.4864705801
1,1.4426091909,2.2303643227,0.4866180718
1,1.4408135414,2.2320268154,0.486746937
1,1.4422031641,2.2364602089,0.4861788154
1,1.4396252632,2.2365765572,0.4862840772
1,1.4340858459,2.2375338078,0.486404866
1,1.433847785,2.2352712154,0.4865365922
1,1.4260233641,2.2356388569,0.4884865284
1,1.4216569662,2.2330000401,0.488986671
1,1.4199398756,2.2349162102,0.4892998338
1,1.4180393219,2.2327935696,0.4880141616
1,1.4155187607,2.2342450619,0.4882801175
1,1.4138633013,2.2373411655,0.4885486662
1,1.4131215811,2.2306439877,0.4888652563
1,1.4138182402,2.2293851376,0.4891012609
1,1.4123102427,2.2320048809,0.4887439013
1,1.412553072,2.2344181538,0.4889870882
1,1.4109333754,2.2289140224,0.489254415
1,1.4086848497,2.2319517136,0.4875836372
