id,x[m],y[m],z[m],t[s],,,,,,,,,
2,1.0716670025,2.7072105383,0.5,97,,,,,-0.1886612161,2.7123242225,,,
2,1.0318961876,2.7029347602,0.5,98,,,,,-0.228432031,2.7080484444,,,
2,0.9923696548,2.6967985391,0.5,99,,,,,-0.2679585638,2.7019122233,,,
2,0.9528500256,2.6906180129,0.5,100,,,,,-0.307478193,2.6957316971,,,
2,0.9138880839,2.6815644443,0.5,101,,,,,-0.3464401347,2.6866781285,,,
2,0.8753291431,2.6709245157,0.5,102,,,,,-0.3849990755,2.6760381999,,,
2,0.8371232088,2.6590794076,0.5,103,,,,,-0.4232050098,2.6641930918,,,
2,0.7992154566,2.6463121713,0.5,104,,,,,-0.461112762,2.6514258555,,,
2,0.7616328063,2.6326174862,0.5,105,,,,,-0.4986954123,2.6377311704,,,
2,0.7234827297,2.6205936909,0.5,106,,,,,-0.5368454889,2.6257073751,,,
2,0.6862672973,2.6059304173,0.5,107,,,,,-0.5740609213,2.6110441015,,,
2,0.6502884718,2.5884511692,0.5,108,,,,,-0.6100397468,2.5935648534,,,
2,0.6143443892,2.5709005872,0.5,109,,,,,-0.6459838294,2.5760142714,,,
2,0.5806802548,2.5492967438,0.5,110,,,,,-0.6796479638,2.554410428,,,
2,0.5482492881,2.5258823807,0.5,111,,,,,-0.7120789305,2.5309960649,,,
2,0.5181976084,2.4994835824,0.5,112,,,,,-0.7421306102,2.5045972666,,,
2,0.4903949401,2.4707257725,0.5,113,,,,,-0.7699332785,2.4758394567,,,
2,0.4636279465,2.4410015726,0.5,114,,,,,-0.7967002721,2.4461152568,,,
2,0.4393139463,2.4092394979,0.5,115,,,,,-0.8210142723,2.4143531821,,,
2,0.4180290809,2.3753727811,0.5,116,,,,,-0.8422991377,2.3804864653,,,
2,0.3981603571,2.3406563036,0.5,117,,,,,-0.8621678615,2.3457699878,,,
2,0.3801362786,2.3049473048,0.5,118,,,,,-0.88019194,2.310060989,,,
2,0.3644263712,2.2681614541,0.5,119,,,,,-0.8959018474,2.2732751383,,,
2,0.3523631106,2.2300238382,0.5,120,,,,,-0.907965108,2.2351375224,,,
2,0.3415996619,2.1914991945,0.5,121,,,,,-0.9187285567,2.1966128787,,,
2,0.3345316549,2.1521286055,0.5,122,,,,,-0.9257965637,2.1572422897,,,
2,0.3303278317,2.1123501205,0.5,123,,,,,-0.9300003869,2.1174638047,,,
2,0.3297163847,2.0723547941,0.5,124,,,,,-0.9306118339,2.0774684783,,,
2,0.3323364338,2.0324406946,0.5,125,,,,,-0.9279917848,2.0375543788,,,
2,0.336944588,1.9927070198,0.5,126,,,,,-0.9233836306,1.997820704,,,
2,0.3439774949,1.9533301456,0.5,127,,,,,-0.9163507237,1.9584438298,,,
2,0.3525219984,1.9142534075,0.5,128,,,,,-0.9078062202,1.9193670917,,,
2,0.3621228674,1.8754227068,0.5,129,,,,,-0.8982053512,1.880536391,,,
2,0.3721771036,1.8367069176,0.5,130,,,,,-0.888151115,1.8418206018,,,
2,0.3827383284,1.7981263457,0.5,131,,,,,-0.8775898902,1.8032400299,,,
2,0.3933696048,1.7595650184,0.5,132,,,,,-0.8669586138,1.7646787026,,,
2,0.4043646359,1.7211058285,0.5,133,,,,,-0.8559635827,1.7262195127,,,
2,0.4156455405,1.6827295182,0.5,134,,,,,-0.8446826781,1.6878432024,,,
2,0.4272504141,1.6444499295,0.5,135,,,,,-0.8330778045,1.6495636137,,,
2,0.438292333,1.6060041752,0.5,136,,,,,-0.8220358856,1.6111178594,,,
2,0.4485356896,1.567337993,0.5,137,,,,,-0.811792529,1.5724516772,,,
2,0.4578744395,1.5284434207,0.5,138,,,,,-0.8024537791,1.5335571049,,,
2,0.4662032427,1.4893201407,0.5,139,,,,,-0.7941249759,1.4944338249,,,
2,0.4739398886,1.4500754683,0.5,140,,,,,-0.78638833,1.4551891525,,,
2,0.4805186164,1.4106201729,0.5,141,,,,,-0.7798096022,1.4157338571,,,
2,0.4855215129,1.3709342682,0.5,142,,,,,-0.7748067057,1.3760479524,,,
2,0.4908785241,1.3312946109,0.5,143,,,,,-0.7694496945,1.3364082951,,,
