0.1094813122,-1.6560025322,-0.3362056525,-1.5260222087,-0.4192189603,-1.9480212603,-0.6699059009,-1.6777604262
0.2616093559,-2.0604065305,-0.1893657214,-1.8186720595,-0.2025194712,-2.1790315022,-0.5277389078,-2.0233326222
-0.0578029274,-1.7807426456,-0.5445260162,-1.6287743677,-0.5866200026,-2.0256011388,-0.8901327195,-1.8042288841
-0.2206527052,-1.5511479211,-0.6114638243,-1.4832892112,-0.9020203579,-1.941410075,-1.0306990293,-1.6024837715
0.2297587073,-1.5316041388,-0.3817505099,-1.4181522828,-0.1175558293,-1.8009342467,-0.4632303195,-1.7603335758
0.3200964837,-1.7430336618,-0.0460985371,-1.6191933009,-0.404572682,-2.0311594289,-0.6090697365,-1.7281230808
0.1556408835,-1.7436089259,-0.6182434556,-1.6021676315,-0.5470810263,-1.9851049774,-0.2395075432,-1.7059071146
6.86758388483E-05,-1.7697994936,-0.5761320129,-1.9535701354,-0.5535287166,-1.6564591949,-0.2822826706,-1.8912335177
0.2797772639,-1.5162688688,-0.1202231515,-1.4141482001,-0.3092565426,-1.8388147875,-0.5631929723,-1.5750904201
-0.4768137892,-1.8431162738,-0.8305665458,-1.9300572755,-1.2355061142,-1.968732119,-0.9766680803,-1.6584452565
0.1934398528,-1.5342174544,-0.2626993531,-1.3964464849,-0.2429717943,-1.8017413916,-0.5656656751,-1.6110984765
0.0441230186,-1.6460184647,-0.4536832384,-1.5380880783,-0.4696854571,-1.9361125027,-0.7906087919,-1.7404097455
0.1374844776,-1.5224833988,-0.3476981054,-1.4339124635,-0.5204001033,-1.8737104651,-0.6533589973,-1.5315587496
0.3008773896,-1.8855147165,-0.0321100653,-1.7200074807,-0.39428903,-2.0781424101,-0.6362260637,-1.8070298136
-0.0030998963,-1.7411287768,-0.385834345,-1.6086528377,-0.726651473,-2.0380702701,-0.8472613763,-1.6931511098
0.2316249597,-1.698971061,-0.2925280008,-1.5445526374,-0.2909046109,-1.9481387746,-0.6097115954,-1.7446448237
