,-2.5,-2.4,-2.3,-2.2,-2.1,-2,-1.9,-1.8,-1.7,-1.6,-1.5,-1.4,-1.3,-1.2,-1.1,-1,-0.9,-0.8,-0.7,-0.6,-0.5,-0.4,-0.3,-0.2,-0.1,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2,2.1,2.2,2.3,2.4,2.5
-2.5,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853
-2.4,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853
-2.3,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853
-2.2,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853
-2.1,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853
-2,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853
-1.9,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853
-1.8,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853
-1.7,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853,0.0210984853
