20,randomseed,[1],modified_value,[r],x[0.200000],from,[305],simul_tick,[325],-1,-0.1124033393,-1.7927855241,-0.1000027025,-1.593346242,-0.5962748101,-1.9967660521,-0.4245194592,-1.8080638637,17.25,2.05,0.1,-1.85,-2.05,1,0.2935962353,-1.7588040708,0.0221828968,-1.6309964041,0.0472048799,-1.9299510835,-0.2242084587,-1.8021434168,False,null,null,325,null
20,randomseed,[1],modified_value,[r],x[0.200000],from,[305],simul_tick,[325],-2,-0.1522033075,-1.7967808377,-0.1399954587,-1.5941074607,-0.6360313815,-2.001172302,-0.4640567202,-1.8141305755,17.19,2.05,0.114,-1.85,-2.05,0.99,0.2416843338,-1.7618297088,-0.0303644379,-1.6353802494,-0.0038484962,-1.9342061265,-0.275897268,-1.8077566671,False,null,null,325,null
20,randomseed,[1],modified_value,[r],x[0.200000],from,[305],simul_tick,[325],-3,-0.1920003432,-1.800805257,-0.1795119772,-1.6003078452,-0.6758425847,-2.0050540666,-0.5036426414,-1.8198712064,17.13,2.05,0.128,-1.85,-2.05,0.98,0.2416843338,-1.7618297088,-0.0305068944,-1.6356871891,-0.0036539068,-1.9344829673,-0.2758451351,-1.8083404477,False,null,null,325,null
20,randomseed,[1],modified_value,[r],x[0.200000],from,[305],simul_tick,[325],-4,-0.2318292714,-1.8045007246,-0.219408937,-1.6031770951,-0.7156823126,-2.0086312272,-0.5430620812,-1.8266614764,17.07,2.05,0.142,-1.85,-2.05,0.97,0.2242396885,-1.7583203565,-0.0493575181,-1.635257086,-0.0191348333,-1.9337308526,-0.2927320399,-1.810667582,False,null,null,325,null
40,randomseed,[1],modified_value,[r],x[0.200000],from,[285],simul_tick,[325],-1,-0.1124033393,-1.7927855241,-0.1067623149,-1.5984190932,-0.559755889,-2.0047038931,-0.4540481509,-1.7976279457,17.25,2.05,0.1,-1.85,-2.05,1,0.2935962353,-1.7588040708,0.0221828968,-1.6309964041,0.0472048799,-1.9299510835,-0.2242084587,-1.8021434168,False,null,null,325,null
40,randomseed,[1],modified_value,[r],x[0.200000],from,[285],simul_tick,[325],-2,-0.1522033075,-1.7967808377,-0.1467598216,-1.5988656997,-0.5995685436,-2.0085707437,-0.4937153562,-1.802777006,17.19,2.05,0.114,-1.85,-2.05,0.99,0.2416843338,-1.7618297088,-0.0303644379,-1.6353802494,-0.0038484962,-1.9342061265,-0.275897268,-1.8077566671,False,null,null,325,null
40,randomseed,[1],modified_value,[r],x[0.200000],from,[285],simul_tick,[325],-3,-0.1920003432,-1.800805257,-0.1863813754,-1.6043550051,-0.6393752327,-2.0124985292,-0.5329582631,-1.8105226019,17.13,2.05,0.128,-1.85,-2.05,0.98,0.2416843338,-1.7618297088,-0.0305068944,-1.6356871891,-0.0036539068,-1.9344829673,-0.2758451351,-1.8083404477,False,null,null,325,null
40,randomseed,[1],modified_value,[r],x[0.200000],from,[285],simul_tick,[325],-4,-0.2318292714,-1.8045007246,-0.2263035862,-1.6068484135,-0.6792042192,-2.0161933678,-0.5725190794,-1.8164337622,17.07,2.05,0.142,-1.85,-2.05,0.97,0.2242396885,-1.7583203565,-0.0493575181,-1.635257086,-0.0191348333,-1.9337308526,-0.2927320399,-1.810667582,False,null,null,325,null
60,randomseed,[1],modified_value,[r],x[0.200000],from,[265],simul_tick,[325],-1,-0.1226821679,-1.7934659965,-0.1304179026,-1.5985774188,-0.5441181413,-2.0181458131,-0.4680969677,-1.8024221144,17.25,2.05,0.1,-1.85,-2.05,1,0.2416843338,-1.7618297088,-0.0301244923,-1.6348652962,-0.0041744859,-1.9337408509,-0.275983312,-1.8067764383,False,null,null,325,null
60,randomseed,[1],modified_value,[r],x[0.200000],from,[265],simul_tick,[325],-2,-0.1625385523,-1.7968525323,-0.170415626,-1.5981506611,-0.5838008377,-2.023174094,-0.5072472708,-1.8106229541,17.19,2.05,0.114,-1.85,-2.05,0.99,0.2416843338,-1.7618297088,-0.0301014142,-1.6348159019,-0.0042057236,-1.9336961675,-0.2759914717,-1.8066823606,False,null,null,325,null
