dcc_des dcc_l dcc_f2 dcc_f3 dcc_obs[-1] dcc_obs[-2] dcc_obs[-3] dcc_wall 
0.56537884791 0.43462115209 0.0 0.0 0.0 0.0 0.0 0.0
0.356917222864 0.643054823091 2.79540451183e-05 0.0 0.0 0.0 0.0 0.0
0.57054522315 0.42945477685 0.0 0.0 0.0 0.0 0.0 0.0
0.604755668455 0.395228329718 1.63601200071e-06 1.4365814868e-05 0.0 0.0 0.0 0.0
0.82492833983 0.1740363687 0.00103529147047 0.0 0.0 0.0 0.0 0.0
0.808191872259 0.175395632978 0.0164124947633 0.0 0.0 0.0 0.0 0.0
0.485163265052 0.497897362659 0.0169393722893 0.0 0.0 0.0 0.0 0.0
0.599474820109 0.400187699382 0.000337480508452 0.0 0.0 0.0 0.0 0.0
0.473875992243 0.509247711565 0.0168762961919 0.0 0.0 0.0 0.0 0.0
0.650067526655 0.344617927096 0.00531454624955 0.0 0.0 0.0 0.0 0.0
0.427822962455 0.532485710852 0.0370935724426 0.00259775424945 0.0 0.0 0.0 0.0
0.087800168752 0.458209841232 0.422191929849 0.0317980601673 0.0 0.0 0.0 0.0
0.860900912213 0.0897138245236 0.0379715555045 0.0114137077593 0.0 0.0 0.0 0.0
0.703684135531 0.277991382209 0.0125376055389 0.00578687672109 0.0 0.0 0.0 0.0
0.883019619917 0.101909508477 0.00767715784474 0.00739371376095 0.0 0.0 0.0 0.0
0.885870822001 0.104014175294 0.0063006692817 0.0038143334234 0.0 0.0 0.0 0.0
0.898449005606 0.094523009748 0.00272351946051 0.00430446518598 0.0 0.0 0.0 0.0
0.957771199346 0.0406404978728 0.00120865633337 0.000379646447528 0.0 0.0 0.0 0.0
0.957027791363 0.0409560747036 0.00180152175263 0.000214612180873 0.0 0.0 0.0 0.0
0.983269947916 0.012788846726 0.00382340594899 0.000117799408822 0.0 0.0 0.0 0.0
0.980344846926 0.0139946403613 0.00562544349029 3.50692226859e-05 0.0 0.0 0.0 0.0
0.978502918283 0.0111371385927 0.0103312796636 2.86634611889e-05 0.0 0.0 0.0 0.0
0.962295284054 0.00390707406397 0.0337391068232 5.85350591289e-05 0.0 0.0 0.0 0.0
0.779754070979 0.0962836258113 0.123893998219 6.8304990427e-05 0.0 0.0 0.0 0.0
0.205430174076 0.288780517431 0.505011835874 0.0 0.0 0.00077747261967 0.0 0.0
0.0314782502087 0.032112587114 0.936409162677 0.0 0.0 0.0 0.0 0.0
0.963902898649 0.0223532384628 0.0137438628879 0.0 0.0 0.0 0.0 0.0
0.0746146717535 0.306790327373 0.618595000874 0.0 0.0 0.0 0.0 0.0
0.845807974321 0.0956389354766 0.0585530902025 0.0 0.0 0.0 0.0 0.0
0.363366821396 0.117358032142 0.519275146462 0.0 0.0 0.0 0.0 0.0
0.486442252855 0.066759626893 0.446798120252 0.0 0.0 0.0 0.0 0.0
0.584913330775 0.0324201941819 0.382666475043 0.0 0.0 0.0 0.0 0.0
0.709474718874 0.00802667982973 0.282498601296 0.0 0.0 0.0 0.0 0.0
0.771257824832 0.0237131997297 0.205028975439 0.0 0.0 0.0 0.0 0.0
0.775770982052 0.039425681682 0.184803336266 0.0 0.0 0.0 0.0 0.0
0.787531029182 0.0375857043763 0.174883266442 0.0 0.0 0.0 0.0 0.0
0.79454438858 0.0364687939081 0.168986817512 0.0 0.0 0.0 0.0 0.0
0.85551089422 0.0326104803453 0.111878625435 0.0 0.0 0.0 0.0 0.0
0.84506146738 0.0412085171051 0.113730015514 0.0 0.0 0.0 0.0 0.0
0.817756031526 0.0398526700347 0.142391298439 0.0 0.0 0.0 0.0 0.0
0.826148609389 0.0432450547309 0.13060633588 0.0 0.0 0.0 0.0 0.0
0.838098377145 0.0371145643275 0.124787058527 0.0 0.0 0.0 0.0 0.0
0.838414282333 0.0443655164737 0.117220201193 0.0 0.0 0.0 0.0 0.0
0.820870678061 0.0232218419349 0.155907480004 0.0 0.0 0.0 0.0 0.0
0.833595384951 0.0 0.166404615049 0.0 0.0 0.0 0.0 0.0
0.770747953482 0.0581931999576 0.17105884656 0.0 0.0 0.0 0.0 0.0
0.788071860678 0.0628961569312 0.149031982391 0.0 0.0 0.0 0.0 0.0
0.813905974474 0.0606548417955 0.125439183731 0.0 0.0 0.0 0.0 0.0
0.899263187786 0.0486651584113 0.0520716538029 0.0 0.0 0.0 0.0 0.0
0.947607136848 0.00531834144729 0.0470745217049 0.0 0.0 0.0 0.0 0.0
0.921535367131 0.0123076661497 0.0661569667189 0.0 0.0 0.0 0.0 0.0
0.831211054967 0.0326463570501 0.136142587983 0.0 0.0 0.0 0.0 0.0
