i,d,x,_,s,i,m
1
T,h,i,s, ,i,s, ,x,x
-0.059962,1.375,1.0689,1.2412
-0.028297,1.3784,1.0953,1.2773
0.0033949,1.382,1.1215,1.3131
0.035115,1.3857,1.1474,1.3487
0.066861,1.3896,1.1731,1.384
0.098632,1.3936,1.1987,1.4191
0.13043,1.3977,1.224,1.4541
0.16224,1.4018,1.2492,1.4888
0.19407,1.4061,1.2742,1.5234
0.22592,1.4105,1.2991,1.5579
0.25777,1.4149,1.3239,1.5922
0.28964,1.4193,1.3487,1.6265
0.3215,1.4237,1.3734,1.6608
0.35339,1.4282,1.3981,1.695
0.38538,1.4326,1.4227,1.7285
0.41756,1.437,1.4469,1.761
0.45001,1.4413,1.4708,1.7919
0.48278,1.4456,1.4942,1.821
0.51593,1.4498,1.517,1.8479
0.54948,1.4539,1.5392,1.8726
0.58346,1.458,1.5608,1.8948
0.61787,1.4619,1.5818,1.9145
0.65272,1.4658,1.6021,1.9317
0.68799,1.4696,1.6218,1.9465
0.72367,1.4733,1.6408,1.959
0.75973,1.477,1.6593,1.9693
0.79614,1.4805,1.6773,1.9776
0.83286,1.4841,1.6948,1.9842
0.86984,1.4875,1.712,1.9892
0.90704,1.4909,1.7288,1.993
0.94441,1.4943,1.7453,1.9958
0.98189,1.4977,1.7617,1.998
1.0194,1.501,1.778,1.9998
1.057,1.5044,1.7943,2.0016
1.0944,1.5078,1.8102,2.0032
1.1316,1.5112,1.8255,2.0044
1.1685,1.5146,1.8401,2.0051
1.2051,1.518,1.8536,2.0051
1.2413,1.5215,1.866,2.0045
1.277,1.525,1.8772,2.0031
1.3123,1.5285,1.8871,2.0009
1.3472,1.5321,1.8956,1.9979
1.3815,1.5358,1.9029,1.994
1.4154,1.5394,1.9088,1.9893
1.4489,1.5431,1.9136,1.9839
1.482,1.5469,1.9171,1.9777
1.5147,1.5507,1.9196,1.9709
1.5471,1.5545,1.9212,1.9635
1.5792,1.5583,1.922,1.9555
1.611,1.5621,1.9221,1.9472
1.6427,1.566,1.9216,1.9385
1.6743,1.5699,1.9209,1.9296
1.7058,1.5738,1.92,1.9207
1.7372,1.5776,1.919,1.9117
1.768,1.5814,1.9181,1.9029
1.7977,1.5851,1.9172,1.8944
1.826,1.5886,1.9164,1.8863
1.8525,1.5919,1.9156,1.8788
1.8769,1.5949,1.9148,1.8718
1.899,1.5976,1.9142,1.8655
1.9188,1.6,1.9136,1.8598
1.9362,1.6022,1.913,1.8548
1.9512,1.604,1.9126,1.8506
1.9638,1.6056,1.9122,1.847
1.9741,1.6069,1.9119,1.844
1.9824,1.6079,1.9116,1.8416
1.9887,1.6087,1.9115,1.8398
1.9933,1.6092,1.9113,1.8385
1.9964,1.6096,1.9112,1.8376
1.9983,1.6098,1.9112,1.8371
1.9993,1.61,1.9111,1.8368
1.9997,1.61,1.9111,1.8367
1.9997,1.61,1.9111,1.8367
T,h,i,s, ,i,s, ,y,y
-1.2222,-1.1535,1.3457,1.2642
-1.2221,-1.1534,1.3457,1.2642
-1.2214,-1.1528,1.3456,1.2641
-1.2197,-1.1513,1.3454,1.264
-1.2165,-1.1486,1.345,1.2637
-1.2116,-1.1442,1.3443,1.2633
-1.2047,-1.1381,1.3433,1.2626
-1.1956,-1.1301,1.3421,1.2618
-1.1842,-1.1201,1.3405,1.2608
-1.1704,-1.1079,1.3387,1.2596
-1.1543,-1.0937,1.3365,1.2582
-1.1358,-1.0775,1.3339,1.2566
-1.1152,-1.0593,1.3311,1.2547
-1.0925,-1.0394,1.328,1.2527
-1.0679,-1.0177,1.3247,1.2506
-1.0417,-0.99459,1.3211,1.2482
-1.014,-0.9702,1.3173,1.2458
-0.98508,-0.94477,1.3134,1.2432
-0.9553,-0.91855,1.3093,1.2406
-0.92491,-0.8918,1.3052,1.2379
-0.89422,-0.86478,1.301,1.2352
-0.86347,-0.83769,1.2968,1.2325
-0.83263,-0.81052,1.2927,1.2299
-0.80164,-0.78319,1.2887,1.2274
-0.77045,-0.75564,1.2849,1.2251
-0.73901,-0.72782,1.2813,1.223
-0.70728,-0.6997,1.278,1.2212
-0.67525,-0.67123,1.275,1.2197
-0.64288,-0.64242,1.2722,1.2185
-0.61018,-0.61325,1.2697,1.2176
-0.57714,-0.58371,1.2676,1.2171
-0.54378,-0.55383,1.2657,1.2168
-0.51011,-0.52361,1.2641,1.2168
-0.47614,-0.49307,1.2628,1.2171
-0.4419,-0.46224,1.2617,1.2177
-0.40743,-0.43116,1.2608,1.2184
-0.37275,-0.39986,1.2601,1.2194
-0.3379,-0.36838,1.2595,1.2205
-0.30293,-0.33676,1.2591,1.2218
-0.26787,-0.30505,1.2587,1.2231
-0.23277,-0.27329,1.2584,1.2245
-0.19765,-0.24152,1.2581,1.2258
-0.16254,-0.20975,1.2579,1.2273
-0.12743,-0.17796,1.2579,1.229
-0.092323,-0.14615,1.2582,1.231
-0.057214,-0.11431,1.2587,1.2332
-0.022105,-0.082455,1.2597,1.2359
0.013003,-0.050567,1.2611,1.2389
0.04811,-0.018647,1.2629,1.2424
0.083216,0.013304,1.2651,1.2463
0.11832,0.045286,1.2678,1.2506
0.15343,0.0773,1.2709,1.2554
0.18853,0.10934,1.2744,1.2605
0.22363,0.14141,1.2782,1.2661
0.25873,0.17351,1.2825,1.272
0.29384,0.20563,1.287,1.2781
0.32894,0.23776,1.2918,1.2846
0.36404,0.26992,1.2968,1.2913
0.39914,0.30208,1.302,1.2981
0.43424,0.33426,1.3073,1.3051
0.46934,0.36643,1.3127,1.3121
0.50444,0.39861,1.3181,1.3191
0.53953,0.43079,1.3235,1.3262
0.57463,0.46296,1.3291,1.3333
0.60972,0.49513,1.3348,1.3406
0.64481,0.5273,1.3406,1.3481
0.6799,0.55947,1.3467,1.3557
0.71497,0.59163,1.353,1.3635
0.75005,0.62379,1.3595,1.3715
0.78512,0.65594,1.3662,1.3797
0.82018,0.68809,1.3732,1.3882
0.85524,0.72023,1.3804,1.3968
0.89029,0.75237,1.3879,1.4056
0.92534,0.7845,1.3955,1.4146
0.96038,0.81664,1.4034,1.4238
0.99542,0.84877,1.4114,1.4331
1.0305,0.88089,1.4195,1.4425
1.0655,0.91302,1.4278,1.452
1.1005,0.94514,1.4361,1.4617
1.1355,0.97726,1.4446,1.4713
1.1706,1.0094,1.453,1.481
1.2056,1.0415,1.4614,1.4907
1.2403,1.0734,1.4697,1.5002
1.2747,1.1051,1.4778,1.5095
1.3084,1.1365,1.4856,1.5183
1.3415,1.1675,1.4931,1.5267
1.3737,1.1979,1.5001,1.5346
1.4051,1.2278,1.5067,1.5419
1.4356,1.2572,1.5127,1.5486
1.4651,1.286,1.5183,1.5546
1.4936,1.3143,1.5234,1.5601
1.5213,1.342,1.5281,1.5649
1.548,1.3691,1.5322,1.5691
1.5739,1.3958,1.536,1.5728
1.5991,1.422,1.5393,1.576
1.6236,1.4478,1.5423,1.5788
1.6475,1.4733,1.545,1.5811
1.6709,1.4985,1.5475,1.5832
1.694,1.5235,1.5498,1.585
1.7168,1.5483,1.5519,1.5867
1.7395,1.573,1.554,1.5883
1.7622,1.5977,1.5561,1.5898
1.7844,1.6219,1.5581,1.5914
1.8058,1.6453,1.56,1.5928
1.8262,1.6675,1.5619,1.5942
1.8452,1.6883,1.5636,1.5956
1.8628,1.7074,1.5653,1.5968
1.8788,1.7248,1.5667,1.5979
1.893,1.7404,1.568,1.5989
1.9055,1.754,1.5692,1.5997
1.9163,1.7658,1.5701,1.6005
1.9254,1.7757,1.571,1.6011
1.9329,1.7838,1.5717,1.6016
1.9388,1.7903,1.5722,1.602
1.9434,1.7953,1.5726,1.6023
1.9467,1.7989,1.5729,1.6026
1.9489,1.8013,1.5731,1.6027
1.9503,1.8028,1.5732,1.6028
1.951,1.8036,1.5733,1.6029
1.9513,1.8039,1.5733,1.6029
1.9513,1.8039,1.5733,1.6029
T,h,i,s, ,i,s, ,z,z
0.85469,0.81576,1.7985,1.0422
0.85471,0.81578,1.7985,1.0422
0.85483,0.81588,1.7985,1.0422
0.85514,0.81615,1.7983,1.0422
0.85571,0.81664,1.7979,1.0423
0.85661,0.81741,1.7974,1.0424
0.85787,0.81849,1.7967,1.0426
0.85953,0.81992,1.7957,1.0428
0.86161,0.8217,1.7945,1.043
0.86412,0.82386,1.7931,1.0433
0.86705,0.82638,1.7914,1.0437
0.87041,0.82927,1.7894,1.0441
0.87417,0.8325,1.7872,1.0445
0.8783,0.83605,1.7848,1.045
0.88278,0.83989,1.7823,1.0456
0.88756,0.844,1.7795,1.0462
0.89261,0.84833,1.7766,1.0468
0.89787,0.85285,1.7735,1.0474
0.90329,0.85751,1.7704,1.0481
0.90883,0.86227,1.7672,1.0487
0.91442,0.86707,1.7639,1.0494
0.92001,0.87186,1.7607,1.0501
0.92556,0.87658,1.7575,1.0507
0.93104,0.88114,1.7544,1.0512
0.93641,0.88549,1.7515,1.0516
0.94166,0.88959,1.7488,1.0518
0.94676,0.8934,1.7464,1.0517
0.9517,0.89689,1.7441,1.0515
0.95648,0.90005,1.7421,1.051
0.96108,0.90287,1.7404,1.0503
0.96552,0.90534,1.739,1.0494
0.96979,0.90749,1.7378,1.0482
0.97391,0.90931,1.7368,1.0468
0.97787,0.91083,1.7361,1.0452
0.9817,0.91209,1.7356,1.0434
0.98541,0.9131,1.7352,1.0415
0.98901,0.9139,1.735,1.0394
0.99253,0.91453,1.735,1.0372
0.99598,0.91503,1.735,1.0348
0.99939,0.91544,1.7352,1.0325
1.0028,0.91581,1.7353,1.0301
1.0062,0.91615,1.7354,1.0276
1.0095,0.91638,1.7353,1.0251
1.0127,0.9164,1.7346,1.0225
1.0157,0.91612,1.7333,1.0196
1.0185,0.91548,1.731,1.0164
1.0211,0.91444,1.7279,1.0129
1.0235,0.91296,1.7236,1.0091
1.0256,0.911,1.7182,1.0049
1.0274,0.90857,1.7118,1.0003
1.029,0.90567,1.7041,0.99539
1.0303,0.90229,1.6954,0.99011
1.0313,0.89848,1.6856,0.98448
1.0322,0.89424,1.6747,0.97853
1.0328,0.88962,1.663,0.97228
1.0332,0.88466,1.6505,0.96578
1.0335,0.87941,1.6373,0.95905
1.0336,0.87392,1.6235,0.95213
1.0336,0.86825,1.6092,0.94508
1.0336,0.86245,1.5947,0.93793
1.0335,0.85659,1.58,0.93073
1.0334,0.85072,1.5653,0.92351
1.0333,0.84477,1.5504,0.91622
1.033,0.83871,1.5352,0.90878
1.0326,0.83247,1.5197,0.90114
1.0319,0.82604,1.5036,0.89326
1.031,0.81937,1.487,0.88511
1.0299,0.81244,1.4697,0.87665
1.0286,0.80525,1.4518,0.86788
1.0269,0.79778,1.4333,0.85878
1.025,0.79005,1.4141,0.84936
1.0228,0.78204,1.3943,0.83963
1.0204,0.77378,1.3738,0.82959
1.0177,0.76528,1.3528,0.81927
1.0149,0.75656,1.3312,0.80869
1.0118,0.74765,1.3092,0.79789
1.0086,0.73857,1.2867,0.78688
1.0052,0.72936,1.264,0.77571
1.0018,0.72004,1.241,0.76442
0.99823,0.71065,1.2178,0.75304
0.99467,0.70122,1.1945,0.74163
0.99109,0.69183,1.1713,0.73023
0.98746,0.68271,1.1485,0.71899
0.98375,0.67408,1.1263,0.70804
0.97991,0.66613,1.105,0.6975
0.97593,0.65901,1.0848,0.68745
0.97178,0.65284,1.066,0.67796
0.96744,0.6477,1.0485,0.66908
0.96291,0.64364,1.0325,0.66085
0.95818,0.6407,1.018,0.65327
0.95326,0.63886,1.005,0.64636
0.94814,0.6381,0.9935,0.64008
0.94284,0.63839,0.98338,0.63443
0.93736,0.63964,0.97458,0.62934
0.93173,0.64178,0.96697,0.62479
0.92595,0.64471,0.96044,0.6207
0.92006,0.64832,0.95482,0.61702
0.91406,0.65248,0.94996,0.61366
0.90799,0.65707,0.94567,0.61056
0.90187,0.66194,0.94177,0.60763
0.89573,0.66696,0.93806,0.60478
0.88959,0.67198,0.9344,0.60196
0.88358,0.67691,0.9308,0.59918
0.87777,0.68168,0.92733,0.59651
0.87224,0.6862,0.92403,0.59396
0.86708,0.69044,0.92094,0.59158
0.86231,0.69434,0.9181,0.58939
0.85798,0.69789,0.91551,0.5874
0.85412,0.70106,0.9132,0.58561
0.85072,0.70384,0.91118,0.58405
0.8478,0.70624,0.90943,0.5827
0.84534,0.70825,0.90796,0.58157
0.84331,0.70991,0.90675,0.58064
0.8417,0.71123,0.90579,0.5799
0.84047,0.71224,0.90505,0.57933
0.83957,0.71298,0.90451,0.57891
0.83896,0.71348,0.90415,0.57863
0.83859,0.71378,0.90393,0.57846
0.8384,0.71394,0.90381,0.57837
0.83833,0.714,0.90377,0.57834
0.83832,0.71401,0.90376,0.57834
i,d,x,_,s,i,m
2
T,h,i,s, ,i,s, ,x,x
-1.1618,1.2687,0.064631,0.027603
-1.1618,1.2687,0.064708,0.027691
-1.1611,1.2687,0.065218,0.028287
-1.1596,1.2689,0.066537,0.029824
-1.1567,1.2691,0.068971,0.032662
-1.1522,1.2695,0.072769,0.03709
-1.1458,1.2701,0.078122,0.043332
-1.1375,1.2708,0.085168,0.051547
-1.127,1.2717,0.093993,0.061837
-1.1144,1.2727,0.10464,0.074251
-1.0996,1.274,0.11711,0.088787
-1.0827,1.2754,0.13135,0.1054
-1.0638,1.2771,0.1473,0.12399
-1.043,1.2788,0.16485,0.14445
-1.0204,1.2808,0.18385,0.1666
-0.99634,1.2828,0.20415,0.19027
-0.97094,1.285,0.22555,0.21523
-0.94446,1.2872,0.24788,0.24125
-0.91716,1.2896,0.27089,0.26809
-0.8893,1.292,0.29438,0.29547
-0.86116,1.2944,0.3181,0.32313
-0.83295,1.2968,0.34188,0.35087
-0.80466,1.2993,0.36576,0.37879
-0.77623,1.3018,0.38981,0.40704
-0.74757,1.3045,0.4141,0.43576
-0.71866,1.3074,0.4387,0.46503
-0.68946,1.3105,0.46363,0.49496
-0.65994,1.3139,0.48894,0.52558
-0.63007,1.3174,0.51463,0.55694
-0.59986,1.3212,0.54072,0.58906
-0.56931,1.3252,0.56722,0.62193
-0.53842,1.3294,0.5941,0.65554
-0.50721,1.3339,0.62135,0.68985
-0.47569,1.3385,0.64895,0.72482
-0.4439,1.3434,0.67687,0.7604
-0.41187,1.3484,0.70508,0.79651
-0.37962,1.3536,0.73353,0.83309
-0.3472,1.3588,0.76217,0.87004
-0.31465,1.3642,0.79097,0.90728
-0.282,1.3696,0.81988,0.94471
-0.24932,1.3751,0.84883,0.98225
-0.21661,1.3806,0.87778,1.0198
-0.18381,1.386,0.90666,1.0572
-0.15085,1.3915,0.93542,1.0945
-0.11767,1.3969,0.96399,1.1316
-0.084204,1.4023,0.99235,1.1685
-0.050428,1.4077,1.0205,1.205
-0.01631,1.413,1.0483,1.2412
0.018168,1.4184,1.0759,1.2771
0.053014,1.4237,1.1031,1.3126
0.088228,1.429,1.1301,1.3478
0.1238,1.4342,1.1568,1.3827
0.15972,1.4394,1.1832,1.4172
0.19596,1.4447,1.2094,1.4514
0.23249,1.4498,1.2353,1.4854
0.26929,1.455,1.2611,1.5191
0.30631,1.4602,1.2866,1.5526
0.34352,1.4653,1.312,1.5859
0.38086,1.4704,1.3373,1.6191
0.41831,1.4755,1.3626,1.6522
0.45579,1.4807,1.3878,1.6853
0.49329,1.4858,1.4129,1.7182
0.53079,1.4908,1.4378,1.7506
0.56829,1.4958,1.4623,1.7818
0.60579,1.5006,1.4862,1.8115
0.6433,1.5053,1.5094,1.8394
0.68081,1.5098,1.5318,1.8651
0.71832,1.5141,1.5533,1.8885
0.75584,1.5182,1.5739,1.9095
0.79336,1.5221,1.5935,1.928
0.83088,1.5258,1.6121,1.9441
0.86841,1.5293,1.6298,1.9576
0.90594,1.5326,1.6467,1.9689
0.94348,1.5357,1.6627,1.978
0.98102,1.5386,1.6779,1.9851
1.0186,1.5414,1.6925,1.9904
1.0561,1.5441,1.7065,1.9942
1.0936,1.5467,1.72,1.9967
1.1312,1.5491,1.7331,1.9983
1.1687,1.5516,1.746,1.9993
1.2063,1.554,1.7587,1.9999
1.2438,1.5564,1.7715,2.0005
1.2807,1.5587,1.784,2.0009
1.3167,1.5611,1.7961,2.0009
1.3513,1.5635,1.8077,2.0005
1.3843,1.5658,1.8186,1.9996
1.4155,1.5681,1.8288,1.9981
1.4447,1.5704,1.8382,1.9958
1.4717,1.5726,1.8468,1.9929
1.4965,1.5748,1.8545,1.9893
1.5192,1.577,1.8613,1.9849
1.5398,1.5791,1.8673,1.9798
1.5583,1.5813,1.8725,1.974
1.5749,1.5833,1.8769,1.9677
1.5898,1.5854,1.8806,1.9607
1.6032,1.5874,1.8837,1.9532
1.6152,1.5895,1.8863,1.9453
1.6261,1.5915,1.8884,1.937
1.6362,1.5935,1.8903,1.9284
1.6458,1.5955,1.8919,1.9197
1.655,1.5974,1.8934,1.9108
1.6642,1.5994,1.8948,1.902
1.6732,1.6013,1.8963,1.8933
1.6819,1.6032,1.8976,1.8849
1.6902,1.605,1.899,1.877
1.698,1.6067,1.9002,1.8695
1.7051,1.6082,1.9013,1.8626
1.7116,1.6096,1.9024,1.8564
1.7174,1.6108,1.9033,1.8508
1.7225,1.6119,1.9041,1.8459
1.7268,1.6129,1.9048,1.8417
1.7305,1.6137,1.9054,1.8382
1.7336,1.6143,1.9059,1.8353
1.736,1.6148,1.9062,1.8329
1.7378,1.6152,1.9065,1.8312
1.7392,1.6155,1.9068,1.8299
1.7401,1.6157,1.9069,1.829
1.7406,1.6158,1.907,1.8285
1.7409,1.6159,1.907,1.8282
1.741,1.6159,1.907,1.8281
1.741,1.6159,1.9071,1.8281
T,h,i,s, ,i,s, ,y,y
-1.1734,-1.201,1.3209,1.318
-1.1734,-1.2009,1.3209,1.318
-1.1727,-1.2003,1.3208,1.3179
-1.171,-1.1987,1.3206,1.3177
-1.168,-1.1958,1.3202,1.3173
-1.1632,-1.1912,1.3196,1.3167
-1.1564,-1.1847,1.3187,1.3159
-1.1475,-1.1762,1.3175,1.3149
-1.1364,-1.1656,1.3161,1.3136
-1.123,-1.1527,1.3143,1.312
-1.1072,-1.1377,1.3122,1.3101
-1.0893,-1.1205,1.3099,1.308
-1.0691,-1.1013,1.3072,1.3056
-1.047,-1.0801,1.3043,1.3029
-1.023,-1.0572,1.3012,1.3001
-0.99743,-1.0327,1.2978,1.297
-0.97042,-1.0069,1.2943,1.2938
-0.94225,-0.97993,1.2906,1.2905
-0.91322,-0.95216,1.2868,1.287
-0.88358,-0.92382,1.2829,1.2835
-0.85365,-0.8952,1.2789,1.2799
-0.82366,-0.86651,1.275,1.2764
-0.79357,-0.83774,1.2712,1.2729
-0.76333,-0.80882,1.2675,1.2696
-0.73288,-0.7797,1.264,1.2666
-0.70215,-0.75031,1.2608,1.2638
-0.67112,-0.72063,1.258,1.2613
-0.63975,-0.69064,1.2554,1.2591
-0.60803,-0.66031,1.2532,1.2574
-0.57596,-0.62964,1.2513,1.2559
-0.54353,-0.59862,1.2498,1.2549
-0.51075,-0.56728,1.2487,1.2542
-0.47764,-0.53561,1.2478,1.2539
-0.44421,-0.50364,1.2473,1.2539
-0.41049,-0.4714,1.2471,1.2541
-0.37652,-0.43892,1.2471,1.2547
-0.34233,-0.40622,1.2474,1.2554
-0.30797,-0.37336,1.2478,1.2564
-0.27346,-0.34036,1.2483,1.2575
-0.23887,-0.30728,1.249,1.2587
-0.20422,-0.27415,1.2497,1.2599
-0.16957,-0.24102,1.2504,1.2612
-0.13491,-0.20787,1.2513,1.2626
-0.10024,-0.17471,1.2524,1.2642
-0.065536,-0.14154,1.2539,1.2662
-0.030811,-0.10834,1.2558,1.2685
0.0039458,-0.075118,1.2583,1.2714
0.038736,-0.041867,1.2612,1.2748
0.073561,-0.0085872,1.2648,1.2786
0.10842,0.024723,1.2689,1.2831
0.14332,0.058063,1.2736,1.2881
0.17825,0.091432,1.2789,1.2936
0.21322,0.12483,1.2847,1.2996
0.24822,0.15825,1.2911,1.3061
0.28324,0.1917,1.2979,1.3131
0.31829,0.22517,1.3052,1.3204
0.35337,0.25866,1.3128,1.328
0.38846,0.29216,1.3206,1.336
0.42357,0.32567,1.3288,1.3441
0.45868,0.35919,1.337,1.3524
0.4938,0.39272,1.3454,1.3608
0.52892,0.42624,1.3537,1.3692
0.56404,0.45978,1.3622,1.3775
0.59916,0.49334,1.3709,1.3858
0.63428,0.52692,1.3799,1.3941
0.6694,0.56054,1.3893,1.4022
0.70452,0.59419,1.3991,1.4103
0.73964,0.62788,1.4093,1.4184
0.77476,0.66162,1.42,1.4263
0.80987,0.6954,1.4311,1.4342
0.84499,0.72922,1.4428,1.4419
0.8801,0.76308,1.4549,1.4496
0.91522,0.79699,1.4675,1.4572
0.95033,0.83093,1.4805,1.4647
0.98544,0.86491,1.4939,1.4721
1.0206,0.89891,1.5076,1.4795
1.0557,0.93295,1.5216,1.4868
1.0908,0.967,1.5359,1.4941
1.1259,1.0011,1.5504,1.5013
1.161,1.0352,1.5649,1.5085
1.1961,1.0692,1.5796,1.5157
1.2312,1.1033,1.5942,1.5229
1.266,1.1371,1.6085,1.5299
1.3003,1.1704,1.6225,1.5368
1.3339,1.203,1.6357,1.5433
1.3667,1.2348,1.6482,1.5494
1.3986,1.2657,1.6599,1.555
1.4294,1.2955,1.6706,1.5602
1.4591,1.3243,1.6803,1.5649
1.4878,1.352,1.6889,1.569
1.5153,1.3785,1.6966,1.5726
1.5418,1.404,1.7032,1.5757
1.5672,1.4285,1.7089,1.5783
1.5916,1.452,1.7137,1.5805
1.6152,1.4747,1.7177,1.5822
1.6379,1.4965,1.7209,1.5836
1.66,1.5177,1.7235,1.5846
1.6816,1.5384,1.7257,1.5854
1.7027,1.5586,1.7274,1.5859
1.7235,1.5785,1.7288,1.5864
1.7442,1.5983,1.7301,1.5868
1.7648,1.618,1.7314,1.5871
1.785,1.6374,1.7327,1.5875
1.8045,1.6561,1.7339,1.5878
1.823,1.6738,1.7351,1.5881
1.8404,1.6904,1.7362,1.5884
1.8564,1.7057,1.7372,1.5887
1.8709,1.7196,1.7381,1.589
1.8839,1.7321,1.7389,1.5892
1.8953,1.743,1.7396,1.5894
1.9052,1.7524,1.7403,1.5896
1.9134,1.7603,1.7408,1.5897
1.9202,1.7668,1.7412,1.5898
1.9256,1.772,1.7415,1.5899
1.9298,1.7759,1.7418,1.59
1.9328,1.7788,1.742,1.59
1.9348,1.7808,1.7421,1.5901
1.9361,1.782,1.7422,1.5901
1.9367,1.7826,1.7422,1.5901
1.937,1.7828,1.7423,1.5901
1.937,1.7829,1.7423,1.5901
T,h,i,s, ,i,s, ,z,z
0.87952,0.84456,1.8255,1.0655
0.87953,0.84458,1.8255,1.0655
0.8796,0.8447,1.8254,1.0655
0.87979,0.845,1.8253,1.0655
0.88014,0.84557,1.825,1.0655
0.88069,0.84646,1.8246,1.0654
0.88146,0.84771,1.824,1.0653
0.88247,0.84936,1.8232,1.0652
0.88374,0.85142,1.8222,1.0651
0.88527,0.85391,1.821,1.065
0.88706,0.85682,1.8196,1.0648
0.8891,0.86015,1.8181,1.0646
0.89139,0.86388,1.8163,1.0644
0.89391,0.86797,1.8143,1.0642
0.89664,0.87241,1.8122,1.0639
0.89956,0.87716,1.81,1.0637
0.90263,0.88216,1.8076,1.0634
0.90584,0.88737,1.8051,1.0631
0.90914,0.89275,1.8025,1.0628
0.91252,0.89824,1.7999,1.0625
0.91592,0.90378,1.7973,1.0622
0.91932,0.90933,1.7947,1.0619
0.92265,0.91484,1.7921,1.0615
0.92584,0.92029,1.7897,1.061
0.92884,0.92565,1.7875,1.0604
0.93161,0.93091,1.7856,1.0596
0.93412,0.93605,1.7839,1.0586
0.93634,0.94105,1.7825,1.0574
0.93826,0.94592,1.7815,1.056
0.93987,0.95065,1.7807,1.0544
0.94117,0.95523,1.7803,1.0525
0.94217,0.95968,1.7802,1.0504
0.94289,0.96399,1.7805,1.0481
0.94333,0.96818,1.781,1.0456
0.94353,0.97225,1.7818,1.0429
0.94351,0.97623,1.7828,1.04
0.94329,0.98012,1.784,1.0371
0.94293,0.98394,1.7854,1.0339
0.94245,0.9877,1.7869,1.0308
0.94189,0.99143,1.7884,1.0275
0.94128,0.99514,1.7901,1.0242
0.94066,0.99884,1.7916,1.0209
0.93992,1.0025,1.7929,1.0176
0.93898,1.006,1.7935,1.014
0.93776,1.0094,1.7932,1.0103
0.9362,1.0127,1.7919,1.0063
0.93425,1.0157,1.7894,1.002
0.93188,1.0185,1.7856,0.99746
0.92906,1.0211,1.7805,0.99255
0.92578,1.0235,1.7739,0.98731
0.92205,1.0257,1.7659,0.98173
0.91788,1.0276,1.7565,0.97583
0.91327,1.0293,1.7458,0.96961
0.90827,1.0308,1.7339,0.9631
0.9029,1.0322,1.7209,0.95632
0.89721,1.0334,1.7068,0.94931
0.89123,1.0344,1.6919,0.94208
0.88503,1.0353,1.6763,0.9347
0.87866,1.0362,1.6602,0.92718
0.87217,1.037,1.6437,0.91958
0.86561,1.0377,1.627,0.91193
0.85904,1.0384,1.6103,0.90426
0.85241,1.0391,1.5933,0.89651
0.84566,1.0395,1.5761,0.88861
0.83876,1.0397,1.5583,0.88051
0.83167,1.0395,1.54,0.87215
0.82435,1.039,1.5211,0.8635
0.81681,1.0381,1.5014,0.85454
0.80901,1.0368,1.481,0.84524
0.80096,1.0351,1.4599,0.83561
0.79265,1.0329,1.4379,0.82564
0.78409,1.0303,1.4153,0.81534
0.7753,1.0273,1.3919,0.80472
0.76628,1.024,1.3679,0.79381
0.75705,1.0203,1.3432,0.78262
0.74765,1.0163,1.318,0.7712
0.73809,1.012,1.2924,0.75957
0.7284,1.0075,1.2663,0.74776
0.71862,1.0029,1.24,0.73583
0.70877,0.99812,1.2135,0.72382
0.69888,0.99331,1.1868,0.71175
