0.2388455555,-2.8722212603,-0.4584386395,-3.239167924,-1.0813870065,-3.4887603746,-1.5105798917,-3.5531201181,-0.094445909,-2.1578831282,-1.305999893,-2.6996970369,-2.4809856393,-3.2871355788,-0.4739833319,-2.6292041628,-0.8893350638,-3.052633595,-0.7961162408,-2.0778867461,-2.2908007007,-3.6900543543,-1.5249621221,-3.0464559757,-2.5157818636,-2.9075898834,-2.0220780506,-3.271352654,-3.1795411244,-2.7531016191,-1.6597101152,-2.2862254603,-2.0717373516,-2.8667348596,-2.6053849929,-2.5092462188,-2.1574699718,-2.4084963393,-2.9740087436,-2.3006460451
0.5752293208,-2.8567174741,-0.349081322,-2.9499963367,-1.0576108795,-2.9053741422,-0.1697351716,-2.3914471065,-0.8434253631,-3.3476924866,-1.3360868253,-2.4802937092,-3.0248181686,-3.0621828674,-0.7266025295,-2.347605176,-1.8968467048,-2.4902435926,-1.0529580319,-1.8192546209,-2.1973465794,-3.3893380554,-1.6918520699,-2.9348061077,-3.1298507336,-2.5305408027,-2.2590620876,-2.8833835783,-2.696570249,-2.7096093423,-2.6956840162,-1.8198677073,-2.7067289292,-2.2866532031,-2.29010105,-2.423376225,-2.7600304201,-1.343385518,-3.1623010064,-2.0244064449
-0.0814864209,-2.8375789301,-0.5092046039,-2.477531989,-1.750897963,-3.4853458881,-1.1619468297,-2.9061516926,-1.0437166851,-2.2334154022,-1.8659077176,-2.9760335287,-2.9904928141,-3.1313541146,-2.3560611642,-3.3762037253,-2.4423105715,-2.9592569046,-1.7479061795,-2.3728783773,-3.3175573688,-2.2327008488,-2.619874236,-2.5675983706,-2.1903638903,-2.5021071755,-3.0362962965,-2.6832896512,-3.7047984693,-2.02327685,-2.778516015,-1.7016894153,-3.5886156722,-2.728733115,-3.2298165182,-1.7916065131,-2.9368670698,-2.262754278,-2.6040761409,-2.2016513957
0.4054635256,-2.8644424141,0.1203561534,-2.3384203242,-1.7070515208,-3.6952390751,-0.9878958169,-3.4378907811,-0.442407186,-2.773309415,-2.7309804454,-3.3387077173,-2.3609180571,-3.6499388862,-0.9689919415,-2.8562072628,-2.8076343808,-2.4593371475,-0.8410194015,-1.7524754729,-1.5135451362,-3.2220076862,-0.8213592524,-2.337801788,-3.1038601221,-2.9857654818,-1.3509921645,-2.4403468847,-2.3214447962,-3.2310909548,-1.8897925542,-2.3581029343,-2.3439090786,-2.4722003949,-2.6273275592,-2.8969896939,-1.7463808334,-2.7875159743,-2.1974851119,-2.8691410138
0.4515833289,-2.9083757986,-0.4726877702,-2.8611176315,-1.5044825244,-3.3778793767,-1.2230866015,-3.7698330326,-0.1368321835,-2.3207113418,-1.226303532,-2.5755635745,-0.9436362435,-3.2850793037,-0.6604924432,-2.3109844365,-1.5799654642,-2.312399293,-1.3784551801,0.5499303028,-1.3041224968,-2.9841536758,-2.0259062474,-3.2825322926,-2.1870997818,-2.8875526937,-2.5322012828,-3.1283678084,-3.0210163701,-2.900290905,-1.7314856478,-2.7112922332,-2.1321716636,-2.4604939987,-2.6441376727,-2.6008502831,-1.0124403054,0.5302127532,-2.7004537417,-2.214099367
0.5139479158,-3.5484557017,-0.1028238757,-3.6634162005,-1.5510384043,-3.9387820804,-0.1402566484,-3.1195585908,-0.6718542461,-3.4046719801,-1.5415267575,-2.968181063,-2.2387227968,-3.1150624393,-0.6708557434,-2.8814526436,-2.0981193795,-2.6723421537,-0.784065432,0.5363380415,-2.2550406047,-3.6172231522,-1.0895970152,-2.5289186268,-2.9749573464,-2.5071661045,-1.7210484823,-3.4130737318,-2.8659077846,-2.9492588711,-1.6200384849,-2.3446103249,-2.708384817,-2.0116103236,-3.0126126207,-1.5093047713,-2.5653779916,-2.3715959166,-3.1404130825,-2.0502441768
0.1711679926,-3.1368229262,-0.1414577491,-2.609922229,-2.1232987589,-3.4002949571,-1.6729335825,-3.2822638311,-0.7939278897,-3.49737805,-0.6065968571,-3.0450062957,-1.4164931241,-2.9399541958,-1.4409633605,-3.7125269065,-0.9322429181,-2.2724696078,-0.9906232872,-2.7068648645,-2.6923771912,-2.6936924236,-2.4215866225,-2.995971897,-2.0511330944,-2.4902009629,-1.9781119029,-2.9232026413,-2.7437497473,-3.3996016833,-2.4616734003,-2.3151777262,-1.544770058,-2.540128626,-3.367894264,-2.4122545997,-2.7890939118,-1.8660531772,-2.8744566746,-2.3562106491
0.2456281342,-3.4061153994,-0.3170440234,-3.3549276569,-1.1859683386,-3.8066057296,-1.0843293629,-4.2854412427,-0.2592297691,-2.7573552077,-2.0267421507,-2.9610179773,-2.5678220257,-3.1478095399,-1.2047872217,-3.3537923843,-1.2996827818,-2.9296889347,-0.7729256786,-2.4698565631,-2.6211242411,-3.6379712045,-1.6854254892,-3.3250597435,-3.1061139085,-3.1720768509,-2.168581023,-3.8251649764,-2.2006142196,-3.3915776052,-1.6474273884,-2.4300478769,-2.7541624253,-2.7496081794,-3.3662227188,-2.6417605141,-2.2114552769,-2.5046294267,-3.0298191424,-2.1937404686
-0.3830734482,-2.9186734992,-0.7381274172,-2.4285593683,-1.3659522901,-3.4093469225,-2.1749479157,-3.473716619,-1.2426174442,-2.807274904,-1.3566962248,-2.0158757127,-1.671973343,-2.715240857,-2.8000182364,-3.1933707477,-1.2144311599,0.4866268674,-1.5362500071,0.4917550402,-3.0995282373,-2.4891389609,-2.1083696195,-2.9640763335,-2.6055394571,-2.3602615236,-2.6733820013,-2.7805483193,-3.2037097823,-3.0199127194,-1.8288700486,0.6039498756,-2.8885472327,-1.8968613158,-3.4007811814,-2.133998954,-2.2131318837,-2.5294783113,-3.4843939527,-1.6006065126
0.655249599,-2.7934093013,0.0156151671,-2.773854309,-1.2852203752,-3.4305867602,-0.3024538088,-2.2501265777,-0.5646908395,-2.7557053948,-2.3318545739,-3.1218683006,-2.2855490171,-3.5821772064,-1.0108316841,-2.7179853681,-2.6881388995,-2.6595719001,-1.7984193775,-2.2624554237,-1.6467280033,-3.012602056,-1.0746653452,-1.9630617339,-2.8716510395,-2.2150626787,-2.0711285178,-2.7669007043,-3.1278395552,-2.5597548533,-1.4425398647,-2.5150624083,-2.502485601,-2.2681796994,-2.971933808,-3.023415083,-2.3063898606,-2.527067465,-2.7998606171,-1.8116147845
