"l.x","l.y","f1.x","f1.y","f2.x","f2.y","f3.x","f3.y","3rdO.x","3rdO.y","l_g.x","l_g.y","f1_g.x","f1_g.y","f2_g.x","f2_g.y","f3_g.x","f3_g.y","crash","who","with","when","trapped","modi_start.1","rand_seed.1","recog_time.1","p_coef","origin_l.x","origin_l.y","theta"
0,0,-0.237592237,0.144622325,0.017526836,2.516208894,-0.51675481,0.0575288809999996,0.249209205,0.237162591,0.073414968,0.0209527919999997,-0.217583415,0.0938907189999998,-0.135250321,-0.194590237,-0.426248704,-0.12165231,TRUE,"f1","1stO",70,"f2","125","1","410","0.2","-1.325209205",-2.087162591,0
0,0,0.240965501423507,0.236634719026421,-0.340891736499698,2.08985374917754,-0.322825116284895,-0.0945784376823042,0.302326005322844,-0.120555091423433,0.596362092875842,0.170203042092343,0.305363710392768,0.243140968336095,0.387696804357405,-0.0453399868025448,0.0966984207186538,0.0275979402563216,FALSE,"null","null",398,"f2","97","2","398","0.2","-1.185382424",-1.679725121,0.171115022954242
0,0,0.414650591166167,-1.15442901341938,-1.73828829983661,-1.2675842290705,-0.0290743360121808,-0.526103904036518,0.180268384719235,0.301232176289806,0.0120212077106154,0.0034308789012796,-0.278977176702083,0.0763688002122621,-0.19664407747524,-0.212112153735955,-0.487642461620877,-0.139174233388652,FALSE,"null","null",345,"f2","111","5","345","0.2","-0.408148405",-1.595831425,1.84113928246368
0,0,-0.0573911475422522,-0.220105650288009,-0.593327577670409,2.26834210652935,-0.271695269197735,-0.0314910069563616,0.25853513627809,0.120294453944427,0.425127158292775,0.12133221826453,0.134128774452055,0.194270144931386,0.21646186947207,-0.0942108101887005,-0.0745365141579004,-0.0212728844993843,FALSE,"null","null",391,"f2","80","8","391","0.2","-1.08808048",-1.91310641,0.212341947438914
0,0,-0.583001544223811,-0.191395074233765,-0.956755894993521,1.97898921635262,-0.290298200848104,-0.110652459110099,0.288724956842946,0.0145429920705745,0.251045043934642,0.071648803118641,-0.0399533392021203,0.144586729951457,0.0423797541629818,-0.143894225488761,-0.248618628053449,-0.0709562982648067,FALSE,"null","null",395,"f2","95","9","395","0.2","-1.137411068",-1.750452868,0.401868557423033
0,0,0.109841613220607,-0.204065102943501,-0.760065670083502,1.9925672051577,-0.346606081094261,-0.12274004404117,0.281947509551049,-0.0185689026207789,0.518572273644377,0.148001658008453,0.227573890972869,0.220939585077949,0.309906984515466,-0.0675413712973526,0.0189086018439572,0.00539655577214399,FALSE,"null","null",397,"f2","93","10","397","0.2","-1.152204557",-1.735241083,0.352464193339915
0,0,-0.63343049590429,-0.218652561646149,-1.04331634550606,1.81191814563579,-0.355936677703706,-0.221586615506244,0.269837669888027,-0.215127288085112,0.268954328731954,0.0767601520635433,-0.0220440533307557,0.14969807939311,0.0602890393116208,-0.13878287584655,-0.230709342751089,-0.0658449485169835,TRUE,"f1","1stO",60,"f2","110","13","359","0.2","-0.571612269",-1.575856215,0.244952003740639
0,0,-0.556004609795166,-0.0104615268190395,-1.22965530433369,1.91573892951559,-0.291182378625845,-0.179692753740628,0.325871742313229,-0.0987984511132205,0.168463807852168,0.0480799382144307,-0.122534575107957,0.121017864618506,-0.0402014806735486,-0.167463090626466,-0.331199863633674,-0.0945251642223909,FALSE,"null","null",332,"f2","112","14","332","0.2","-0.285375308",-1.691486751,0.18983068338852
0,0,-0.00807057343236146,-0.228750848558672,-0.852435874573168,2.27499968465059,-0.297776789654395,-0.0469573193548835,0.236451558383452,0.227860563611646,0.354269401895195,0.101109260033653,0.0632710183139088,0.174047186909464,0.145604112054885,-0.114433768890975,-0.14539427057438,-0.0414958417091343,TRUE,"f2","1stO",59,"f2","83","17","391","0.2","-1.104839068",-1.994567285,0.311019078364222
0,0,0.0167527490385497,-0.218952719443938,-0.945446840039125,2.06507860293768,-0.267714108693152,-0.0673057462656986,0.259197683815696,0.0915682509424767,0.437138752022467,0.124760353314683,0.146140369462878,0.197698280324704,0.22847346321336,-0.090782674896413,-0.0625249193462291,-0.0178447478863926,TRUE,"f1","1stO",58,"f2","76","19","392","0.2","-1.098492908",-1.835106131,0.393796500440974
0,0,0.0786998309612785,0.168007894720532,0.0217088130673644,-0.381391415599163,0.0580879950922884,-0.196932175493377,0.211141412822181,0.220451148003157,0.772743943843059,0.220542807082651,0.48174556149954,0.293480734537957,0.564078655165804,0.00499977866028081,0.273080271928405,0.0779377056672818,FALSE,"null","null",333,"null","80","20","333","0.2","-0.285564607",-1.95240118,0.464868507094262
0,0,0.0769301789128241,-0.232622409254796,-0.994389952954397,2.06521712232459,-0.405407763996417,-0.111289374480836,0.284233080038528,-0.0371423820780827,0.397491788098164,0.113445023332691,0.106493405334259,0.18638295060469,0.188826498871675,-0.102098004400716,-0.102171883775091,-0.0291600781218324,FALSE,"null","null",342,"f2","92","21","342","0.2","-0.401925509",-1.779818722,0.117407918191814
0,0,-0.236923531042581,0.104074832994654,-0.693657742001478,2.25370805853885,-0.582942139521862,-0.137819300559612,0.264439093213744,0.117880665734421,0.168055800949295,0.0479634921544055,-0.12294258166143,0.120901419163712,-0.0406094882942252,-0.167579535952363,-0.331607870904951,-0.0946416089430563,FALSE,"null","null",366,"f2","103","22","366","0.2","-0.736198699",-1.936822601,0.114768027942063
0,0,-0.263345200930055,0.105514450401504,-0.365930046474753,2.26457025502547,-0.395771415375208,-0.145041299366122,0.271963091670046,0.0598146367894415,0.180079774350983,0.0513951603899498,-0.110918609022545,0.124333086907756,-0.0285855147327777,-0.164147868099839,-0.319583897124782,-0.0912099413906923,TRUE,"L","1stO",56,"f2","108","23","412","0.2","-1.382383186",-1.856672013,0.192527403866717
0,0,-0.272793352338043,-0.00196967408865808,0.471184204141524,1.99286752122718,-0.547693943293213,-0.113745804611439,0.244599626054646,-0.259344477022296,0.0735662983387924,0.0209959820087729,-0.217432084953621,0.0939339083166316,-0.135098990228174,-0.194547046555235,-0.426097372779942,-0.121609121452136,FALSE,"null","null",403,"f2","97","24","403","0.2","-1.27610536",-1.654496217,-0.234192221238051
0,0,-1.38060992078528,-0.166591347751313,-0.366389802818283,-0.295146121178955,-0.606675388183064,-0.150969716073197,0.322252307383232,-0.161803452007344,0.19335987878874,0.0551853311630622,-0.0976385033607287,0.128123258414544,-0.0153054103682325,-0.160357697268284,-0.306303792609545,-0.0874197690210289,TRUE,"f3","1stO",60,"null","109","25","316","0.2","-0.066029643",-1.65928355,0.0919734001290334
0,0,-1.14082898897292,-0.385161289714927,0.320050543361979,-0.100162003078201,-0.213112358789761,-0.0928462864919821,0.227458261989723,0.201826947502415,0.459801230806536,0.131228274191077,0.168802848213782,0.204166200974418,0.251135942556367,-0.0843147545588522,-0.0398624405052717,-0.0113768268922522,FALSE,"null","null",330,"null","101","26","330","0.2","-0.251538259",-1.921613652,0.488028301940936
0,0,-0.856717350092411,-0.197997170680174,-0.908635242092214,-2.07284036953318,-0.168505579590584,-0.386460949911659,-0.286024918231046,0.187319027953204,0.00884115671497345,0.00252328541079306,-0.282157226948456,0.075461208465797,-0.199824129668494,-0.213019745926186,-0.490822513331923,-0.140081822871181,FALSE,"null","null",467,"f2","82","27","467","0.2","-2.167641227",-1.674861478,3.09957290211111
0,0,0.197802328705799,0.10212194141278,-0.326473681418981,0.526332212725959,0.0131195616659002,2.15820000044191,0.31928402077035,-0.0824579169784702,0.493066024172962,0.140722118775055,0.202067640818845,0.21366004554654,0.284400734680718,-0.0748209105382637,-0.00659764788256764,-0.00188298259435128,TRUE,"L","1stO",54,"f3","79","28","437","0.2","-1.751685732",-1.708138099,0.191975148837507
0,0,0.0963512702050486,-0.0896044521737741,-0.497709605673269,2.05054156348845,-0.116064842759077,-0.198298009580161,0.287195448400465,-0.12492282932772,0.642253810708246,0.183300638460771,0.35125542842268,0.256238565615452,0.43358852205844,-0.0322423896561955,0.142590138791253,0.0406955373076458,TRUE,"f1","1stO",62,"f2","88","31","390","0.2","-1.054076831",-1.672564693,0.192017940146377
0,0,0.20122253157747,0.140682944897084,-0.429008684879586,2.08086703409459,-0.216438982048175,-0.0720475961309169,0.31748918510751,-0.105400765063968,0.587320167873164,0.167622456974323,0.296321785554425,0.240560383610982,0.378654879697557,-0.0479205716727931,0.0876564963975728,0.0250173547711025,FALSE,"null","null",394,"f2","92","32","394","0.2","-1.143217231",-1.685375493,0.193978311849268
0,0,-0.343110665271864,-0.0570312200419667,-0.724774423094277,1.97722174812919,-0.397843960158441,-0.291462894588523,0.314523778881161,-0.115559657424806,0.249173627871063,0.0711146968921617,-0.0418247547434042,0.144052624130131,0.040508339430347,-0.144428331942476,-0.250490043184121,-0.0714904047045064,FALSE,"null","null",385,"f2","110","33","385","0.2","-1.003208709",-1.661759267,0.244430875430226
0,0,-0.245741871343444,0.094250396121733,-0.350654924033202,-0.252309067506812,-1.00124802439635,2.18798381186125,0.287806976870942,0.0509493880210048,0.273626230544242,0.078093523031127,-0.0173721520847752,0.151031450478356,0.0649609419352756,-0.13744950524713,-0.226037441557126,-0.0645115789199754,FALSE,"null","null",344,"f3","119","34","344","0.2","-0.443965791",-1.863589443,0.128699948242078
0,0,-0.565389068034393,-0.163567456667984,-1.35510956471501,1.69405566638632,-0.531384869992545,-0.405661983900217,0.314793344423974,-0.041203887637376,0.15215432379659,0.0434251758907059,-0.138844059197672,0.116363101572154,-0.0565109639735679,-0.172117853299093,-0.34750934696783,-0.0991799276176452,FALSE,"null","null",363,"f2","108","35","363","0.2","-0.683875555",-1.676498417,0.448025648044322
0,0,0.612628406981264,0.32988527871316,0.497331141776902,-0.232652001629384,0.179375176964461,0.156360238339925,0.284723396414666,-0.0480470012261166,1.09681919572573,0.313034590843222,0.805820813005891,0.385972517822616,0.888153906466522,0.0974915623710721,0.59715552399504,0.170429488381798,FALSE,"null","null",388,"null","125","36","388","0.2","-1.031869507",-1.73274468,0.250986211494471
0,0,-0.450811926295494,0.0883974306871343,-0.679307415161146,2.16145631128431,-0.543324598792321,-0.175838710445764,0.270145931428548,-0.0213654691733272,0.203168707756301,0.0579847923454316,-0.0878296752927372,0.130922719220037,-0.00549658192641038,-0.157558235473691,-0.296494963977621,-0.084620308533208,FALSE,"null","null",359,"f2","103","38","359","0.2","-0.630151586",-1.810884345,0.065925463202953
0,0,-0.296728126067868,-0.572818874123413,-2.42622515934366,-0.388172939935516,-0.0587623643399498,-0.620280920269662,0.00631265970753453,0.28539539405136,0.00462958553417471,0.00132129380950993,-0.286368786572655,0.0742592638055407,-0.204035735553811,-0.214221704310327,-0.49503410766064,-0.141283734314296,FALSE,"null","null",334,"f2","88","39","334","0.2","-0.293359216",-1.898242846,1.3788686965933
0,0,0.196961663668413,0.27738284680745,0.461509222006501,-0.262350716357934,0.184245961347689,0.0290727141611909,0.324074278291669,-0.0482710167233193,0.938640655934847,0.267890090567714,0.64764227237842,0.340828017658412,0.729975366724352,0.0523470618967316,0.438976984125811,0.12528498927458,FALSE,"null","null",368,"null","86","40","368","0.2","-0.784565047",-1.710703906,0.291250376917444
0,0,-0.778017018556033,-0.195538797192115,-1.41308358165535,1.77484520685356,-0.45186372798189,-0.139885224981373,0.306757583274573,-0.0811444676577731,0.0622746198229256,0.0177733123309242,-0.228723764562009,0.0907112363129057,-0.146390666700614,-0.197769718685724,-0.437389051085549,-0.124831794703742,FALSE,"null","null",337,"f2","88","41","337","0.2","-0.322919417",-1.681574982,0.300935629978759
0,0,-0.369647391453869,0.0228002683253822,-1.14230222983567,1.94589800383512,-0.592271027583192,-0.184435793624106,0.308529293910159,0.0252508005477835,0.13724043892108,0.0391687206170549,-0.153757943508733,0.112106647218976,-0.0714248503248864,-0.176374308104696,-0.362423233072437,-0.103436380554597,FALSE,"null","null",362,"f2","84","43","362","0.2","-0.704564039",-1.775910955,0.323342344015198
0,0,-0.68461611079802,-0.185640853915045,-0.170799619850905,-0.20723621030013,-1.74305577667816,1.55598465902527,0.345376414403315,-0.0714307957874595,0.0914483210639254,0.0260995502988112,-0.199550062335867,0.0990374756223186,-0.117216966974788,-0.189443478844946,-0.40821535037458,-0.116505553521438,TRUE,"f2","1stO",66,"f3","106","47","320","0.2","-0.109385416",-1.654264914,0.384399537556074
0,0,0.688174151441345,0.0156528647167784,1.79392549573356,-1.57418704169426,0.492744998771199,0.177679331010231,-0.310236367164294,-0.0472545087898005,0.0299965603629121,0.0085610837561018,-0.261001821816452,0.0814990122987084,-0.178668728875661,-0.206981943286166,-0.469667111969983,-0.13404401514711,FALSE,"null","null",319,"f2","99","48","319","0.2","-0.104922638",-1.768039842,-2.726198676522
0,0,-1.59061168402288,-0.206489600944945,-0.365913374286326,-0.328174612575241,-0.484519897824598,-0.084746150001033,0.296554275168154,0.0542649867125702,0.166532549843373,0.0475287529662585,-0.124465833041493,0.12046668075791,-0.0421327395680143,-0.16801427472714,-0.333131122216988,-0.0950763479072673,FALSE,"null","null",326,"null","119","49","326","0.2","-0.200985962",-1.832778572,0.238137155672447
0,0,0.0880979089387031,-0.255083538303148,-0.0610175342589797,-2.6314044167296,0.318460094923346,-0.349159688851685,-0.323253129710334,0.0040362382200219,0.00908203159664444,0.00259203162741848,-0.281916347451904,0.0755299715761295,-0.199583267219434,-0.212950987915692,-0.490581646267982,-0.140013047966981,TRUE,"f2","1stO",61,"f2","91","50","317","0.2","-0.068749497",-1.982784077,2.70583895697693
0,0,-0.401682506796627,-0.0689229831211455,-0.648993525022048,-0.637335735539146,-0.567831908368387,-0.322852847907746,0.125699695306253,-0.279035294499326,0.302508648399697,0.0863366280854319,0.011510266154532,0.159274554873472,0.0938433602576024,-0.129206400679119,-0.197155023387992,-0.0562684736941075,FALSE,"null","null",323,"null","103","52","323","0.2","0.209507204",-1.551497259,0.645663990599283
0,0,-0.671429399063158,-0.0960059477411413,-0.204783763647065,-0.21195573892979,-0.92640004122776,-0.287384940212278,0.298897132157604,-0.187845976677548,0.281825976025927,0.0804337482768933,-0.00917240617923316,0.153371675320239,0.0731606866100198,-0.135109280744219,-0.217837695828386,-0.0621713527284545,FALSE,"null","null",307,"null","101","55","307","0.2","0.119161182",-1.59761893,0.23541339342525
0,0,-0.400036848494748,-0.276561347715923,-1.08004550902426,-2.27633060297302,-0.14709083334234,-0.328907958021597,-0.346547747621507,-0.0704716114620645,0.0404681830398081,0.0115497077088015,-0.250530200630183,0.0844876339067949,-0.168197105695194,-0.203993320961623,-0.459195488522099,-0.131055395301408,FALSE,"null","null",377,"f2","129","56","377","0.2","-0.868271535",-2.095779527,2.57379289126262
0,0,0.478110966130822,-0.385105072045635,0.0601414132501715,-2.51830002375881,0.612945410368042,-0.172777394857648,-0.329768463376919,-0.0529962752253513,0.0166433871989134,0.00475005900914225,-0.274354995523802,0.0776879865912318,-0.192021902088245,-0.210792969719932,-0.48302028481096,-0.137855042137842,FALSE,"null","null",344,"f2","87","57","344","0.2","-0.457450817",-1.985113445,2.88447116543603
0,0,-0.0831744105109145,-0.261622860225057,-1.20192922685875,-2.2193786659908,0.109998346188016,-0.483453147686972,-0.322306641599125,-0.0908551684083887,0.0397781362306748,0.0113527668443441,-0.251220246845605,0.0842906933221318,-0.168887153228712,-0.204190261887249,-0.459885536304992,-0.131252335409462,TRUE,"f1","1stO",56,"f2","86","60","397","0.2","-1.122524452",-2.094770929,2.59664253452651
0,0,-0.0118163599937468,0.280062951598052,-0.526275071657441,2.19541113571365,-0.449227661709868,-0.051306695865956,0.249822863591181,0.0712230394766199,0.229471806213245,0.0654917540173871,-0.0615265764971218,0.138429680722206,0.0208065173708469,-0.150051274496752,-0.27019186533952,-0.0771133477919329,TRUE,"f2","1stO",67,"f2","107","61","413","0.2","-1.377768995",-1.852062465,0.269786796424059
0,0,-0.0662954010521117,0.249412774914879,-0.033745270617591,-0.25886274147524,-0.877138860621951,2.21066821178471,0.252329747865087,0.167327792829891,0.390866623686041,0.111554186958656,0.0998682408413468,0.184492113939746,0.182201334835133,-0.103988841429194,-0.108797048009561,-0.0310509144481038,FALSE,"null","null",374,"f3","79","62","374","0.2","-0.855984802",-1.954983447,0.231452900804726
0,0,-0.134388875063917,-0.199752305304806,-0.173542052915354,-0.444508869279311,-1.67650455113544,-1.86446171753105,-0.335380730127699,-0.0426279358447865,0.0441718245935707,0.0126067350866319,-0.24682655823367,0.0855446629519494,-0.164493466231183,-0.202936293094766,-0.455491848596662,-0.129998364342445,TRUE,"L","1stO",53,"f3","76","63","452","0.2","-1.941799903",-2.042677422,2.66161129199523
0,0,-0.780252343230408,-0.286279086301908,-1.42395708609459,1.76537907903505,-0.503205167353713,-0.198581755358512,0.298186179319467,0.0313880777500401,0.0687153482882471,0.0196115102834503,-0.222283034163746,0.0925494398664199,-0.139949942611032,-0.195931516424009,-0.430948325063025,-0.12299358684104,FALSE,"null","null",355,"f2","93","64","355","0.2","-0.59081975",-1.756309451,0.422674638495616
0,0,0.357111816762627,-0.419395979174515,0.0161584595476204,-2.45672027426609,0.474189323958836,-0.208320134922577,-0.294940844427752,0.085609012480359,0.0200537018152127,0.00572337023921564,-0.270944680999189,0.0786612979330344,-0.188611588117843,-0.209819657768262,-0.479609970932244,-0.136881730074443,TRUE,"f1","1stO",60,"f2","89","65","327","0.2","-0.219622458",-1.880231075,2.76050136278614
0,0,-0.356706486389557,0.0145754990187953,-2.09818455245248,1.24950921617443,-0.547100673982124,-0.201676545026397,0.280082829428302,0.0436537408926471,0.00775573535204621,0.00221350378629149,-0.283242642815128,0.0751514506142898,-0.200909568709414,-0.21332951057083,-0.491907946876588,-0.140391563742832,FALSE,"null","null",314,"f2","102","68","314","0.2","0.006308658",-1.74105193,0.549114200089879
0,0,-0.567683704992283,0.109896416176748,-0.96112317894402,2.19662585182269,-0.595795238121422,-0.17121682260088,0.267829265487735,0.0960947929871658,0.0714051225939011,0.0203791777372223,-0.219593260403751,0.0933171046553091,-0.137260166128521,-0.195163851376837,-0.428258549126174,-0.122225924458751,FALSE,"null","null",353,"f2","86","72","353","0.2","-0.557848857",-1.901491183,0.162523879950531
0,0,0.54256751725339,0.411119848004999,2.37420051521272,-0.719984257383727,0.297896910339255,0.487401694536924,-0.0120416004738034,-0.335549661790265,0.0295639239114762,0.00843760836919492,-0.261434460489912,0.0813755296677742,-0.179101360258378,-0.207105423972255,-0.470099744659766,-0.134167502673675,TRUE,"f3","1stO",66,"f2","100","73","354","0.2","-0.588162111",-2.008197913,-2.09726772665573
0,0,0.102114650262937,-0.211138873682946,-0.734731405408171,2.07027712258034,-0.298391237821897,-0.0847942443898563,0.283590942007586,0.00577953905537545,0.511657163757416,0.14602807056347,0.220658781356295,0.218965997910436,0.302991874693318,-0.0695149581193353,0.0119934922921974,0.00342296922763147,TRUE,"f2","1stO",65,"f2","96","76","398","0.2","-1.177721092",-1.762206162,0.335059822997234
0,0,-1.74627337788539,-0.603334730913262,-0.216028288536711,-0.264606844275485,-0.485038006571268,-0.133567430235002,0.282484403410258,0.0610062187129125,0.125280541757392,0.0357553398795992,-0.165717840359634,0.108693267847186,-0.083384748184998,-0.179787687895758,-0.374383130302024,-0.106849759928172,TRUE,"f2","1stO",58,"null","93","77","303","0.2","0.137853324",-1.79727559,0.396163459056817
0,0,-0.302449897139826,0.0627227691369443,-1.9886083207886,1.52458526367749,-0.542869997033584,-0.17807431441675,0.301507726355503,-0.0488229366182042,0.0326927082182969,0.00933057023486894,-0.258305673426612,0.0822685007161956,-0.175972583654013,-0.206212455755317,-0.466970965298923,-0.13327452527399,FALSE,"null","null",298,"f2","82","79","298","0.2","0.226055564",-1.699786335,0.353622594114929
0,0,-0.241362801292491,0.092696719686703,-0.549825034089206,2.34905826138641,-0.588727137069352,-0.131216572741078,0.300137055243526,0.083430665066836,0.204939699540348,0.0584902372634874,-0.0860586827727581,0.131428164129702,-0.00372559005067542,-0.157052791078385,-0.294723972329585,-0.0841148632127559,FALSE,"null","null",349,"f2","128","80","349","0.2","-0.519108503",-1.943645423,-0.0342028901580997
