"l.x","l.y","f1.x","f1.y","f2.x","f2.y","f3.x","f3.y","3rdO.x","3rdO.y","l_g.x","l_g.y","f1_g.x","f1_g.y","f2_g.x","f2_g.y","f3_g.x","f3_g.y","crash","who","with","when","trapped","modi_start.1","rand_seed.1","recog_time.1","p_coef","origin_l.x","origin_l.y","theta"
0,0,0.040258514,0.267837242,-0.418565886,-0.252959149,-0.365742098,0.0379621050000001,0.408912099,-0.0410229660000001,0.491151788,0.0506566770000001,0.217325952,0.173210388,0.248104244,-0.125206597,-0.025721592,-0.00265288699999999,TRUE,"f1","1stO",70,"null","265","1","323","2.0","-0.266912099",-1.808977034,0
0,0,-0.199277289465071,0.177228315737973,-0.468688796817287,-0.240210277656027,-0.560744832563085,-0.0115767789687088,0.412924095028806,-0.150721548435863,0.463544433134491,0.0478092948008202,0.189718598075059,0.170363004530486,0.220496888910545,-0.128053979883571,-0.0533289462910186,-0.00550026916405752,TRUE,"f2","f3",241,"null","237","2","294","2.0","0.160690167",-1.642119297,0.142613905785741
0,0,-0.168502068580429,0.216894592802992,-0.450968127338111,-0.266986968634746,-0.460273264088921,0.0267451069519485,0.294369447346284,0.259517330428429,0.501353846145074,0.0517089023543949,0.227528011064778,0.174262612353733,0.25830630170448,-0.124154372767612,-0.0155195336776987,-0.00160066181492934,TRUE,"f2","f3",222,"null","218","3","277","2.0","0.427020437",-2.008544283,0.306667550224201
0,0,0.112068028690053,0.258235678695662,-0.400127706370116,0.105285552066389,-0.454336075415753,-0.059426793140976,0.370079875246905,-0.0796361270604215,0.587925638942062,0.060637790433752,0.314099803218086,0.183191500366021,0.344878094769763,-0.115225484691298,0.0710522590457869,0.00732822524097148,TRUE,"L","1stO",63,"null","263","4","322","2.0","-0.21872274",-1.903701908,-0.35429609447219
0,0,-0.251628720928651,0.143335398340825,-0.482414849109269,-0.103251300480943,-0.543932362795819,-0.147703479992729,0.404208590163023,-0.136494271116229,0.441566542055343,0.0455425272622736,0.167740705867103,0.168096237143049,0.198518997206145,-0.130320747446784,-0.0753068379979662,-0.00776703738855081,TRUE,"f2","f3",304,"null","251","5","308","2.0","-0.021571178",-1.643942131,0.178402678332888
0,0,-0.0554521385421697,0.262449328626927,-0.521748899453325,-0.15697680226216,-0.454931033345847,0.115141079549834,0.348630308630635,-0.08332237305813,0.54524466161472,0.0562357368622492,0.271418825964726,0.17878944779585,0.302197117559637,-0.119627537397608,0.0283712817380788,0.00292617255081973,TRUE,"f2","f3",245,"null","232","7","291","2.0","0.232243718",-1.827725516,-0.17241714545535
0,0,-0.139179591493753,0.223882438876212,-0.451288028219177,-0.188498318893967,-0.588946552667164,0.0204247152647749,0.37912872547356,-0.212845256654245,0.401790251071557,0.0414400587915213,0.127964415682651,0.163993769602472,0.158742706738837,-0.134423215820677,-0.115083128650069,-0.0118695050097261,FALSE,"null","null",278,"null","220","8","278","2.0","0.376796227",-1.668738665,-0.0815319612816653
0,0,-0.00932609050572541,0.266758803379335,-0.429447526918138,-0.209150643784602,-0.499423517265442,0.0757186324797637,0.38305735989818,-0.0840951406295618,0.565080951394843,0.0582816227753636,0.291255116664933,0.180835333102088,0.322033407039933,-0.117581651513427,0.0482075723100231,0.00497205881329752,FALSE,"null","null",292,"null","235","9","292","2.0","0.191270105",-1.773922135,-0.0208833481036169
0,0,-0.301645587037581,0.135271735358553,-0.332499710343552,-0.240318970487233,-0.596842207207439,-0.0609418367448681,0.349100126811933,0.203635672841293,0.45643549569263,0.047076089391405,0.182609660138688,0.169629799566245,0.213387951460055,-0.128787185401755,-0.0604378840938875,-0.00623347522691488,TRUE,"f2","2ndO",210,"null","233","10","290","2.0","0.210240356",-1.941058929,0.300801370605995
0,0,-0.0777931675789965,0.256197383429979,-0.264465607314435,-0.247290229517966,-0.412932706848657,0.0239348381050883,0.374635216911942,-0.274342488241598,0.591036566680368,0.0609586469702855,0.317210731778644,0.183512357022484,0.347989022610331,-0.114904627486144,0.0741631877086062,0.0076490825660548,TRUE,"f1","1stO",60,"null","250","13","306","2.0","0.014363253",-1.563774362,0.0321020646802699
0,0,0.184102728970767,0.260442683449021,-0.34817155389942,-0.226104566961178,-0.381492572790865,0.0615116144854047,0.402662003780845,-0.20730425734562,0.639005552674693,0.0659060980208597,0.365179716738818,0.188459808766259,0.395958008343813,-0.109957176582851,0.122132173407598,0.0125965341364601,TRUE,"f1","1stO",63,"null","226","16","283","2.0","0.294066934",-1.653270851,-0.0260907297291659
0,0,-0.162826992180091,0.209592515300558,-0.435213572526114,-0.229155577740069,-0.562154589211843,0.044183355231693,0.360716186259536,-0.0110822644008035,0.493355199508479,0.0508839336400252,0.219529364773914,0.173437644080362,0.250307655467555,-0.124979341242627,-0.0235181792670106,-0.00242563080229064,TRUE,"f2","1stO",59,"null","223","17","282","2.0","0.355128741",-1.846695754,-0.0215572408758441
0,0,0.167623778381215,0.275540896037017,-0.369465004813561,-0.230061976165033,-0.30183104978945,0.062047495809667,0.397225790640823,0.0968410312739715,0.67753590591697,0.0698800622954018,0.403710071033121,0.192433772909667,0.434488361680192,-0.105983212717291,0.160662526796343,0.0165704978969749,TRUE,"f1","1stO",58,"null","216","19","274","2.0","0.421556111",-1.894383321,0.130360525658629
0,0,-0.111242777977021,0.252259299828773,-0.487398146564851,-0.147200503765429,-0.408789880831417,0.122921158059126,0.396074224300396,0.165939096771362,0.521758198157402,0.053813377375227,0.247932362411977,0.176367087675225,0.278710654451085,-0.122049897585041,0.00488481870565962,0.000503812714956679,TRUE,"f3","2ndO",193,"null","220","20","278","2.0","0.374105769",-2.011526332,0.0111156036647953
0,0,0.00902921736017345,0.26893375102317,-0.353215281790887,-0.245970261059338,-0.326864260270928,0.0463072217763031,0.377745508398622,-0.198722144209333,0.615903822788484,0.0635234193916066,0.342077986780487,0.186077129238155,0.372856278693144,-0.112339855180137,0.0990304426851458,0.010213854666411,FALSE,"null","null",290,"null","232","21","290","2.0","0.215232177",-1.673813339,-0.0587830445560201
0,0,-0.240058037237966,0.15258050494389,-0.486988196802851,-0.267773064491986,-0.582290734368844,0.018578583052885,0.408057658979327,-0.139491901906304,0.38214093065381,0.0394134566249601,0.108315095305313,0.161967166169731,0.139093386875809,-0.136449818493445,-0.134732448468213,-0.0138961079486837,TRUE,"L","1stO",56,"null","248","23","306","2.0","-0.02867785",-1.712335703,-0.00447538238702266
0,0,-0.275878476364862,0.159864864623436,-0.474709328410793,-0.213225328091918,-0.598149685130111,0.0565583781171022,0.3844403663145,-0.148481651241576,0.449696872741956,0.0463810776769468,0.175871037722834,0.168934787631792,0.206649328717113,-0.129482196475371,-0.0671765063020089,-0.00692848652052532,FALSE,"null","null",296,"null","237","24","296","2.0","0.136301008",-1.699612901,0.00496119312074358
0,0,-0.17986360959537,0.212226202458702,-0.519343339598644,-0.256603823398974,-0.584686287042005,-0.00191019283498953,0.303468426776494,0.262687884364327,0.461792695041913,0.0476286230962427,0.187966859501999,0.170182333252956,0.218745151629938,-0.128234651809682,-0.055080683909976,-0.00568094165296849,TRUE,"f2","f3",246,"null","241","26","298","2.0","0.118729457",-1.997536817,0.337083173071135
0,0,-0.161013649397419,0.224348526883831,-0.457522871604478,-0.260340913309905,-0.483754651850332,0.027158931134056,0.371016088514707,0.153263593614951,0.498277343508671,0.0513915963725186,0.224451507910305,0.173945306850611,0.255229799480586,-0.124471677878879,-0.0185960359494732,-0.00191796838652074,FALSE,"null","null",280,"null","222","27","280","2.0","0.352481255",-1.938632609,0.169111960003218
0,0,-0.146911632116459,0.224453249729702,-0.442261169788839,-0.251668708273056,-0.521427438312208,0.0311968281992512,0.4088387969286,-0.239267282563724,0.485150516891765,0.0500377146760363,0.211324681933046,0.172591425332715,0.242102973954554,-0.12582555930394,-0.0317228619827,-0.0032718496682761,TRUE,"L","1stO",54,"null","219","28","276","2.0","0.396335417",-1.602103048,0.0212413761573674
0,0,-0.164103798244528,0.212851787065665,-0.409788275607757,-0.260334616409673,-0.519542525947477,0.0196219269572749,0.394888278642313,-0.226736533842028,0.508001332372922,0.0523945143605686,0.234175497524978,0.174948223970923,0.264953788415898,-0.123468760354376,-0.00887204650020219,-0.000915049746346999,TRUE,"f1","1stO",62,"null","228","31","285","2.0","0.295483214",-1.596877004,0.0682080650121652
0,0,-0.277934059618055,0.119651363138921,-0.541193256285053,-0.251478919995526,-0.634887140111488,-0.0113573116084706,0.385459722845434,-0.166252086600214,0.418690092630105,0.0431830837302437,0.144864257375938,0.165736794376285,0.175642547980882,-0.132680190560775,-0.0981832871570832,-0.010126480907959,TRUE,"f2","f3",237,"null","232","32","290","2.0","0.240470168",-1.640083313,0.116464198285743
0,0,-0.391151290772383,0.134841934544827,-0.356955315275172,-0.242817632582207,-0.606996859593507,-0.0579876831046529,0.383812298583485,-0.182755589508938,0.388274655814062,0.040046080066106,0.114448820584151,0.1625997900861,0.145227111597782,-0.13581719412338,-0.12859872363213,-0.013263484103386,TRUE,"f1","f2",261,"null","250","33","308","2.0","-0.019275159",-1.642958356,0.0643043001542718
0,0,0.00585905645586238,0.268769875265107,-0.455239341604751,-0.231693150968654,-0.383731280179829,0.0554740907984323,0.385656431542063,-0.0544687182880923,0.567170586729243,0.0584971447072157,0.293344751264718,0.181050854608684,0.324123042617326,-0.117366130173666,0.0502972072012508,0.00518758072662806,FALSE,"null","null",317,"null","259","34","317","2.0","-0.161842503",-1.814280015,-0.0484682317658937
0,0,-0.142791264825815,0.229645980649696,-0.413713484467105,-0.249915191006198,-0.450204177091329,0.00826336786057594,0.387573697578882,0.0196545570948109,0.557300797660762,0.0574791890993654,0.283474962280576,0.180032898854262,0.314253254422723,-0.118384086194866,0.0404274188130075,0.00416962453333305,TRUE,"L","f1",252,"null","248","35","306","2.0","-0.001737515",-1.78017062,0.231593193231492
0,0,-0.0288516759755165,0.265823578593616,-0.461678955957698,-0.184168932869062,-0.471302408747287,0.0436443951047114,0.351771746276964,-0.115277446332415,0.551401090952561,0.0568707019790622,0.277575255066845,0.179424412593096,0.308353547464481,-0.118992572366246,0.0345277114943573,0.00356113725135733,TRUE,"L","2ndO",228,"null","265","36","324","2.0","-0.232246685",-1.764826195,-0.084508271351852
0,0,0.0413073722797573,0.271323819830891,-0.470419782054355,-0.221542022235241,-0.440252461272153,0.0662003612357051,0.329825891930524,-0.262313967093512,0.550056753795806,0.0567320490110946,0.276230918991763,0.179285759427417,0.307009209425521,-0.119131225834589,0.033183374621478,0.0034224845817332,TRUE,"L","2ndO",207,"null","243","38","302","2.0","0.074096559",-1.634084193,-0.133950553337652
