id,x[m],y[m],z[m],t[s]
1,1.1473571259,2.7374080299,0.5,82
1,1.1073913651,2.7390627094,0.5,83
1,1.0674464114,2.7369649314,0.5,84
1,1.0278127309,2.7315638789,0.5,85
1,0.988560814,2.7238640725,0.5,86
1,0.9486733339,2.726862228,0.5,87
1,0.9096480609,2.7180856644,0.5,88
1,0.871808805,2.7051168283,0.5,89
1,0.8356392203,2.6880358114,0.5,90
1,0.7989851091,2.672020939,0.5,91
1,0.7684202801,2.6462180084,0.5,92
1,0.7340681653,2.6257257609,0.5,93
1,0.7008917236,2.6033802084,0.5,94
1,0.6701375922,2.5778031992,0.5,95
1,0.6395731395,2.5519998228,0.5,96
1,0.6163621099,2.5194230196,0.5,97
1,0.5896141717,2.4896816713,0.5,98
1,0.5666329754,2.4569423277,0.5,99
1,0.5451717413,2.4231870995,0.5,100
1,0.5259127249,2.3881287155,0.5,101
1,0.5077788456,2.3524753507,0.5,102
1,0.4931588543,2.3152428938,0.5,103
1,0.4789502696,2.2778515028,0.5,104
1,0.4690606684,2.2390933321,0.5,105
1,0.461122996,2.1998888253,0.5,106
1,0.4517793035,2.1609954401,0.5,107
1,0.4456802648,2.121463153,0.5,108
1,0.4428288344,2.0815649156,0.5,109
1,0.4394671235,2.0417064297,0.5,110
1,0.4397193732,2.0017072251,0.5,111
1,0.4394313367,1.9617082622,0.5,112
1,0.439147115,1.9217092719,0.5,113
1,0.4383542478,1.8817171307,0.5,114
1,0.437571477,1.8417247906,0.5,115
1,0.4362959087,1.8017451342,0.5,116
1,0.4350361702,1.7617649758,0.5,117
1,0.4333021053,1.7218025808,0.5,118
1,0.4316094996,1.6818384082,0.5,119
1,0.4294651406,1.6418959281,0.5,120
1,0.430397637,1.6019067989,0.5,121
1,0.4278426423,1.5619884823,0.5,122
1,0.4282969,1.5219910617,0.5,123
1,0.4282940765,1.4819910618,0.5,124
1,0.4282913154,1.4419910619,0.5,125
1,0.4278514525,1.4019934805,0.5,126
1,0.4274163444,1.3619958471,0.5,127
1,0.4265582544,1.3220050521,0.5,128
1,0.4257092406,1.2820140634,0.5,129
1,0.4244507029,1.2420338673,0.5,130
1,0.4232179566,1.2020528676,0.5,131
1,0.4215757538,1.1620865922,0.5,132
1,0.4198634224,1.12212326,0.5,133
1,0.4231454618,1.0822581346,0.5,134
1,0.4263444335,1.0423862576,0.5,135
1,0.4329705644,1.0029388953,0.5,136
1,0.4409458733,0.9637420275,0.5,137
1,0.4537136248,0.9258344488,0.5,138
1,0.4709721397,0.889749221,0.5,139
1,0.4855151773,0.8524866385,0.5,140
1,0.5000647037,0.8152265891,0.5,141
1,0.5081169493,0.7760454541,0.5,142
1,0.5189358754,0.7375363533,0.5,143
1,0.5272148887,0.6984025069,0.5,144
1,0.5315056674,0.6586333075,0.5,145
1,0.531134664,0.6186350281,0.5,146
1,0.5325164957,0.5786589035,0.5,147
1,0.5347577932,0.5387217455,0.5,148
1,0.5369160399,0.4987800133,0.5,149
1,0.5384223077,0.4588083839,0.5,150
1,0.540025589,0.4188405282,0.5,151
1,0.5328642336,0.3794868119,0.5,152
1,0.5364649618,0.3396492071,0.5,153
1,0.5442394344,0.3004120108,0.5,154
1,0.5494113633,0.2607477806,0.5,155
1,0.5627062045,0.223021832,0.5,156
1,0.5704444703,0.183777479,0.5,157
1,0.5821364597,0.1455244088,0.5,158
1,0.5993461214,0.1094158566,0.5,159
1,0.6226026058,0.0768714879,0.5,160
1,0.6426285643,0.0422454719,0.5,161
2,1.613828587,2.7601775991,0.5,82
2,1.5747389626,2.7516922432,0.5,83
2,1.5360816552,2.7414154449,0.5,84
2,1.4974209216,2.7311515433,0.5,85
2,1.4584731749,2.7220371029,0.5,86
2,1.418690679,2.7178714074,0.5,87
2,1.3789252031,2.7135462566,0.5,88
2,1.3395236817,2.7066527735,0.5,89
2,1.2996879493,2.7030313886,0.5,90
2,1.2600200347,2.6978877953,0.5,91
2,1.2201314327,2.6949046049,0.5,92
2,1.1808283087,2.687470599,0.5,93
2,1.1420816183,2.6775361144,0.5,94
2,1.1511191415,2.716501781,0.5,95
2,1.1113341205,2.7123602714,0.5,96
2,1.0716670025,2.7072105383,0.5,97
2,1.0318961876,2.7029347602,0.5,98
2,0.9923696548,2.6967985391,0.5,99
2,0.9528500256,2.6906180129,0.5,100
2,0.9138880839,2.6815644443,0.5,101
2,0.8753291431,2.6709245157,0.5,102
