-0.598118483,0.1064708824,with,seed:,0,with,dcc:,2.4530925388
-0.4108670235,1.2879645265,with,seed:,0,with,dcc:,3.4295137194
-0.5053510936,0.7424670285,with,seed:,0,with,dcc:,3.7565035566
-0.955517015,1.1933939835,with,seed:,3,with,dcc:,3.5726856784
0.0394388855,1.032371597,with,seed:,0,with,dcc:,3.6109361475
-0.6541510903,2.000406065,with,seed:,0,with,dcc:,3.7382737999
-0.0210280864,0.5596448696,with,seed:,0,with,dcc:,3.718933968
-0.1361356004,1.64364647,with,seed:,3,with,dcc:,3.5233372444
-1.008993403,1.5896102955,with,seed:,3,with,dcc:,3.5233372444
-1.064617221,0.9777748607,with,seed:,5,with,dcc:,3.4628125028
-0.9390868427,0.5961602307,with,seed:,5,with,dcc:,3.4628125028
0.0722785311,1.051566936,with,seed:,5,with,dcc:,3.4628125028
-1.1612585882,1.2172113883,with,seed:,5,with,dcc:,3.4628125028
-1.2501420076,0.6494228454,with,seed:,5,with,dcc:,3.4628125028
-1.0887387821,1.5717991689,with,seed:,0,with,dcc:,3.8796656344
0.3066859447,1.0728232613,with,seed:,3,with,dcc:,3.5207432463
0.0639631101,1.2001652784,with,seed:,3,with,dcc:,3.5207432463
-0.8838669769,0.7320533761,with,seed:,0,with,dcc:,3.9874851401
-0.7344251765,0.3759997037,with,seed:,0,with,dcc:,3.889714147
-0.4996788532,1.9812348748,with,seed:,0,with,dcc:,3.0821072743
-0.5751467249,1.7718547294,with,seed:,0,with,dcc:,3.0821072743
-0.1957442311,0.767042233,with,seed:,0,with,dcc:,3.0821072743
-1.5062476932,1.2108112512,with,seed:,0,with,dcc:,3.0821072743
-0.1549497804,0.6167939431,with,seed:,0,with,dcc:,3.0821072743
0.3411041605,0.8795694021,with,seed:,0,with,dcc:,3.0821072743
-0.222737506,1.5969204604,with,seed:,0,with,dcc:,3.0821072743
0.2761712274,0.841825795,with,seed:,0,with,dcc:,3.0821072743
-0.9109903981,0.7806200933,with,seed:,0,with,dcc:,3.0821072743
-0.9768993604,1.7729480288,with,seed:,0,with,dcc:,3.0821072743
-1.1895370877,0.9776235875,with,seed:,0,with,dcc:,3.8037553171
-0.3945962681,0.5454685842,with,seed:,3,with,dcc:,3.4330559522
0.2557719356,0.8905783581,with,seed:,3,with,dcc:,3.4330559522
-0.1169543252,0.8616006508,with,seed:,3,with,dcc:,3.4330559522
-0.0708908672,0.907118073,with,seed:,3,with,dcc:,3.4330559522
-0.2653708441,0.4718483872,with,seed:,0,with,dcc:,3.2543832409
-1.1995893487,0.3389336655,with,seed:,0,with,dcc:,3.3237390444
0.5702640389,0.7222206563,with,seed:,0,with,dcc:,3.3237390444
0.5237400773,0.5703372186,with,seed:,0,with,dcc:,3.3237390444
-0.1516233762,1.2741393694,with,seed:,0,with,dcc:,3.3237390444
-1.1003099062,0.5454367544,with,seed:,0,with,dcc:,3.3237390444
-0.7170584998,0.1604126159,with,seed:,0,with,dcc:,3.3237390444
0.3419448626,0.7020869118,with,seed:,0,with,dcc:,3.3237390444
-1.0499737194,0.0713019388,with,seed:,0,with,dcc:,3.3237390444
0.108592809,1.3586783904,with,seed:,0,with,dcc:,3.6552731579
0.3506109364,-0.2060210343,with,seed:,3,with,dcc:,3.6542428149
-1.0334054315,0.7639117274,with,seed:,3,with,dcc:,3.6542428149
0.2286790891,1.0442786488,with,seed:,3,with,dcc:,3.6542428149
-0.8624275968,0.307997428,with,seed:,3,with,dcc:,3.6542428149
-0.0039188963,1.0842120873,with,seed:,3,with,dcc:,3.6542428149
0.516479308,1.0032600312,with,seed:,3,with,dcc:,3.6542428149
1.0238241401,0.9884301672,with,seed:,0,with,dcc:,3.8137241581
0.3826572686,1.4993766401,with,seed:,0,with,dcc:,3.8137241581
1.0639643815,1.1123711442,with,seed:,0,with,dcc:,3.6867331986
0.3945347027,1.5463598297,with,seed:,0,with,dcc:,3.6867331986
1.4358298289,1.2652792963,with,seed:,0,with,dcc:,3.6867331986
0.1436940218,1.4000279974,with,seed:,0,with,dcc:,3.6867331986
1.1370636228,0.3774955658,with,seed:,0,with,dcc:,3.6867331986
-0.1080607532,0.4446830359,with,seed:,0,with,dcc:,3.6867331986
0.8616360858,1.4275941069,with,seed:,0,with,dcc:,3.6867331986
0.866374257,1.5956321987,with,seed:,0,with,dcc:,3.6242757919
1.3464745936,0.455418399,with,seed:,0,with,dcc:,3.6242757919
-0.2563676854,1.3039144536,with,seed:,0,with,dcc:,3.6242757919
0.1933696316,1.6163856948,with,seed:,0,with,dcc:,3.6242757919
1.2809597833,0.8710614158,with,seed:,0,with,dcc:,3.6242757919
0.0228348882,1.3483619025,with,seed:,0,with,dcc:,3.6242757919
1.4904155067,0.8810426814,with,seed:,12,with,dcc:,3.3133088452
1.0184303933,1.2854464697,with,seed:,0,with,dcc:,3.8351773038
1.337072153,0.6081587719,with,seed:,12,with,dcc:,3.6861053505
1.0481347497,0.9980631236,with,seed:,0,with,dcc:,3.5422560186
1.0907531578,0.9370511129,with,seed:,0,with,dcc:,3.5422560186
1.7680344245,0.9409315213,with,seed:,0,with,dcc:,3.5422560186
0.9010220842,0.0456523039,with,seed:,0,with,dcc:,3.5422560186
2.0542292409,1.0896562747,with,seed:,0,with,dcc:,3.5422560186
1.8525566882,1.153855978,with,seed:,0,with,dcc:,3.5422560186
0.8226527243,0.0808965404,with,seed:,0,with,dcc:,3.5422560186
0.3637628429,-0.1218519196,with,seed:,3,with,dcc:,3.9501199511
1.0759988456,0.8111905464,with,seed:,13,with,dcc:,3.4624045788
1.6175607942,0.4286931886,with,seed:,13,with,dcc:,3.4624045788
0.8810291152,-0.5289072113,with,seed:,0,with,dcc:,3.3882012767
1.4116095012,0.2256987274,with,seed:,0,with,dcc:,3.3882012767
1.3686455604,-0.6900527055,with,seed:,3,with,dcc:,3.3587466947
0.6522111453,0.6197268978,with,seed:,3,with,dcc:,3.3587466947
1.3405370996,0.1769554384,with,seed:,3,with,dcc:,3.3587466947
1.1780332792,0.8316092923,with,seed:,3,with,dcc:,3.3587466947
1.4110788462,-0.3908645081,with,seed:,3,with,dcc:,3.3587466947
-0.1043530255,0.1955752514,with,seed:,3,with,dcc:,3.3587466947
1.4200763737,-0.1554319646,with,seed:,3,with,dcc:,3.3587466947
0.1905636322,0.3140267159,with,seed:,3,with,dcc:,3.3587466947
0.5910613768,0.7908833829,with,seed:,3,with,dcc:,3.3587466947
1.476660145,0.2978801361,with,seed:,3,with,dcc:,3.3587466947
1.3860011058,0.7733867987,with,seed:,3,with,dcc:,3.3587466947
0.248998934,0.5532219717,with,seed:,12,with,dcc:,3.6213499579
0.932488631,-0.5336806509,with,seed:,13,with,dcc:,3.327748208
0.2360921942,0.1829387998,with,seed:,13,with,dcc:,3.327748208
1.0289064881,-0.7161977595,with,seed:,0,with,dcc:,3.5422301752
0.2174421779,-0.3222281888,with,seed:,3,with,dcc:,3.2407702037
1.0468630869,0.9369726441,with,seed:,3,with,dcc:,3.2407702037
0.3560377638,0.6727944615,with,seed:,3,with,dcc:,3.2407702037
0.0208577419,0.5573357935,with,seed:,3,with,dcc:,3.2407702037
1.3814920244,-0.5827043764,with,seed:,3,with,dcc:,3.2407702037
1.3181426363,0.6159490172,with,seed:,3,with,dcc:,3.2407702037
0.0509834704,0.696803047,with,seed:,3,with,dcc:,3.2407702037
1.3994025436,-0.2095878677,with,seed:,3,with,dcc:,3.2407702037
0.1343848651,-0.033045081,with,seed:,3,with,dcc:,3.2407702037
1.3062835821,-0.234790071,with,seed:,3,with,dcc:,3.2407702037
0.5795609895,-0.627334256,with,seed:,3,with,dcc:,3.2407702037
0.2609478444,-0.582865625,with,seed:,15,with,dcc:,3.8883855886
-0.3038752046,-0.6714624378,with,seed:,15,with,dcc:,3.9693706955
-0.1198191373,-1.0757950901,with,seed:,15,with,dcc:,3.9693706955
-0.0642655216,0.0616515743,with,seed:,16,with,dcc:,3.6317491654
0.5791294008,-1.1444353828,with,seed:,14,with,dcc:,3.1368303456
-0.2791403153,-0.9258609875,with,seed:,3,with,dcc:,3.7138989443
-0.3687588172,-0.0847989081,with,seed:,16,with,dcc:,3.3554197837
1.0516460821,-0.4329463522,with,seed:,0,with,dcc:,3.4374063083
-0.2694488796,-0.2882709846,with,seed:,0,with,dcc:,3.4374063083
-0.3159530845,-0.8938786869,with,seed:,3,with,dcc:,3.3198228793
1.2175348007,-0.5585453756,with,seed:,3,with,dcc:,3.3198228793
0.377453098,-0.0710631654,with,seed:,3,with,dcc:,3.3198228793
0.0960731085,-0.0431728417,with,seed:,3,with,dcc:,3.3198228793
1.0812982557,-0.4177139096,with,seed:,3,with,dcc:,3.3198228793
0.2597242646,-1.5710900471,with,seed:,3,with,dcc:,3.3198228793
0.7830069582,-0.7652205708,with,seed:,3,with,dcc:,3.3198228793
0.3165030395,-1.4440013365,with,seed:,3,with,dcc:,3.3198228793
0.8336889739,-0.6152216652,with,seed:,3,with,dcc:,3.3198228793
0.4574403297,0.3547588096,with,seed:,3,with,dcc:,3.3198228793
-0.3511916737,-0.5866407239,with,seed:,3,with,dcc:,3.3198228793
1.0026498457,-0.9008862559,with,seed:,16,with,dcc:,3.2420128891
0.8486309945,0.1624372153,with,seed:,3,with,dcc:,3.930383268
0.3401188143,-0.0247504752,with,seed:,16,with,dcc:,3.0175398665
