-0.5 0.7 with seed: 0 with dcc: 3.81006441263
-1.15375957466 0.587772140783 with seed: 0 with dcc: 3.92653515898
0.071200575652 1.22617376119 with seed: 1 with dcc: 3.1345853262
-0.350950339945 1.41081297061 with seed: 2 with dcc: 3.66718272198
-0.666811108838 2.68310706458 with seed: 3 with dcc: 2.96536920492
0.155048440885 2.58046286344 with seed: 3 with dcc: 3.8894146643
-0.0872753673013 2.967784523 with seed: 3 with dcc: 3.5047792766
-0.11643230658 1.96734850332 with seed: 0 with dcc: 3.53157024783
-0.464252488315 3.23988171671 with seed: 3 with dcc: 3.94499834248
-1.16689043527 2.20209492723 with seed: 3 with dcc: 3.63897606526
0.114635199514 2.49110690146 with seed: 4 with dcc: 2.90859288817
0.639857255797 2.10010673203 with seed: 4 with dcc: 3.33514012167
0.886043962759 2.10657013167 with seed: 4 with dcc: 3.51310240034
-0.515733202 2.85235723276 with seed: 3 with dcc: 3.73132946533
-0.577898446277 2.21075287541 with seed: 3 with dcc: 3.83298626022
0.600039845063 1.5673825364 with seed: 1 with dcc: 3.72368618526
-0.456389134564 3.00097356955 with seed: 3 with dcc: 3.74615513538
0.384243065033 1.56808364016 with seed: 1 with dcc: 3.1824503971
0.66039624492 1.81581657337 with seed: 1 with dcc: 3.92849076755
-0.517319978432 2.05696831185 with seed: 3 with dcc: 3.58606065032
-0.643533438262 2.53977670164 with seed: 3 with dcc: 3.32265969365
1.00500288752 2.86183170526 with seed: 3 with dcc: 3.86699804068
1.00716782561 2.42376030854 with seed: 4 with dcc: 3.4719227284
-0.525877036799 3.0094668534 with seed: 3 with dcc: 3.79703319355
-0.242713801993 1.89499981513 with seed: 2 with dcc: 3.56387491214
0.126437183517 1.40491639073 with seed: 1 with dcc: 3.67890711761
0.0442108753742 3.27192147284 with seed: 5 with dcc: 3.05330751251
-0.708202494274 3.54914942965 with seed: 5 with dcc: 3.43166805055
0.203629717355 3.3122974597 with seed: 6 with dcc: 3.85094097231
-1.30408144289 3.72219389426 with seed: 5 with dcc: 3.7899386339
-1.2902515959 3.33065335815 with seed: 6 with dcc: 3.47623520002
-1.17825587175 3.23659021025 with seed: 5 with dcc: 3.49513846132
-0.616750713917 4.79461756011 with seed: 7 with dcc: 2.9871672324
0.298069959147 4.46339382138 with seed: 7 with dcc: 2.92477552498
-1.03303712945 5.30243984731 with seed: 7 with dcc: 3.84246689845
-0.875241501791 4.25597859364 with seed: 5 with dcc: 3.89177515699
-1.08824480516 4.6800898716 with seed: 7 with dcc: 3.72459472755
-0.906508873331 5.29626061147 with seed: 8 with dcc: 3.54625565812
-0.964040011698 4.57443042593 with seed: 8 with dcc: 3.26887881641
-0.607223031204 4.36309161382 with seed: 8 with dcc: 3.24702080213
-1.60226154152 5.6999314372 with seed: 8 with dcc: 3.5239013451
-0.532770857279 4.31206029954 with seed: 8 with dcc: 3.79184175119
-1.35632626332 5.22261693273 with seed: 8 with dcc: 3.19431321595
-0.275533276138 5.79620597982 with seed: 7 with dcc: 3.81652887305
-0.329535184423 4.37575818301 with seed: 7 with dcc: 2.73680540432
-1.37316463658 4.74952967374 with seed: 8 with dcc: 3.0663807135
-0.100509722769 4.90462452023 with seed: 8 with dcc: 3.44156304033
-1.41424034692 4.80451300148 with seed: 8 with dcc: 2.61789668587
-0.317245311214 5.03232792031 with seed: 8 with dcc: 3.34358072939
-0.303331667994 5.82918981141 with seed: 0 with dcc: 3.78517644961
-0.215445980296 5.39703958728 with seed: 8 with dcc: 2.5846117555
-1.39448925172 4.9426542689 with seed: 8 with dcc: 2.62296128136
-1.64239336321 4.86860263445 with seed: 8 with dcc: 2.85998066952
-0.479065960205 5.4885130302 with seed: 7 with dcc: 3.62108598384
-1.238045873 4.3327356131 with seed: 8 with dcc: 3.46670056918
-0.805556716621 5.66335429335 with seed: 7 with dcc: 3.51510992147
-0.137364820707 5.47486710565 with seed: 7 with dcc: 3.60387538513
-1.30807080394 5.53011717345 with seed: 7 with dcc: 3.75262890837
-1.31217417362 4.91965109712 with seed: 8 with dcc: 2.60195504151
-0.45781200994 5.85784484534 with seed: 7 with dcc: 3.88450878729
-0.894317978301 5.6979419527 with seed: 7 with dcc: 3.8256272936
-1.6642355766 4.88865284063 with seed: 8 with dcc: 2.95764306306
-1.16481036948 4.27914219953 with seed: 8 with dcc: 3.71824596815
-1.15285545502 4.18767177758 with seed: 8 with dcc: 3.60231782073
-0.449315445513 4.40261627484 with seed: 7 with dcc: 3.30587288622
-2.01285203728 4.36523857432 with seed: 7 with dcc: 3.58661185817
-1.92868184398 4.38019846144 with seed: 7 with dcc: 3.40332890758
-0.866543424221 5.22693440903 with seed: 8 with dcc: 3.0134869592
-0.559537225479 3.90540390145 with seed: 6 with dcc: 2.75519795647
-0.539038503264 4.2379442784 with seed: 7 with dcc: 3.31480922807
-1.18365641269 5.15160373811 with seed: 10 with dcc: 2.84933891558
-2.04160985523 5.07792230544 with seed: 8 with dcc: 3.10914739402
-1.07552587781 4.39322811895 with seed: 7 with dcc: 3.61715900441
-1.75547000232 5.5802546568 with seed: 8 with dcc: 3.0862319579
-1.73852063198 5.9547011026 with seed: 8 with dcc: 3.67747200804
-1.05075287906 4.67687416339 with seed: 8 with dcc: 3.50721302537
-0.227053792441 5.66741366187 with seed: 0 with dcc: 3.76919677738
-1.55103217609 6.09096469972 with seed: 8 with dcc: 3.77137745806
-1.40596137846 5.76748122661 with seed: 7 with dcc: 3.51867771826
-0.576445608972 4.93524179224 with seed: 8 with dcc: 2.61564441466
-1.83291717166 4.6808979588 with seed: 8 with dcc: 3.00054237276
-0.657046336768 4.49142852182 with seed: 8 with dcc: 3.24835789975
-0.36520337604 5.87258427793 with seed: 8 with dcc: 3.49341313489
-1.61922960765 4.9447423419 with seed: 10 with dcc: 3.4004211843
-0.645929183945 5.68622542082 with seed: 10 with dcc: 3.40296454526
-1.48793812201 4.46295038146 with seed: 7 with dcc: 3.11218187044
-0.184832247083 5.44055545056 with seed: 8 with dcc: 3.58233901393
-0.491954323413 5.24813374552 with seed: 8 with dcc: 2.62686332204
-1.17380939898 6.14316470554 with seed: 8 with dcc: 3.45123268036
-0.882519622738 4.4396627582 with seed: 6 with dcc: 3.70197030109
-0.939996559154 4.42260364083 with seed: 7 with dcc: 3.43826097684
-1.56938129769 6.00470935119 with seed: 0 with dcc: 3.89219924855
-1.44451118153 4.86522403284 with seed: 8 with dcc: 2.92653798949
-0.843146030292 4.84091985991 with seed: 7 with dcc: 3.36062037711
-0.647178602803 4.89197654097 with seed: 7 with dcc: 3.29064426289
-1.73736452973 4.8104344981 with seed: 8 with dcc: 2.81521821227
-0.173518577707 5.23962209456 with seed: 8 with dcc: 3.53777515598
-1.61296603733 5.40887833839 with seed: 8 with dcc: 3.20973375847
-0.518772738424 5.5641866977 with seed: 10 with dcc: 3.39672154728
-0.677019570186 4.7697618866 with seed: 7 with dcc: 2.5053369508
-0.260674822708 4.98971412782 with seed: 8 with dcc: 3.2820028879
-1.29383001362 5.79092957194 with seed: 7 with dcc: 3.58309612512
-0.687926663588 6.02277926198 with seed: 8 with dcc: 3.30694971064
-0.603817238299 4.67220422636 with seed: 7 with dcc: 2.59224597133
-1.61038929423 5.74270346602 with seed: 7 with dcc: 3.42916300832
-0.322743970249 5.7378526501 with seed: 10 with dcc: 3.65945908997
-0.448821377691 5.68976596732 with seed: 8 with dcc: 3.21986291168
-1.1335776856 4.7227661224 with seed: 8 with dcc: 3.34547377062
-1.91632145821 5.01458754102 with seed: 8 with dcc: 2.79234321065
-1.89044770036 5.60202077574 with seed: 8 with dcc: 3.22907218153
-0.395486228828 5.09518150875 with seed: 10 with dcc: 3.34689223285
-1.81059853681 5.99074916583 with seed: 3 with dcc: 3.96091071591
-0.598788356794 5.64534292123 with seed: 8 with dcc: 2.94380335825
-1.4828553579 4.64131511766 with seed: 7 with dcc: 3.47747391364
-0.963616345207 4.47801998312 with seed: 7 with dcc: 3.46768104322
-1.64318855107 5.62164423421 with seed: 7 with dcc: 3.68996025758
-1.68537002823 5.58512568521 with seed: 7 with dcc: 3.60746621682
-0.388063292845 5.79630057496 with seed: 0 with dcc: 3.47153109118
-1.08446380274 4.65453016029 with seed: 8 with dcc: 3.00014914081
-0.787826487436 5.7384538224 with seed: 7 with dcc: 3.62767685259
-2.01476996736 5.01599674883 with seed: 8 with dcc: 2.80950240441
-1.97541036872 4.81520644455 with seed: 8 with dcc: 3.4520424855
-0.381616956962 5.73624418126 with seed: 7 with dcc: 3.855071946
-0.257242487085 5.29213280425 with seed: 10 with dcc: 3.25166996233
-1.64601825707 5.47602337334 with seed: 10 with dcc: 3.03012826094
-1.34590641749 6.14380046749 with seed: 8 with dcc: 3.58443123542
-0.874350675201 4.46555805642 with seed: 11 with dcc: 2.80979026269
-0.757201271723 3.786198545 with seed: 6 with dcc: 3.89962177364
-0.0350227144945 4.39448758218 with seed: 7 with dcc: 2.65518233072
-1.0211976246 3.74829048917 with seed: 6 with dcc: 3.3619882076
-0.364805201366 4.23341589724 with seed: 8 with dcc: 3.47787778641
-1.30196945054 4.17056135064 with seed: 7 with dcc: 3.2262166629
-0.962530136211 3.98474825762 with seed: 11 with dcc: 3.69705966078
-0.682690021655 5.06837462009 with seed: 8 with dcc: 3.65822050027
-0.135648451598 4.98910112553 with seed: 8 with dcc: 3.02707897206
-1.47942705312 4.71591252044 with seed: 8 with dcc: 3.26632724718
-0.358978741733 5.27507452236 with seed: 8 with dcc: 2.60701325496
-1.15949137655 4.14329580443 with seed: 7 with dcc: 3.4246340864
-1.24431804042 5.06238842093 with seed: 8 with dcc: 2.90770901448
-1.28205475312 4.12939498516 with seed: 8 with dcc: 3.35818915964
-0.649683239299 3.77463302949 with seed: 6 with dcc: 3.5834807034
-1.02534341418 3.60976967688 with seed: 8 with dcc: 3.3192180462
-0.392959576826 3.83355818356 with seed: 6 with dcc: 2.89048046242
-1.30054910859 5.34095402995 with seed: 8 with dcc: 2.47343277328
-0.0247094668521 4.80118146359 with seed: 7 with dcc: 3.1718144745
-0.97782797758 3.60289135603 with seed: 5 with dcc: 3.97735439391
-0.327314216448 3.80538089496 with seed: 8 with dcc: 3.38603589177
-1.35657397365 4.8148644501 with seed: 7 with dcc: 3.69988556934
-0.406581576993 5.40543406057 with seed: 10 with dcc: 3.28332839257
-0.232909182815 4.45930739572 with seed: 11 with dcc: 3.02761035716
-0.317854172795 4.36576815068 with seed: 7 with dcc: 3.22145830621
-0.659042994556 5.18411867468 with seed: 8 with dcc: 2.56850683812
