0.0922785132579 1.36297391866 3
-0.445219679327 1.69248395592 5
-0.595867108785 2.59406288664 7
0.22979239405 2.39911370271 14
-0.126179459537 3.28657344061 31
-0.619082228322 3.70293059772 33
-0.537633508901 4.64582777526 39
-0.845831874867 5.10070800183 45
-1.16373092454 4.39994626133 72
-1.10439763111 5.29641736296 80
-0.8432358572 4.58136365155 137
-0.332719947939 4.01414360503 253
-0.910702320728 3.81659211844 307
-0.538795443918 4.51122504349 369
-0.613952903152 4.0163664456 651
0.216939649546 3.56546692599 824
0.199169419811 2.61414208279 905
0.84635243561 3.07221726048 924
0.73540473991 2.4361374831 979
1.06952834448 1.62321624241 984
1.87699489132 1.80472315857 987
