dcc_des dcc_l dcc_f2 dcc_f3 dcc_obs[-1] dcc_obs[-2] dcc_obs[-3] dcc_wall 
0.523128741911 0.476871258089 0.0 0.0 0.0 0.0 0.0 0.0
0.239238070017 0.760700336165 0.0 6.15938182876e-05 0.0 0.0 0.0 0.0
0.618792669693 0.381207330307 0.0 0.0 0.0 0.0 0.0 0.0
0.534720457049 0.465278535882 0.0 1.00706866266e-06 0.0 0.0 0.0 0.0
0.186823531447 0.810754906052 0.0 0.00242156250031 0.0 0.0 0.0 0.0
0.5444520885 0.454050945314 0.00134811010182 0.00014885608409 0.0 0.0 0.0 0.0
0.832249578956 0.151928593708 0.00307822352338 0.0127436038127 0.0 0.0 0.0 0.0
0.274527601706 0.0571564403537 0.0155852398826 0.652730718058 0.0 0.0 0.0 0.0
0.40227517729 0.587603795767 0.00681987752206 0.00330114942078 0.0 0.0 0.0 0.0
0.437425842373 0.514360087791 0.0 0.0482140698361 0.0 0.0 0.0 0.0
0.810111327259 0.16029831142 0.0 0.0295903613203 0.0 0.0 0.0 0.0
0.959585468457 0.0386678052121 0.0 0.00174672633069 0.0 0.0 0.0 0.0
0.910376623026 0.0895893438998 0.0 3.40330741481e-05 0.0 0.0 0.0 0.0
0.973090905091 0.0256385683216 0.0 0.00127052658788 0.0 0.0 0.0 0.0
0.895929103743 0.0985324711861 0.0 0.00553842507121 0.0 0.0 0.0 0.0
0.719817489343 0.273163646539 0.0 0.00701886411764 0.0 0.0 0.0 0.0
0.70663229034 0.293169103914 0.0 0.000198605745908 0.0 0.0 0.0 0.0
0.847793791238 0.152095131743 0.0 0.000111077018636 0.0 0.0 0.0 0.0
0.898946203873 0.101048155116 0.0 5.64101121528e-06 0.0 0.0 0.0 0.0
0.935853242147 0.0639369674488 0.0 0.000209790404344 0.0 0.0 0.0 0.0
0.974796362908 0.025128135407 0.0 7.55016846539e-05 0.0 0.0 0.0 0.0
0.992115103591 0.00787338120197 0.0 1.15152069211e-05 0.0 0.0 0.0 0.0
0.975226686879 0.024764040633 0.0 9.27248797624e-06 0.0 0.0 0.0 0.0
0.97870509215 0.0212948663678 0.0 4.14820586091e-08 0.0 0.0 0.0 0.0
0.978144180999 0.0218536431463 0.0 2.17585496356e-06 0.0 0.0 0.0 0.0
0.985640621104 0.0143593526244 0.0 2.62719085926e-08 0.0 0.0 0.0 0.0
0.961679221092 0.0383207564814 0.0 2.24269612535e-08 0.0 0.0 0.0 0.0
0.995620899852 0.00437909336327 0.0 6.78522088013e-09 0.0 0.0 0.0 0.0
0.972141470899 0.0278585238338 0.0 5.26743210074e-09 0.0 0.0 0.0 0.0
0.804922536416 0.195077457448 0.0 6.13560565658e-09 0.0 0.0 0.0 0.0
0.975934778782 0.0240652212178 0.0 0.0 0.0 0.0 0.0 0.0
0.978136390909 0.0218636090911 0.0 0.0 0.0 0.0 0.0 0.0
0.974869219703 0.0251307802966 0.0 0.0 0.0 0.0 0.0 0.0
0.980042858463 0.0129902832763 0.00696685826092 0.0 0.0 0.0 0.0 0.0
0.971238623649 0.0224589297486 0.00630244660267 0.0 0.0 0.0 0.0 0.0
0.961150506041 0.0175571807847 0.0212923131743 0.0 0.0 0.0 0.0 0.0
0.927156181491 0.0247729172799 0.0480709012293 0.0 0.0 0.0 0.0 0.0
0.932638131722 0.0218473575491 0.0455145107288 0.0 0.0 0.0 0.0 0.0
0.923009860802 0.0330426434798 0.0439474957184 0.0 0.0 0.0 0.0 0.0
0.975740531623 0.00492785934052 0.0193316090363 0.0 0.0 0.0 0.0 0.0
0.903625218379 0.0191334709546 0.0772413106668 0.0 0.0 0.0 0.0 0.0
0.754354600552 0.0432725503946 0.202372849053 0.0 0.0 0.0 0.0 0.0
0.744485948442 0.0418963025666 0.213617748991 0.0 0.0 0.0 0.0 0.0
0.670659119599 0.0463849393733 0.282955941028 0.0 0.0 0.0 0.0 0.0
0.836032936794 0.0377843869792 0.126182676227 0.0 0.0 0.0 0.0 0.0
0.659321357498 0.0429540275099 0.297724614992 0.0 0.0 0.0 0.0 0.0
0.731474322506 0.0236553229333 0.244870354561 0.0 0.0 0.0 0.0 0.0
0.626560898172 0.0417198210659 0.331719280763 0.0 0.0 0.0 0.0 0.0
0.768327396563 0.014529503812 0.217143099625 0.0 0.0 0.0 0.0 0.0
0.651922318361 0.0232433365384 0.3248343451 0.0 0.0 0.0 0.0 0.0
0.734454113075 0.00133159791949 0.264214289006 0.0 0.0 0.0 0.0 0.0
0.724011392076 0.0155310084851 0.260457599439 0.0 0.0 0.0 0.0 0.0
0.792941778336 0.0061958383131 0.200862383351 0.0 0.0 0.0 0.0 0.0
0.738665051444 0.0132322048703 0.248102743686 0.0 0.0 0.0 0.0 0.0
0.698332254522 0.00399453866353 0.297673206814 0.0 0.0 0.0 0.0 0.0
0.551166478671 0.0247954827029 0.424038038626 0.0 0.0 0.0 0.0 0.0
0.525416642676 0.0128265915193 0.461756765804 0.0 0.0 0.0 0.0 0.0
0.483148884088 0.0128656869673 0.503985428945 0.0 0.0 0.0 0.0 0.0
0.480049423701 0.0188787638487 0.50107181245 0.0 0.0 0.0 0.0 0.0
0.596693776787 0.000605505805281 0.398862432963 0.0 0.0 0.00383828444493 0.0 0.0
0.66007527467 0.000447178495322 0.271717679335 0.0 0.0 0.0677598675004 0.0 0.0
0.720519736489 0.00938816091783 0.0251390220359 0.0 0.0 0.244953080557 0.0 0.0
0.622332542616 0.0126343280716 0.0886909077198 0.0 0.0 0.276342221593 0.0 0.0
0.589397524143 0.0153632178187 0.086648095805 0.0 0.0 0.308591162233 0.0 0.0
0.562275243896 0.0266658712041 0.0558603382589 0.0 0.0 0.35519854664 0.0 0.0
0.705680954416 0.00899592223974 0.0132835209052 0.0 0.0 0.272039602439 0.0 0.0
0.707346843351 0.0169875548148 0.0317856190777 0.0 0.0 0.243879982757 0.0 0.0
0.81607334638 0.00188635663759 0.0634306782654 0.0 0.0 0.118609618717 0.0 0.0
0.878501811044 0.00494113191057 0.0957756391892 0.0 0.0 0.0207814178557 0.0 0.0
0.734901771945 0.013582827419 0.0247930614347 0.0 0.0 0.226722339201 0.0 0.0
0.891540248672 0.00563805469444 0.0469055093377 0.0 0.0 0.055916187296 0.0 0.0
0.758124449023 0.00241261053519 0.0287354587995 0.0 0.0 0.210727481643 0.0 0.0
0.894100667651 0.011718098896 0.0330138447453 0.0 0.0 0.0611673887075 0.0 0.0
0.851648563286 0.0017267460376 0.0333920374796 0.0 0.0 0.113232653197 0.0 0.0
0.913758472678 0.0195023777511 0.0429129737894 0.0 0.0 0.023826175782 0.0 0.0
0.797344526513 0.00660928199959 0.0308949324565 0.0 0.0 0.165151259031 0.0 0.0
0.911157545942 0.00879906236637 0.0374293878293 0.0 0.0 0.0426140038621 0.0 0.0
0.706141128262 0.0105850348401 0.0152055497047 0.0 0.0 0.268068287194 0.0 0.0
