
randomseed [1] modified_value [i] x[1.000000] from [1]
drone_no t delta_des delta_l delta_f2 delta_f3 delta_obs[-1] delta_obs[-2] delta_obs[-3] delta_wall cont_s_des cont_s_l cont_s_f2 cont_s_f3 cont_s_obs[-1] cont_s_obs[-2] cont_s_obs[-3] cont_s_wall dist_d_obs_ltr dist_d_obs_dia dist_d_obs_btt relative_s_obs_dia dist_first_saw dist_biggest_infl dist_closest accu_infl max_relative_s extra_dist_with_1st extra_dist_with_2nd extra_dist_with_3rd 
1 76 0.0638200911677 6.34893798357e-05 0.0 0.00212351372958 0.0 0.000665883102547 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.46322343974 0.322567947631 0.795315413071 0.0518124864316 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 77 0.0673081820008 0.0 0.0 0.000818709454544 0.0 0.00876992528043 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.38349177471 0.402495101771 0.795525480985 0.00533834609605 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 78 0.0704193223156 0.000444046146307 0.0 0.00137655771695 0.0 0.0048905719365 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.37983890656 0.377048999013 0.796960755105 0.0175403489135 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 79 0.0712879084555 0.0 0.0 0.00165476639465 0.0 0.00221217963896 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.45966749379 0.423258818796 0.797797292964 0.0386282548917 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 80 0.0662811014273 0.0 0.0 0.00174640233616 0.0 0.000561664552654 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.45535839881 0.39414985825 0.800330677538 0.053692977914 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 81 0.0669586969719 0.0 0.0 0.00098691264552 0.0 0.0104420934947 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.37545451412 0.419472362314 0.801786881379 0.00217271133389 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 82 0.070549299783 0.0 0.0 0.00168467527315 0.0 0.00576352074646 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.37022082949 0.397155113322 0.805278807467 0.0207921141404 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 83 0.0736360183076 0.0 0.0 0.00135367039877 0.0 0.00256030842937 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.45017836328 0.395939752436 0.807343637641 0.0420399913052 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 84 0.0724506622071 0.000662248814033 0.0 0.00142720607141 0.0 0.000838106405016 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.44768265068 0.371383359408 0.815279895376 0.0555448708182 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 85 0.0653323739856 0.0 0.0 0.00104638794495 0.0 0.0162084439451 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.36769290327 0.41536135497 0.817930623838 0.00671249360074 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 86 0.0719442376079 0.0 0.0 0.00145483842325 0.0 0.00880457820699 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.364179257 0.386756037945 0.82657773336 0.0250026180754 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 87 0.0759297965818 0.000663425330933 0.0 0.00130018253608 0.0 0.00278340555937 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.44417924472 0.462622703181 0.829793578097 0.0454018843015 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 88 0.0763405145493 0.000874780594183 0.0 0.00110600448246 0.0 0.000883252775502 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.43882369808 0.432431051076 0.838275090842 0.0575062918141 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 89 0.0569361889572 0.0 0.0 0.000221099200986 0.0 0.0365708611753 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.35883534369 0.35299776673 0.842035391703 0.0194815274696 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 90 0.0773130157895 0.0 0.0 0.00016962931259 0.0 0.00486438094649 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.36418860549 0.332113508363 0.861910484496 0.0300178822086 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 91 0.0788663590926 0.00162303462706 0.0 0.000476116037953 0.0 0.00205037014219 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.44414352414 0.406400766574 0.866142859535 0.0532056140693 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 92 0.0797471721502 0.00197489135865 0.0 0.000460615107754 0.0 0.000497057604091 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.44065382923 0.378241767228 0.879310570308 0.0597268543234 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 93 0.0391588988806 0.00199701918819 0.0 0.000188999678415 0.0 0.0634977875036 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.36075445994 0.433320562123 0.884021634524 0.0528219457204 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 94 0.0799896535499 0.000813879684136 0.0 0.0 0.0 0.000821775549879 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.35826848156 0.403279215328 0.899402285949 0.0543127140434 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed

randomseed [2] modified_value [i] x[1.000000] from [1]
drone_no t delta_des delta_l delta_f2 delta_f3 delta_obs[-1] delta_obs[-2] delta_obs[-3] delta_wall cont_s_des cont_s_l cont_s_f2 cont_s_f3 cont_s_obs[-1] cont_s_obs[-2] cont_s_obs[-3] cont_s_wall dist_d_obs_ltr dist_d_obs_dia dist_d_obs_btt relative_s_obs_dia dist_first_saw dist_biggest_infl dist_closest accu_infl max_relative_s extra_dist_with_1st extra_dist_with_2nd extra_dist_with_3rd 
