
randomseed [1] modified_value [i] x[1.000000] from [1]
drone_no t delta_des delta_l delta_f2 delta_f3 delta_obs[-1] delta_obs[-2] delta_obs[-3] delta_wall cont_s_des cont_s_l cont_s_f2 cont_s_f3 cont_s_obs[-1] cont_s_obs[-2] cont_s_obs[-3] cont_s_wall dist_d_obs_ltr dist_d_obs_dia dist_d_obs_btt relative_s_obs_dia dist_first_saw dist_biggest_infl dist_closest accu_infl max_relative_s extra_dist_with_1st extra_dist_with_2nd extra_dist_with_3rd 
1 12 0.00585559560253 0.00894981691774 0.00969166940109 0.0129819389724 0.0 0.0 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 996.600999689 996.600998037 3.92745312937 0.749744110122 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 13 0.0796938340346 0.00631275823741 0.000204052444143 5.14086280723e-05 0.0 0.0 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 996.552599799 996.552597963 3.88762980186 0.749736275372 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 14 0.079997023279 0.0109264445473 7.43892673278e-05 0.000104751774446 0.0 0.0 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 996.500924274 996.500922239 3.8515622033 0.749727251752 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 15 0.0779871220016 0.000364834071718 0.0 0.000277687908172 0.0 0.0 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 996.455839385 996.455837162 3.80842241805 0.749721014824 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 16 0.0787105571229 0.00492293442616 0.0 0.000102443722398 0.0 0.0 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 996.411330473 996.411328059 3.76475374756 0.749715118588 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 17 0.076592684762 0.0022519375863 0.0 0.0002505618067 0.0 0.0 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 996.368794962 996.368792361 3.71882426044 0.749710638574 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 18 0.0664212507917 0.0028598177701 0.0 0.000376765952673 0.0 0.0 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 996.32686969 996.326866903 3.67220194121 0.749706718695 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 19 0.0705069325209 0.000933570074671 0.0 0.000319709409273 0.0 0.0 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 996.285538989 996.285536019 3.62485307178 0.749703446616 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 20 0.0700274325994 0.00183305717578 0.0 0.000312220692596 0.0 0.0 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 1.88490042685 1.79357267687 1.31484083088 0.135966491652 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 21 0.0689022856758 0.00156266334179 0.0 0.000351002657627 0.0 0.0 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 1.93177615309 1.68036312123 1.27016051463 0.132308914062 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 22 0.0676946586903 0.000852598783237 0.0 0.000368852558581 0.0 0.0 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 1.98035638344 1.56638404494 1.22492368808 0.128672607587 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 23 0.0341577836912 0.00054679207028 0.0 0.000501811767066 0.0 0.0 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.03067875882 1.45188351757 1.17933510334 0.124995545385 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 24 0.0674905322401 0.000733004643204 0.0 0.000345977334292 0.0 0.0 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.08517671652 1.33843277383 1.13474277747 0.120720534609 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 25 0.0338320359773 0.000813292114949 0.0 0.000472256369676 0.0 0.0 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.14090899148 1.22450900996 1.08983821991 0.11635512346 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 26 0.0335515419382 0.000611189593331 0.0 0.000445679917142 0.0 0.0 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.19902941579 1.11094443526 1.04533895407 0.111586470622 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 27 0.0321814994918 0.000695423630997 0.0 0.000466001817072 0.0 0.0 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.25934698302 0.997807123405 1.0013022739 0.106347617072 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 28 0.0584878705747 0.00506665681733 0.0 0.000285637430622 0.0 0.0 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.24717738851 0.965056017232 0.9667185156 0.100734308432 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 29 0.0305123542941 0.00108562181741 0.0 0.000216899912159 0.0 0.0 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.17315737291 0.885111708396 0.95774660822 0.0932525362646 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 30 0.0125461267334 0.00082051840941 0.0 0.00020982783403 0.0 0.0 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.16633987653 0.85657884536 0.926865938456 0.0850500329659 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 31 0.0778601361498 0.00122341134481 0.0 0.00018119981268 0.0 0.0 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.24089075198 0.776606850399 0.918039111631 0.0765587208018 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 32 0.0783539494423 0.00260138381867 0.0 4.56304156639e-05 0.0 0.0 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.23629896661 0.749903320697 0.888703769296 0.0689337758064 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 33 0.0595365482272 0.00370911948558 0.0 0.000488907251755 0.0 0.0191344637883 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.16123670253 0.669909862299 0.880049234947 0.0636574145723 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 34 0.022661075515 0.00316364725933 0.0 0.0 0.0 0.0509920686151 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.15747641533 0.645044194135 0.852186127085 0.060134871331 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 35 0.0164971311454 0.00161159378656 0.0 0.000157620680247 0.0 0.0606434898794 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.23302821946 0.565047130417 0.84373417455 0.0800135219701 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 36 0.0123710279348 0.001052515516 0.0 0.000915816343199 0.0 0.0681223740746 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.23044744822 0.541826780845 0.817048157841 0.127151387335 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 37 0.0106616922187 0.000657306920375 0.0 0.0056004979567 0.0 0.0723790677858 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.15442967546 0.461896679965 0.808831172156 0.196697340676 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 38 0.0418486167907 0.00178214656998 0.0 0.0028316373461 0.0 0.027186258932 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.15472503865 0.442978469756 0.785592618 0.0950567835753 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 39 0.047043955979 0.00298447480968 0.0 0.00318790631943 0.0 0.0339735354898 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.23118487967 0.363363268002 0.777660047991 0.136107423539 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 40 0.0650514990402 0.00106962565745 0.0 0.00922117226496 0.0 0.00549046514469 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.25180642779 0.366898308872 0.775290155095 0.124749618222 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 41 0.0350585433896 0.0024053045495 0.0 0.00184356684966 0.0 0.0482985449283 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.17498857854 0.288357138294 0.767734153946 0.063776965372 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 42 0.0687648602642 0.00124809994508 0.0 0.0032681703979 0.0 0.013132005131 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.21415598607 0.321130976927 0.796924471269 0.0783581889452 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 43 0.0715930804504 0.000496793877191 0.0 0.0042241336595 0.0 0.0038877905181 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.29105263606 0.246134844019 0.789660762949 0.0892596526078 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 44 0.0634154488046 0.000214479721344 0.0 0.00430877118988 0.0 0.00082595627958 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.3310486828 0.282441866638 0.824614739119 0.0530602699829 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 45 0.0609825610265 0.000865379745865 0.0 0.0106660433492 0.0 0.0125664652238 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.25415560844 0.217712822661 0.817580060647 0.0897838502136 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 46 0.0603506698895 0.000453207508231 0.0 0.00744932985971 0.0 0.00234072810894 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.29226235797 0.256346757171 0.856964568423 0.0602000013672 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 47 0.0523683078866 0.000707856231589 0.0 0.0136992108963 0.0 0.00323860499078 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.36903641823 0.219741267066 0.850051090416 0.103951782126 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 48 0.0463892588202 0.000624446769531 0.0 0.012494447954 0.0 0.00194223622545 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.40189150161 0.258720350553 0.889714520811 0.0226670799701 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 49 0.0547408117475 0.000167176927716 0.0 0.0110103616122 0.0 0.0033282034952 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.32533811791 0.301657747681 0.882818147244 0.0628590052962 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 50 0.036581982345 0.000517179225905 0.0 0.0157529644615 0.0 0.000461348965561 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.34977702014 0.307918696732 0.891361464031 0.0447632606933 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 51 0.0590781231155 0.000472173616828 0.0 0.01021088718 0.0 0.00888570086537 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.42663213785 0.291549448544 0.884853955516 0.070033792526 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 52 0.0511615329539 0.000389259207457 0.0 0.00941334757572 0.0 0.00236522477259 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.45452885467 0.296338957826 0.898922260514 0.032539327104 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 53 0.0473687897125 0.000104264729099 0.0 0.00965678567899 0.0 0.000832393452015 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.37741300403 0.361824743854 0.892807744589 0.0560848053336 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 54 0.0487706131257 0.000221931441567 0.0 0.00762947918684 0.0 0.00110542531808 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.37496159691 0.334546988234 0.876171190355 0.0236206290832 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 55 0.0548332677627 8.14228902785e-05 0.0 0.00748116952209 0.0 0.00280551917056 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.45241896735 0.275990759296 0.870461829002 0.0180973393936 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 56 0.0526714796799 0.000276679807281 0.0 0.0078231023071 0.0 0.001458814108 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.48734727844 0.299615119895 0.896857257774 0.0429988214744 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 57 0.048372755301 0.000282562156255 0.0 0.00657255894189 0.0 0.000155690688251 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.40973080683 0.342807016876 0.89150983734 0.0344952775335 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 58 0.0619700284542 0.000264212337124 0.0 0.00657990788721 0.0 0.00892891276809 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.40842265837 0.321134294847 0.878530335666 0.0387238554017 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 59 0.0590024477033 0.000265144865824 0.0 0.00500162903444 0.0 0.00187401362921 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.48634538489 0.379466622581 0.873633336131 0.0245097836209 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 60 0.0529185123189 0.000152889342526 0.0 0.00633238301605 0.0 0.000887201623684 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.47659809222 0.348617385696 0.853897319069 0.043287603004 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 61 0.0568969738473 0.000233600309703 0.0 0.00443957995527 0.0 0.0022372384634 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.39839773066 0.427916818537 0.849446846129 0.0358431189321 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 62 0.0591004427548 0.00019360795921 0.0 0.00511189435962 0.0 0.00257188461297 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.38587571387 0.397396138735 0.828674232274 0.00338458401528 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 63 0.0607606934222 0.000259668554552 0.0 0.00427323786016 0.0 0.00146069241489 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.4643304678 0.33510934614 0.824691112874 0.031689274159 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 64 0.0552333205861 8.16284354775e-05 0.0 0.00435379003844 0.0 0.000466937991493 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.47094115432 0.317445222613 0.823564325024 0.0437175345755 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 65 0.0655723487256 8.70615113179e-05 0.0 0.00183719921283 0.0 0.00951506596372 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.39224240426 0.395848074108 0.820136377631 0.00365033738882 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 66 0.0671261645839 0.000177642938915 0.0 0.00283408485246 0.0 0.00416968198867 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.38470828355 0.367844297469 0.806979645116 0.0142823661045 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 67 0.0651269027263 0.000333883251147 0.0 0.0023817888092 0.0 0.00117888770212 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.46362938418 0.380327503795 0.804102946406 0.0306801886917 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 68 0.0563497224974 0.000303919041453 0.0 0.00323275598478 0.0 0.000344178460749 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.46292699287 0.352769100866 0.799113453322 0.0469255944838 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 69 0.0654781776081 0.000418400536157 0.0 0.00168226370406 0.0 0.00779328064348 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.38380056263 0.397370503483 0.796831424122 0.00972501434973 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 70 0.0693371016023 0.000191970813383 0.0 0.00176638915795 0.0 0.00427355435618 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.38195103716 0.376851552689 0.792702996173 0.0125206998354 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 71 0.067462022984 0.000297664759942 0.0 0.00199623913205 0.0 0.00151269453437 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.46126120888 0.381846024494 0.791032479948 0.0330597089347 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 72 0.0618287016716 0.000313549255657 0.0 0.00201966375149 0.0 0.000479429686319 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.45932144789 0.356495182121 0.78848559241 0.0485822421138 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 73 0.0677650633155 2.23394765908e-05 0.0 0.000755246512913 0.0 0.00795598146777 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.37984905118 0.434262673338 0.787440006585 0.00629234331723 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 74 0.06996998544 4.39850605863e-05 0.0 0.00121524422511 0.0 0.00345221142542 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.37983752923 0.411089563625 0.788842436861 0.0153699931052 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
1 75 0.0709926408059 5.80442007323e-05 0.0 0.00140067426882 0.0 0.0019406255916 0.0 0.0 to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed to_be_removed 2.45945071735 0.344176965217 0.788428787141 0.0358936241375 to_be_removed to_be_removed to_be_removed to_be_removed 0.749756861789 to_be_removed to_be_removed to_be_removed
