,,,,240,220,200,180,160,140,120,100,80,60,40,20
a,2,mean,Whole(100%),0.004485188,0.004787101,0.003948931,0.002633082,0.013645768,0.000972219,0.011720737,0.031721687,0.027712325,0.034492331,0.095071782,0.099466771
a,2,var,,0.001594409,0.000332854,0.000465903,0.00085403,0.00149989,0.000353523,0.000662861,0.002019347,0.002353664,0.004749432,0.001554065,0.002312523
a,2,mean,0.7,0.018717108,0.000990531,0.013019388,0.018601792,0.006038986,0.023246032,0.01579615,0.036676349,0.040087706,0.027215035,0.09097131,0.088268106
a,2,var,,0.000771501,0.001586204,0.001447233,0.006003714,0.002159837,0.002795913,0.000785314,0.001579565,0.00312445,0.002725726,0.000694672,0.000561368
a,2,mean,0.5,0.041915816,0.012878839,0.005640505,0.026021477,0.007687723,0.011317742,0.036745014,0.04651147,0.054430639,0.050550535,0.111178237,0.113844969
a,2,var,,0.002810261,0.000486872,0.001056971,0.002756354,0.002050137,0.002066027,0.001766872,0.000757411,0.002739755,0.002928127,0.002733132,0.001227958
a,2,mean,0.3,0.054982481,0.031339445,0.006839572,0.036024279,0.012033483,0.02750571,0.042968855,0.074268134,0.053465896,0.078427368,0.09669555,0.122272716
a,2,var,,0.000797133,0.00206311,0.00380629,0.001083344,0.001309622,0.000554338,0.00077703,0.002815478,0.000735275,0.000851691,0.006709312,0.004263684
b,0.2,mean,Whole(100%),0.02452111,0.088462981,0.047077929,0.049246592,0.036386711,0.0320136,0.107358281,0.13138454,0.170958476,0.169872531,0.229232818,0.231619667
b,0.2,var,,0.010466039,0.010454214,0.012003521,0.020027749,0.004988022,0.031234091,0.012786745,0.040411256,0.068063569,0.066746838,0.090222339,0.089862131
b,0.2,mean,0.7,0.030000634,0.136535092,0.060083091,0.114226656,0.069154285,0.152513996,0.176945435,0.198554014,0.190976931,0.170419549,0.204440465,0.202860597
b,0.2,var,,0.007466545,0.003596503,0.002065497,0.007803408,0.004338124,0.004765526,0.006023013,0.001223019,0.034106626,0.029973739,0.038082455,0.036854905
b,0.2,mean,0.5,0.058845383,0.062827893,0.002988247,0.015389733,0.026852131,0.107082853,0.076230814,0.05517821,0.142769924,0.108585292,0.146842739,0.146845953
b,0.2,var,,0.000989286,0.027361566,0.007103437,0.005316103,0.011945922,0.007982374,0.001889851,0.009086926,0.011894673,0.00755922,0.011658267,0.012121307
b,0.2,mean,0.3,0.063037808,0.110253861,0.011206075,0.011868206,0.0739783,0.006078026,0.060766681,0.0063088,0.13721119,0.098478831,0.125259301,0.097388433
b,0.2,var,,0.003459865,0.035853914,0.001292203,0.001436913,0.027841881,0.000558558,0.00570578,0.001873725,0.004924828,0.003069626,0.00673109,0.004694424
b,2,mean,Whole(100%),0.002750446,0.007363868,0.005943453,0.00464826,0.002522493,0.011600737,0.026785195,0.016603878,0.01486184,0.026746933,0.091109954,0.097806774
b,2,var,,0.00078126,0.000215838,8.63004E-05,0.000709655,0.0008124,0.001118183,0.000830483,0.002129023,0.002510445,0.003894995,0.00573253,0.005242646
b,2,mean,0.7,0.005049041,0.006355942,0.00874347,0.013485291,0.005835906,0.031523522,0.055219815,0.067286554,0.002771053,0.058278211,0.14584045,0.136105822
b,2,var,,0.000133399,0.000765025,0.00083001,0.003502132,0.001289571,0.000673599,0.001173815,0.000976377,0.000177294,0.0030427,0.001970257,0.003401793
b,2,mean,0.5,0.024509593,0.00573583,0.008492919,0.00230154,0.025288361,0.057372568,0.07219425,0.065933797,0.026122174,0.051134494,0.16387924,0.149898322
b,2,var,,0.002072325,0.000593402,0.003439948,0.000933801,0.003793837,0.003169139,0.001391351,0.001683464,0.00058563,0.000820945,0.005097857,0.004241141
b,2,mean,0.3,0.017284111,0.026770291,0.019160562,0.002312396,0.03280363,0.049268681,0.086504309,0.084322847,0.017826711,0.085439231,0.176511045,0.171949266
b,2,var,,0.000201557,0.000166336,0.004434728,0.001424653,0.004498305,0.004503054,0.002280728,0.004467376,0.000372399,0.000756289,0.007505057,0.003939907
i,0.2,mean,Whole(100%),0.002659411,0.001525137,0.001669896,0.002628701,0.008992809,0.030810906,0.044146878,0.067929973,0.074860892,0.10722937,0.237450456,0.240479323
i,0.2,var,,0.000553637,0.00036763,0.000850255,0.00019926,0.00133557,0.004998645,0.002836723,3.82623E-05,0.000880073,0.002386257,0.008655175,0.009968161
i,0.2,mean,0.7,0.013777662,0.015869639,0.007000585,0.004251244,0.012536685,0.044515848,0.05947737,0.078185882,0.078961383,0.112591886,0.266582731,0.260573748
i,0.2,var,,1.45997E-05,0.000458507,0.000257054,0.000586468,0.000616743,0.003564734,0.000887119,0.001105927,0.00202396,0.002195585,0.003405323,0.003827068
i,0.2,mean,0.5,0.009802939,0.00226267,0.018972751,0.001053175,0.005064728,0.045120385,0.063194771,0.083465568,0.09270048,0.119010446,0.277800149,0.265762697
i,0.2,var,,0.00061349,0.002515039,0.001317447,0.002470293,0.000387757,0.003765332,0.001516162,0.001783809,0.001631438,0.001164311,0.004562388,0.00284991
i,0.2,mean,0.3,0.007682886,0.010514862,0.009437751,0.002507123,0.01051112,0.052513661,0.065427116,0.077699443,0.082140988,0.106449601,0.268094344,0.266594559
i,0.2,var,,0.000621722,0.001058821,0.000536413,0.001890443,0.000769137,0.003920585,0.002690219,0.002301363,0.002106523,0.001686138,0.004277168,0.001146127
i,2,mean,Whole(100%),0.011883125,0.034683281,0.038052437,0.071539263,0.028787262,0.090943631,0.043096553,0.075009247,0.23009155,0.246309956,0.323479087,0.348613773
i,2,var,,0.014363506,0.017778108,0.02544454,0.050559324,0.051042345,0.107547687,0.088108831,0.095067626,0.111218138,0.100358864,0.108345834,0.113541705
i,2,mean,0.7,0.063671046,0.086887112,0.125673995,0.105180252,0.115156329,0.077984212,0.110962777,0.057954797,0.158743158,0.170521635,0.287788255,0.296781596
i,2,var,,0.045398733,0.058961016,0.048622336,0.067044476,0.060459536,0.089875192,0.04571277,0.125786206,0.10358636,0.105277168,0.09859921,0.106299669
i,2,mean,0.5,0.079744875,0.153900916,0.17926546,0.16280055,0.126129199,0.209355728,0.192477376,0.149737165,0.103974376,0.112524665,0.221217107,0.219271032
i,2,var,,0.089576275,0.063765392,0.063646751,0.085171918,0.078358398,0.022725752,0.018216277,0.081213681,0.1163762,0.120144998,0.116637999,0.119151398
i,2,mean,0.3,0.028621484,0.137867394,0.060713134,0.136495145,0.071656361,0.247133015,0.144006774,0.126091372,0.131246643,0.092596474,0.208527244,0.243920665
i,2,var,,0.11066291,0.076997109,0.086044292,0.096892423,0.094658802,0.013959088,0.043155035,0.022651297,0.134405503,0.135817184,0.134548272,0.131495389
