0,randomseed,[1],modified_value,[i],x[2.000000],from,[1],simul_tick,[328],-1,-0.5554642589,-1.7094133306,-1.5302983546,-1.5036098741,-1.0601714929,-1.9351929288,-1.6608079689,-1.9939792688,6.834,2.35,0.058,-1.35,-2.35,1.03,-0.1846442505,-1.6010905793,-0.670385661,-1.4825356041,-0.530186576,-1.9624774928,-1.0159279865,-1.8439225176,False,null,null,328,null
0,randomseed,[1],modified_value,[i],x[2.000000],from,[1],simul_tick,[328],-2,-0.5944083001,-1.7185435908,-1.5701894564,-1.500660299,-1.1001588345,-1.9341866921,-1.7006885107,-1.9970683437,6.806,2.35,0.072,-1.35,-2.35,1.02,-0.2366317643,-1.6022300581,-0.725722611,-1.498354442,-0.57113611,-1.9738573481,-1.0602269568,-1.869981732,False,null,null,328,null
0,randomseed,[1],modified_value,[i],x[2.000000],from,[1],simul_tick,[328],-3,-0.6333393338,-1.7277291566,-1.5913137922,-1.4666932202,-1.1401147094,-1.9323083785,-1.7338290001,-1.9746695052,6.778,2.35,0.086,-1.35,-2.35,1.01,-0.2886192781,-1.603369537,-0.7807744384,-1.5151465347,-0.6111002194,-1.9854769073,-1.1032553797,-1.8972539051,False,null,null,328,null
0,randomseed,[1],modified_value,[i],x[2.000000],from,[1],simul_tick,[328],-4,-0.6723360886,-1.7366315783,-1.6308204761,-1.4604304791,-1.1801095452,-1.9316656405,-1.773828757,-1.9745300696,6.75,2.35,0.1,-1.35,-2.35,1,-0.3406067918,-1.6045090158,-0.8353905959,-1.5324743906,-0.6503825092,-1.9969870469,-1.1451663133,-1.9249524217,False,null,null,328,null
0,randomseed,[2],modified_value,[i],x[2.000000],from,[1],simul_tick,[246],-1,0.5471316816,-1.4699453449,-0.000335443,-1.8904363719,-0.2467461762,-1.4142230205,-0.7769074977,-1.7320497985,4.538,2.35,1.206,-1.35,-2.35,0.21,1.4352182807,-1.3600265194,0.974776357,-1.1651079855,1.0361929168,-1.6613216554,0.5757509931,-1.4664031215,False,null,null,246,null
0,randomseed,[2],modified_value,[i],x[2.000000],from,[1],simul_tick,[246],-2,0.5074323774,-1.474840776,-0.039705917,-1.8975050195,-0.2853748053,-1.4246070956,-0.8168347109,-1.7344617787,4.51,2.35,1.22,-1.35,-2.35,0.2,1.3832869521,-1.3626980559,0.9220302279,-1.1697155841,0.985530867,-1.6656668608,0.5242741428,-1.4726843891,False,null,null,246,null
0,randomseed,[2],modified_value,[i],x[2.000000],from,[1],simul_tick,[246],-3,0.4677379702,-1.4797757564,-0.0788187705,-1.9058826497,-0.3237657565,-1.4358380735,-0.8568197981,-1.7355539299,4.482,2.35,1.234,-1.35,-2.35,0.19,1.3832869521,-1.3626980559,0.9220608057,-1.169642515,0.9854828761,-1.6656038451,0.5242567297,-1.4725483043,False,null,null,246,null
0,randomseed,[2],modified_value,[i],x[2.000000],from,[1],simul_tick,[246],-4,0.4280693848,-1.4849141742,-0.117688692,-1.9153234762,-0.3622220823,-1.4468431182,-0.8968194241,-1.7357269036,4.454,2.35,1.248,-1.35,-2.35,0.18,1.3313556235,-1.3653695923,0.8692859024,-1.1743419165,0.9348859429,-1.6700198711,0.4728162219,-1.4789921954,False,null,null,246,null
0,randomseed,[3],modified_value,[i],x[2.000000],from,[1],simul_tick,[236],-1,0.6672440193,-1.5637064655,0.132915183,-1.9008066652,-0.1672519265,-1.4639431551,-0.6922838977,-1.7541642695,4.258,2.35,1.346,-1.35,-2.35,0.11,1.5091970536,-1.4349235175,1.043362817,-1.253268724,1.1189622695,-1.7475204036,0.6531280328,-1.5658656101,False,null,null,236,null
0,randomseed,[3],modified_value,[i],x[2.000000],from,[1],simul_tick,[236],-2,0.6277014972,-1.5697387909,0.0931804859,-1.9054059966,-0.2063529209,-1.4723759623,-0.7322028569,-1.7567092048,4.23,2.35,1.36,-1.35,-2.35,0.1,1.488099732,-1.4374571668,1.0221259117,-1.2561607277,1.0981055001,-1.7503541131,0.6321316798,-1.5690576741,False,null,null,236,null
