[log] b_x2.0_rollback_240.csv 0.010625 0.5625subset's mean: -0.0722408450778186 -0.424460154910888 -0.508524786137017  var: 0.00618789325764264 0.000536486346037763 0.00163144240481063
[log] b_x2.0_rollback_240.csv 0.010625 0.5625subset's mean: 0.246594540365228 -0.243175269435305 0.0266887627808375  var: 0.000732753434972898 0.000139960186380584 0.000273898270154889
[log] i_x0.2_rollback_0.csv 0.01375 0.58974358974359subset's mean: 0.0985276705844416 -0.412886160587206 -0.398514506957895  var: 0.00255734469773433 0.000221070538233325 0.00109820039571294
[log] i_x0.2_rollback_0.csv 0.01375 0.58974358974359subset's mean: 0.160278135882021 -0.138967813572564 0.00818077312251848  var: 2.28762717903904e-05 0.000747316583078775 0.000498124966624483
[log] i_x0.2_rollback_100.csv 0.010625 0.564102564102564subset's mean: 0.0150627275663171 -0.494970052260818 -0.403154995617778  var: 0.000773599055086914 2.27414065846961e-05 0.00127530976843792
[log] i_x0.2_rollback_100.csv 0.010625 0.564102564102564subset's mean: 0.15995524213443 -0.104473966370173 0.0175015414675987  var: 7.84606590735163e-06 1.28704985619351e-05 0.000802305139069303
[log] i_x0.2_rollback_120.csv 0.01375 0.538461538461538subset's mean: 0.0353352741178284 -0.440268575901368 -0.388074738935427  var: 0.00104127729632824 0.00140222192281918 0.00224889178131934
[log] i_x0.2_rollback_120.csv 0.01375 0.538461538461538subset's mean: 0.160825924563626 -0.156283934581364 0.00174777353445397  var: 6.04331593928729e-06 0.00055431148480015 0.000463804801456065
[log] i_x0.2_rollback_140.csv 0.01375 0.552631578947368subset's mean: 0.143639349326059 -0.409331373613771 -0.38327304830567  var: 0.00632265867476403 0.000327677604290226 0.00124111288143496
[log] i_x0.2_rollback_140.csv 0.01375 0.552631578947368subset's mean: 0.161164492211096 -0.142578993071376 0.0189606734506893  var: 3.4717143739369e-05 0.000953098005652 0.000674562059555483
[log] i_x0.2_rollback_160.csv 0.01375 0.526315789473684subset's mean: 0.103432633840225 -0.4295589304359 -0.402827290290903  var: 0.00294510216089404 0.000251873939416384 0.000513643770697888
[log] i_x0.2_rollback_160.csv 0.01375 0.526315789473684subset's mean: 0.161540202238014 -0.126810530184187 -0.00301210670562931  var: 2.29321698249582e-05 0.00171239190071488 4.82988281308963e-05
[log] i_x0.2_rollback_180.csv 0.0090625 0.538461538461538subset's mean: 0.0994760367184842 -0.415041685060426 -0.414620754066144  var: 0.00502761843318703 2.83299416477171e-05 0.00106265746935922
[log] i_x0.2_rollback_180.csv 0.0090625 0.538461538461538subset's mean: 0.160736154430985 -0.169136040705566 -0.00147179469260618  var: 3.28395539265009e-05 0.000107576695179302 0.000400073554604143
[log] i_x0.2_rollback_20.csv 0.02 0.6subset's mean: -0.166575373530874 -0.471621195021867 -0.450549506165761  var: 0.00539599527990493 0.00619861681875306 0.00872576869205331
[log] i_x0.2_rollback_20.csv 0.02 0.6subset's mean: 0.141564861296689 -0.167826548111586 -0.0369507371070461  var: 0.000275991471010827 0.000275653863023085 0.000577554563803931
[log] i_x0.2_rollback_200.csv 0.00984375 0.512820512820513subset's mean: 0.079563971202494 -0.414022887033522 -0.396465841188029  var: 0.00387478837597915 2.49462415642999e-05 0.00199375289364565
[log] i_x0.2_rollback_200.csv 0.00984375 0.512820512820513subset's mean: 0.159692166764191 -0.167863370940355 0.0147231447986564  var: 1.98118790887915e-05 0.000101630614283066 0.000855765737277678
[log] i_x0.2_rollback_220.csv 0.01296875 0.512820512820513subset's mean: 0.100478588347184 -0.412927413327013 -0.396093960071676  var: 0.00507237897683594 8.63017913393099e-05 0.00127221830778443
[log] i_x0.2_rollback_220.csv 0.01296875 0.512820512820513subset's mean: 0.161424259669805 -0.16086095311475 0.0176995045564323  var: 1.7909741266044e-05 0.000225958732267357 0.000921868754607419
[log] i_x0.2_rollback_240.csv 0.0121875 0.552631578947368subset's mean: 0.0887268936807361 -0.416569477785888 -0.418571901844949  var: 0.00317082646883616 4.89547803169668e-05 0.000880030470891889
[log] i_x0.2_rollback_240.csv 0.0121875 0.552631578947368subset's mean: 0.160072282871613 -0.160022302314275 -0.000889873219338045  var: 1.95701929477052e-05 0.000285334383620574 0.000497745115584567
[log] i_x0.2_rollback_40.csv 0.016875 0.55subset's mean: -0.178519438229889 -0.505897583114723 -0.41831676669488  var: 0.00711591327503449 0.000527135228868109 0.00289964728450248
[log] i_x0.2_rollback_40.csv 0.016875 0.55subset's mean: 0.139837436507924 -0.140363036571208 -0.0198007701322921  var: 0.000209562677485746 0.000274843710834816 0.000259122594578569
