[log] b_x2.0_rollback_240.csv 0.01375 0.734375subset's mean: -0.0756467420190241 -0.420537980404576 -0.497858728720468  var: 0.00645699245765842 0.00102571100290476 0.00143153800458883
[log] b_x2.0_rollback_240.csv 0.01375 0.734375subset's mean: 0.24453114917473 -0.237674268476134 0.0309970221706689  var: 0.000864368045942568 0.000457612521951711 0.000275287028747647
[log] i_x0.2_rollback_0.csv 0.016875 0.769230769230769subset's mean: 0.0912318168823597 -0.415175814309003 -0.40039373044604  var: 0.00384967096273199 0.000384657436112986 0.00119949529545283
[log] i_x0.2_rollback_0.csv 0.016875 0.769230769230769subset's mean: 0.159551888790919 -0.133856383580555 0.0158475704390175  var: 2.37412422704635e-05 0.000920906410729103 0.000678613440674172
[log] i_x0.2_rollback_100.csv 0.02 0.769230769230769subset's mean: 0.0130611140541424 -0.478424883418859 -0.417756120999638  var: 0.00274374369414214 0.000542766756781741 0.00191655205499141
[log] i_x0.2_rollback_100.csv 0.02 0.769230769230769subset's mean: 0.15801132343394 -0.137727436484114 0.00499775513612681  var: 2.42314334762234e-05 0.000883671187450027 0.00056119262260172
[log] i_x0.2_rollback_120.csv 0.02 0.717948717948718subset's mean: 0.0317561278783378 -0.455682067757444 -0.381739391568675  var: 0.00296255240746 0.00112574289815284 0.00234715355189644
[log] i_x0.2_rollback_120.csv 0.02 0.717948717948718subset's mean: 0.159999102828861 -0.123703463205582 0.00380933025891783  var: 2.41894788689292e-05 0.00131409581969286 0.000362076739024294
[log] i_x0.2_rollback_140.csv 0.016875 0.736842105263158subset's mean: 0.135692538463379 -0.411872068992657 -0.386025824774381  var: 0.00741439311892316 0.000336131951920963 0.0010596800685104
[log] i_x0.2_rollback_140.csv 0.016875 0.736842105263158subset's mean: 0.161766607407439 -0.136711035375961 0.0145277859631679  var: 3.27987403531454e-05 0.000896945886883339 0.000631758527873399
[log] i_x0.2_rollback_160.csv 0.02 0.763157894736842subset's mean: 0.103716782860573 -0.429766727449444 -0.408858643891896  var: 0.00446637475742834 0.000304954703669707 0.000673458299538382
[log] i_x0.2_rollback_160.csv 0.02 0.763157894736842subset's mean: 0.160689474185672 -0.128097220867634 0.00454685698173716  var: 3.06226836594413e-05 0.00178963013639857 0.000605828473757311
[log] i_x0.2_rollback_180.csv 0.0121875 0.717948717948718subset's mean: 0.0952518604751371 -0.421228359701722 -0.402182846631351  var: 0.00443613089818847 0.000198205563674516 0.00162910106886666
[log] i_x0.2_rollback_180.csv 0.0121875 0.717948717948718subset's mean: 0.160934760134519 -0.157026397534134 0.00791442294163306  var: 2.68499439729988e-05 0.000995221668415739 0.000668751539176603
[log] i_x0.2_rollback_20.csv 0.0325 0.775subset's mean: -0.168606081805467 -0.487110605397746 -0.433691926309155  var: 0.00766282485703332 0.00411281147673687 0.00745353126474771
[log] i_x0.2_rollback_20.csv 0.0325 0.775subset's mean: 0.139982928653336 -0.150154954787991 -0.0213476402489423  var: 0.000349746906629131 0.0018135592043617 0.000936409598952503
[log] i_x0.2_rollback_200.csv 0.01375 0.794871794871795subset's mean: 0.0978896443574875 -0.415462630404732 -0.396058620639257  var: 0.00410666972193821 0.000108771561743913 0.00144266708923782
[log] i_x0.2_rollback_200.csv 0.01375 0.794871794871795subset's mean: 0.161715573470071 -0.163012085578802 0.0166770938390736  var: 2.89708830446578e-05 0.000209796263989395 0.000884788398985175
[log] i_x0.2_rollback_220.csv 0.016875 0.743589743589744subset's mean: 0.107026536027088 -0.411215882250601 -0.396350954487189  var: 0.00430814474954498 0.000189428754915313 0.00168389711089506
[log] i_x0.2_rollback_220.csv 0.016875 0.743589743589744subset's mean: 0.161092110081744 -0.15637092018703 0.0160998322529446  var: 2.91908727321262e-05 0.000415035371761769 0.0010269759813333
[log] i_x0.2_rollback_240.csv 0.016875 0.763157894736842subset's mean: 0.104969204115784 -0.420100030331933 -0.39981064176868  var: 0.00383549651155278 0.000370261293355933 0.00124098486529523
[log] i_x0.2_rollback_240.csv 0.016875 0.763157894736842subset's mean: 0.160604580332208 -0.147744651320573 0.0102665197979451  var: 2.72339324853193e-05 0.000836850747043452 0.000583523127603438
[log] i_x0.2_rollback_40.csv 0.02625 0.75subset's mean: -0.174777565473255 -0.483937662798318 -0.412577552415024  var: 0.00725020162529721 0.00224150115825155 0.0046758076329836
[log] i_x0.2_rollback_40.csv 0.02625 0.75subset's mean: 0.14207730132296 -0.150973395004575 -0.0133422799814684  var: 0.000204289234098577 0.00145997416466304 0.00049067456243988
[log] i_x0.2_rollback_60.csv 0.0075 0.7subset's mean: -0.0213397013311209 -0.384698276936556 -0.290511860013852  var: 0.00165409535000399 0.00535825754063363 NA
[log] i_x0.2_rollback_60.csv 0.0075 0.7subset's mean: 0.157410376136312 -0.151616954171685 -0.0120583502763277  var: 1.72991980251059e-05 0.000587798102481803 NA
[log] i_x0.2_rollback_80.csv 0.02625 0.725subset's mean: 0.0122748381107367 -0.459426963727789 -0.397121100861243  var: 0.00182571853577756 0.00262079172500811 0.00290171934218515
[log] i_x0.2_rollback_80.csv 0.02625 0.725subset's mean: 0.158717969957336 -0.139578644924306 -0.00129237905206393  var: 1.81116996727887e-05 0.00151005621858425 0.00039168379428308
[log] i_x2.0_rollback_0.csv 0.095 0.761904761904762subset's mean: -0.461213977193947 -0.53560896280065 -0.525857539032262  var: 0.108003364494957 0.16576654475974 0.0363612463838775
[log] i_x2.0_rollback_0.csv 0.095 0.761904761904762subset's mean: 0.0507937572726492 -0.268519378579974 -0.172438756732162  var: 0.0453835114221149 0.022626861841909 0.0113076000860183
