"l.x","l.y","f1.x","f1.y","f2.x","f2.y","f3.x","f3.y","3rdO.x","3rdO.y","l_g.x","l_g.y","f1_g.x","f1_g.y","f2_g.x","f2_g.y","f3_g.x","f3_g.y","crash","who","with","when","trapped","modi_start.1","rand_seed.1","recog_time.1"
"-0.13348064",-1.794865264,-0.192504056,-1.589282593,-0.5432692,-2.040955016,-0.581693548,-1.810067201,0.156,-1.85,0.241684334,-1.761829709,-0.030279349,-1.635197346,-0.003964351,-1.934040986,-0.275928033,-1.807408623,TRUE,"f1","1stO",70,"null","145","1","322"
"0.27563973",-1.645075553,0.105686967,-1.482528382,-0.206798115,-1.809954027,-0.164074638,-1.581080334,0.562,-1.85,0.777158374,-1.666626878,0.524030178,-1.505610989,0.511150425,-1.805334381,0.25802223,-1.644318492,TRUE,"f3","2ndO",216,"null","117","2","293"
"0.553439581",-2.032286365,0.464130193,-1.828312557,0.082361546,-2.123057801,0.216226145,-1.916678383,0.814,-1.85,1.073533497,-2.141345462,0.850040235,-1.941218597,0.788471917,-2.234832872,0.564978656,-2.034706007,FALSE,"null","null",275,"null","98","3","275"
"-0.124599697",-1.861058846,-0.063056834,-1.619828318,-0.598566076,-2.055301647,-0.385301874,-1.958640112,0.17,-1.85,0.391461018,-1.576180879,0.091516329,-1.570420375,0.236499931,-1.833060348,-0.063444758,-1.827299844,TRUE,"L","1stO",63,"null","143","4","321"
"0.05729079",-1.649679288,-0.060839939,-1.458655245,-0.419271354,-1.585966733,-0.42512863,-1.761054474,0.352,-1.85,0.576529143,-1.690447428,0.329259806,-1.520571371,0.305777493,-1.819650927,0.058508156,-1.649774869,FALSE,"null","null",308,"null","131","5","308"
"0.328831953",-1.799951691,0.202345742,-1.627292288,-0.174006528,-2.023436247,-0.09356262,-1.803786752,0.618,-1.85,0.857082774,-1.642125449,0.565208029,-1.572777536,0.651088347,-1.860222436,0.359213602,-1.790874523,TRUE,"L","2ndO",196,"null","112","7","289"
"0.492846595",-1.643505175,0.382970563,-1.458596527,-0.040105483,-1.849005562,0.144704144,-1.649631688,0.786,-1.85,0.976845226,-1.549240406,0.693153708,-1.451674414,0.750504839,-1.746141471,0.466813321,-1.648575479,FALSE,"null","null",277,"null","100","8","277"
"0.30194358",-1.754658914,0.263869389,-1.545761069,-0.105513599,-1.946933545,-0.163264288,-1.732469868,0.604,-1.85,0.8565233,-1.681243227,0.579277335,-1.566636619,0.618648083,-1.864041972,0.341402117,-1.749435363,TRUE,"L","2ndO",198,"null","115","9","290"
"0.33716725",-1.964503349,0.177492574,-1.775421711,-0.163345978,-2.059152552,-0.125291282,-1.831887153,0.59,-1.85,0.813075489,-2.062049121,0.588678174,-1.862936478,0.528440224,-2.156826575,0.304042908,-1.957713932,TRUE,"L","2ndO",199,"null","113","10","291"
"0.009183123",-1.657317518,-0.097428932,-1.466731819,-0.537382698,-1.83957115,-0.347421786,-1.645912918,0.31,-1.85,0.560888413,-1.600409289,0.287061226,-1.4778586,0.31784281,-1.776275245,0.044015622,-1.653724557,TRUE,"f1","2ndO",218,"null","132","14","311"
