100.0 100.0 with seed: 0 with dcc: 2.8236884279e-12
-10.7 -7.25 with seed: 0 with dcc: 1.1260240951
-9.9 -7.25 with seed: 0 with dcc: 2.11400708841
-9.1 -7.25 with seed: 0 with dcc: 1.32940598218
-8.3 -7.25 with seed: 0 with dcc: 0.00552412248349
-7.5 -7.25 with seed: 0 with dcc: 2.8236884279e-12
-6.7 -7.25 with seed: 0 with dcc: 2.8236884279e-12
-5.9 -7.25 with seed: 0 with dcc: 2.8236884279e-12
-5.1 -7.25 with seed: 0 with dcc: 2.8236884279e-12
-4.3 -7.25 with seed: 0 with dcc: 2.8236884279e-12
-3.5 -7.25 with seed: 0 with dcc: 2.8236884279e-12
-2.7 -7.25 with seed: 0 with dcc: 0.177469040945
-1.9 -7.25 with seed: 0 with dcc: 1.21191625582
-1.1 -7.25 with seed: 0 with dcc: 1.99930698836
-0.3 -7.25 with seed: 0 with dcc: 1.64789521261
0.5 -7.25 with seed: 0 with dcc: 2.8236884279e-12
1.3 -7.25 with seed: 0 with dcc: 2.8236884279e-12
2.1 -7.25 with seed: 0 with dcc: 2.8236884279e-12
2.9 -7.25 with seed: 0 with dcc: 2.8236884279e-12
3.7 -7.25 with seed: 0 with dcc: 2.8236884279e-12
4.5 -7.25 with seed: 0 with dcc: 2.8236884279e-12
5.3 -7.25 with seed: 0 with dcc: 2.8236884279e-12
6.1 -7.25 with seed: 0 with dcc: 2.8236884279e-12
-10.7 -6.45 with seed: 0 with dcc: 0.884401626008
-9.9 -6.45 with seed: 0 with dcc: 1.56544813027
-9.1 -6.45 with seed: 0 with dcc: 1.29598268511
-8.3 -6.45 with seed: 0 with dcc: 2.08150777639
-7.5 -6.45 with seed: 0 with dcc: 1.24157644205
-6.7 -6.45 with seed: 0 with dcc: 2.8236884279e-12
-5.9 -6.45 with seed: 0 with dcc: 2.8236884279e-12
-5.1 -6.45 with seed: 0 with dcc: 2.8236884279e-12
-4.3 -6.45 with seed: 0 with dcc: 2.8236884279e-12
-3.5 -6.45 with seed: 0 with dcc: 2.8236884279e-12
-2.7 -6.45 with seed: 0 with dcc: 2.8236884279e-12
-1.9 -6.45 with seed: 0 with dcc: 0.33628764779
-1.1 -6.45 with seed: 0 with dcc: 1.30208820764
-0.3 -6.45 with seed: 0 with dcc: 1.93108388725
0.5 -6.45 with seed: 0 with dcc: 0.839547141795
1.3 -6.45 with seed: 0 with dcc: 2.8236884279e-12
2.1 -6.45 with seed: 0 with dcc: 2.8236884279e-12
2.9 -6.45 with seed: 0 with dcc: 2.8236884279e-12
3.7 -6.45 with seed: 0 with dcc: 2.8236884279e-12
4.5 -6.45 with seed: 0 with dcc: 2.8236884279e-12
5.3 -6.45 with seed: 0 with dcc: 2.8236884279e-12
6.1 -6.45 with seed: 0 with dcc: 2.8236884279e-12
-10.7 -5.65 with seed: 0 with dcc: 2.8236884279e-12
-9.9 -5.65 with seed: 0 with dcc: 0.00500225107181
-9.1 -5.65 with seed: 0 with dcc: 0.671301779796
-8.3 -5.65 with seed: 0 with dcc: 1.81074376208
-7.5 -5.65 with seed: 0 with dcc: 1.48855998851
-6.7 -5.65 with seed: 0 with dcc: 2.21624475685
-5.9 -5.65 with seed: 0 with dcc: 1.4121119677
-5.1 -5.65 with seed: 0 with dcc: 2.8236884279e-12
-4.3 -5.65 with seed: 0 with dcc: 2.8236884279e-12
-3.5 -5.65 with seed: 0 with dcc: 2.8236884279e-12
-2.7 -5.65 with seed: 0 with dcc: 2.8236884279e-12
-1.9 -5.65 with seed: 0 with dcc: 2.8236884279e-12
-1.1 -5.65 with seed: 0 with dcc: 0.378592815275
-0.3 -5.65 with seed: 0 with dcc: 1.61925679591
0.5 -5.65 with seed: 0 with dcc: 2.0728081079
1.3 -5.65 with seed: 0 with dcc: 1.29432537934e-07
2.1 -5.65 with seed: 0 with dcc: 2.8236884279e-12
2.9 -5.65 with seed: 0 with dcc: 2.8236884279e-12
3.7 -5.65 with seed: 0 with dcc: 2.8236884279e-12
4.5 -5.65 with seed: 0 with dcc: 2.8236884279e-12
5.3 -5.65 with seed: 0 with dcc: 2.8236884279e-12
6.1 -5.65 with seed: 0 with dcc: 2.8236884279e-12
-10.7 -4.85 with seed: 0 with dcc: 2.8236884279e-12
-9.9 -4.85 with seed: 0 with dcc: 2.8236884279e-12
-9.1 -4.85 with seed: 0 with dcc: 2.8236884279e-12
-8.3 -4.85 with seed: 0 with dcc: 2.8236884279e-12
-7.5 -4.85 with seed: 0 with dcc: 0.469391598007
-6.7 -4.85 with seed: 0 with dcc: 1.83441797069
-5.9 -4.85 with seed: 0 with dcc: 1.86553422984
-5.1 -4.85 with seed: 0 with dcc: 2.2364350169
-4.3 -4.85 with seed: 0 with dcc: 0.0699040932817
-3.5 -4.85 with seed: 0 with dcc: 2.8236884279e-12
-2.7 -4.85 with seed: 0 with dcc: 2.8236884279e-12
-1.9 -4.85 with seed: 0 with dcc: 2.8236884279e-12
-1.1 -4.85 with seed: 0 with dcc: 2.8236884279e-12
-0.3 -4.85 with seed: 0 with dcc: 0.634803151566
0.5 -4.85 with seed: 0 with dcc: 2.36250281078
1.3 -4.85 with seed: 0 with dcc: 1.06693796962
2.1 -4.85 with seed: 0 with dcc: 2.8236884279e-12
2.9 -4.85 with seed: 0 with dcc: 2.8236884279e-12
3.7 -4.85 with seed: 0 with dcc: 2.8236884279e-12
4.5 -4.85 with seed: 0 with dcc: 2.8236884279e-12
5.3 -4.85 with seed: 0 with dcc: 2.8236884279e-12
