100.0 100.0 1
-10.7 -7.25 2
-9.9 -7.25 3
-9.1 -7.25 4
-8.3 -7.25 5
-7.5 -7.25 6
-6.7 -7.25 7
-5.9 -7.25 8
-5.1 -7.25 9
-4.3 -7.25 10
-3.5 -7.25 11
-2.7 -7.25 12
-1.9 -7.25 13
-1.1 -7.25 14
-0.3 -7.25 15
0.5 -7.25 16
1.3 -7.25 17
2.1 -7.25 18
2.9 -7.25 19
3.7 -7.25 20
4.5 -7.25 21
5.3 -7.25 22
6.1 -7.25 23
-10.7 -6.45 24
-9.9 -6.45 25
-9.1 -6.45 26
-8.3 -6.45 27
-7.5 -6.45 28
-6.7 -6.45 29
-5.9 -6.45 30
-5.1 -6.45 31
-4.3 -6.45 32
-3.5 -6.45 33
-2.7 -6.45 34
-1.9 -6.45 35
-1.1 -6.45 36
-0.3 -6.45 37
0.5 -6.45 38
1.3 -6.45 39
2.1 -6.45 40
2.9 -6.45 41
3.7 -6.45 42
4.5 -6.45 43
5.3 -6.45 44
6.1 -6.45 45
-10.7 -5.65 46
-9.9 -5.65 47
-9.1 -5.65 48
-8.3 -5.65 49
-7.5 -5.65 50
-6.7 -5.65 51
-5.9 -5.65 52
-5.1 -5.65 53
-4.3 -5.65 54
-3.5 -5.65 55
-2.7 -5.65 56
-1.9 -5.65 57
-1.1 -5.65 58
-0.3 -5.65 59
0.5 -5.65 60
1.3 -5.65 61
2.1 -5.65 62
2.9 -5.65 63
3.7 -5.65 64
4.5 -5.65 65
5.3 -5.65 66
6.1 -5.65 67
-10.7 -4.85 68
-9.9 -4.85 69
-9.1 -4.85 70
-8.3 -4.85 71
-7.5 -4.85 72
-6.7 -4.85 73
-5.9 -4.85 74
-5.1 -4.85 75
-4.3 -4.85 76
-3.5 -4.85 77
-2.7 -4.85 78
-1.9 -4.85 79
-1.1 -4.85 80
-0.3 -4.85 81
0.5 -4.85 82
1.3 -4.85 83
2.1 -4.85 84
2.9 -4.85 85
3.7 -4.85 86
4.5 -4.85 87
5.3 -4.85 88
6.1 -4.85 89
-10.7 -4.05 90
-9.9 -4.05 91
-9.1 -4.05 92
-8.3 -4.05 93
-7.5 -4.05 94
-6.7 -4.05 95
-5.9 -4.05 96
-5.1 -4.05 97
-4.3 -4.05 98
-3.5 -4.05 99
-2.7 -4.05 100
-1.9 -4.05 101
-1.1 -4.05 102
-0.3 -4.05 103
0.5 -4.05 104
1.3 -4.05 105
2.1 -4.05 106
2.9 -4.05 107
3.7 -4.05 108
4.5 -4.05 109
5.3 -4.05 110
6.1 -4.05 111
-10.7 -3.25 112
-9.9 -3.25 113
-9.1 -3.25 114
-8.3 -3.25 115
-7.5 -3.25 116
-6.7 -3.25 117
-5.9 -3.25 118
-5.1 -3.25 119
-4.3 -3.25 120
-3.5 -3.25 121
-2.7 -3.25 122
-1.9 -3.25 123
-1.1 -3.25 124
-0.3 -3.25 125
0.5 -3.25 126
1.3 -3.25 127
2.1 -3.25 128
2.9 -3.25 129
3.7 -3.25 130
4.5 -3.25 131
5.3 -3.25 132
6.1 -3.25 133
-10.7 -2.45 134
-9.9 -2.45 135
-9.1 -2.45 136
-8.3 -2.45 137
-7.5 -2.45 138
-6.7 -2.45 139
-5.9 -2.45 140
-5.1 -2.45 141
-4.3 -2.45 142
-3.5 -2.45 143
5.3 7.95 440
6.1 7.95 441
-10.7 8.75 442
-9.9 8.75 443
-9.1 8.75 444
-8.3 8.75 445
-7.5 8.75 446
-6.7 8.75 447
-5.9 8.75 448
-5.1 8.75 449
-4.3 8.75 450
-3.5 8.75 451
-2.7 8.75 452
-1.9 8.75 453
-1.1 8.75 454
-0.3 8.75 455
0.5 8.75 456
1.3 8.75 457
2.1 8.75 458
2.9 8.75 459
3.7 8.75 460
4.5 8.75 461
5.3 8.75 462
6.1 8.75 463
-10.7 9.55 464
-9.9 9.55 465
-9.1 9.55 466
-8.3 9.55 467
-7.5 9.55 468
-6.7 9.55 469
-5.9 9.55 470
-5.1 9.55 471
-4.3 9.55 472
-3.5 9.55 473
-2.7 9.55 474
-1.9 9.55 475
-1.1 9.55 476
-0.3 9.55 477
0.5 9.55 478
1.3 9.55 479
2.1 9.55 480
2.9 9.55 481
3.7 9.55 482
4.5 9.55 483
5.3 9.55 484
-2.7 -2.45 144
-1.9 -2.45 145
-1.1 -2.45 146
-0.3 -2.45 147
0.5 -2.45 148
1.3 -2.45 149
2.1 -2.45 150
2.9 -2.45 151
3.7 -2.45 152
4.5 -2.45 153
5.3 -2.45 154
6.1 -2.45 155
-10.7 -1.65 156
-9.9 -1.65 157
-9.1 -1.65 158
-8.3 -1.65 159
-7.5 -1.65 160
-6.7 -1.65 161
-5.9 -1.65 162
-5.1 -1.65 163
-4.3 -1.65 164
-3.5 -1.65 165
-2.7 -1.65 166
-1.9 -1.65 167
-1.1 -1.65 168
-0.3 -1.65 169
0.5 -1.65 170
1.3 -1.65 171
2.1 -1.65 172
2.9 -1.65 173
3.7 -1.65 174
4.5 -1.65 175
5.3 -1.65 176
6.1 -1.65 177
-10.7 -0.85 178
-9.9 -0.85 179
-9.1 -0.85 180
-8.3 -0.85 181
-7.5 -0.85 182
-6.7 -0.85 183
-5.9 -0.85 184
-5.1 -0.85 185
-4.3 -0.85 186
-3.5 -0.85 187
-2.7 -0.85 188
-1.9 -0.85 189
-1.1 -0.85 190
-0.3 -0.85 191
0.5 -0.85 192
1.3 -0.85 193
2.1 -0.85 194
2.9 -0.85 195
3.7 -0.85 196
4.5 -0.85 197
5.3 -0.85 198
6.1 -0.85 199
-10.7 -0.05 200
-9.9 -0.05 201
-9.1 -0.05 202
-8.3 -0.05 203
-7.5 -0.05 204
-6.7 -0.05 205
-5.9 -0.05 206
-5.1 -0.05 207
-4.3 -0.05 208
-3.5 -0.05 209
-2.7 -0.05 210
-1.9 -0.05 211
-1.1 -0.05 212
-0.3 -0.05 213
0.5 -0.05 214
1.3 -0.05 215
2.1 -0.05 216
2.9 -0.05 217
3.7 -0.05 218
4.5 -0.05 219
5.3 -0.05 220
6.1 -0.05 221
-10.7 0.75 222
-9.9 0.75 223
-9.1 0.75 224
-8.3 0.75 225
-7.5 0.75 226
-6.7 0.75 227
-5.9 0.75 228
-5.1 0.75 229
-4.3 0.75 230
-3.5 0.75 231
-2.7 0.75 232
-1.9 0.75 233
-1.1 0.75 234
-0.3 0.75 235
0.5 0.75 236
1.3 0.75 237
2.1 0.75 238
2.9 0.75 239
3.7 0.75 240
4.5 0.75 241
5.3 0.75 242
6.1 0.75 243
-10.7 1.55 244
-9.9 1.55 245
-9.1 1.55 246
-8.3 1.55 247
-7.5 1.55 248
-6.7 1.55 249
-5.9 1.55 250
-5.1 1.55 251
-4.3 1.55 252
-3.5 1.55 253
-2.7 1.55 254
-1.9 1.55 255
-1.1 1.55 256
-0.3 1.55 257
0.5 1.55 258
1.3 1.55 259
2.1 1.55 260
2.9 1.55 261
3.7 1.55 262
4.5 1.55 263
5.3 1.55 264
6.1 1.55 265
-10.7 2.35 266
-9.9 2.35 267
-9.1 2.35 268
-8.3 2.35 269
-7.5 2.35 270
-6.7 2.35 271
-5.9 2.35 272
-5.1 2.35 273
-4.3 2.35 274
-3.5 2.35 275
-2.7 2.35 276
-1.9 2.35 277
-1.1 2.35 278
-0.3 2.35 279
0.5 2.35 280
1.3 2.35 281
2.1 2.35 282
2.9 2.35 283
3.7 2.35 284
4.5 2.35 285
5.3 2.35 286
6.1 2.35 287
-10.7 3.15 288
-9.9 3.15 289
-9.1 3.15 290
-8.3 3.15 291
-7.5 3.15 292
-6.7 3.15 293
-5.9 3.15 294
-5.1 3.15 295
-4.3 3.15 296
-3.5 3.15 297
-2.7 3.15 298
-1.9 3.15 299
-1.1 3.15 300
-0.3 3.15 301
0.5 3.15 302
1.3 3.15 303
2.1 3.15 304
2.9 3.15 305
3.7 3.15 306
4.5 3.15 307
5.3 3.15 308
6.1 3.15 309
-10.7 3.95 310
-9.9 3.95 311
-9.1 3.95 312
-8.3 3.95 313
-7.5 3.95 314
-6.7 3.95 315
-5.9 3.95 316
-5.1 3.95 317
-4.3 3.95 318
-3.5 3.95 319
-2.7 3.95 320
-1.9 3.95 321
-1.1 3.95 322
-0.3 3.95 323
0.5 3.95 324
1.3 3.95 325
2.1 3.95 326
2.9 3.95 327
3.7 3.95 328
4.5 3.95 329
5.3 3.95 330
6.1 3.95 331
-10.7 4.75 332
-9.9 4.75 333
-9.1 4.75 334
-8.3 4.75 335
-7.5 4.75 336
-6.7 4.75 337
-5.9 4.75 338
-5.1 4.75 339
-4.3 4.75 340
-3.5 4.75 341
-2.7 4.75 342
-1.9 4.75 343
-1.1 4.75 344
-0.3 4.75 345
0.5 4.75 346
1.3 4.75 347
2.1 4.75 348
2.9 4.75 349
3.7 4.75 350
4.5 4.75 351
5.3 4.75 352
6.1 4.75 353
-10.7 5.55 354
-9.9 5.55 355
-9.1 5.55 356
-8.3 5.55 357
-7.5 5.55 358
-6.7 5.55 359
-5.9 5.55 360
-5.1 5.55 361
-4.3 5.55 362
-3.5 5.55 363
-2.7 5.55 364
-1.9 5.55 365
-1.1 5.55 366
-0.3 5.55 367
0.5 5.55 368
1.3 5.55 369
2.1 5.55 370
2.9 5.55 371
3.7 5.55 372
4.5 5.55 373
5.3 5.55 374
6.1 5.55 375
-10.7 6.35 376
-9.9 6.35 377
-9.1 6.35 378
-8.3 6.35 379
-7.5 6.35 380
-6.7 6.35 381
-5.9 6.35 382
-5.1 6.35 383
-4.3 6.35 384
-3.5 6.35 385
-2.7 6.35 386
-1.9 6.35 387
-1.1 6.35 388
-0.3 6.35 389
0.5 6.35 390
1.3 6.35 391
2.1 6.35 392
2.9 6.35 393
3.7 6.35 394
4.5 6.35 395
5.3 6.35 396
6.1 6.35 397
-10.7 7.15 398
-9.9 7.15 399
-9.1 7.15 400
-8.3 7.15 401
-7.5 7.15 402
-6.7 7.15 403
-5.9 7.15 404
-5.1 7.15 405
-4.3 7.15 406
-3.5 7.15 407
-2.7 7.15 408
-1.9 7.15 409
-1.1 7.15 410
-0.3 7.15 411
0.5 7.15 412
1.3 7.15 413
2.1 7.15 414
2.9 7.15 415
3.7 7.15 416
4.5 7.15 417
5.3 7.15 418
6.1 7.15 419
-10.7 7.95 420
-9.9 7.95 421
-9.1 7.95 422
-8.3 7.95 423
-7.5 7.95 424
-6.7 7.95 425
-5.9 7.95 426
-5.1 7.95 427
-4.3 7.95 428
-3.5 7.95 429
-2.7 7.95 430
-1.9 7.95 431
-1.1 7.95 432
-0.3 7.95 433
0.5 7.95 434
1.3 7.95 435
2.1 7.95 436
2.9 7.95 437
3.7 7.95 438
4.5 7.95 439
