0.1779749895,-2.0444114721,-0.0299843449,-1.740865759,-0.333399383,-1.8773122726,-0.4055335898,-2.1725772661
0.1300406782,-1.6543744012,-0.2351166215,-1.5037108145,-1.033189676,-1.8090801366,-0.5714822216,-1.6888004221
0.31740981,-2.0601635821,0.0468480231,-1.8597953262,-0.4414592362,-2.1883523141,-0.328037359,-1.868229097
0.0754600118,-1.7761571921,-0.7121372679,-1.6447837089,-0.5652042954,-2.0186192813,-1.0343336795,-1.8197932006
-0.1348959358,-1.5334559146,-0.7801319189,-1.5666226555,-0.4779670044,-1.8346380469,-0.486936479,-1.4217771847
0.2907358364,-1.5153370699,-0.314689711,-1.3747504841,-0.0207193025,-1.6102083232,-0.3803771059,-1.7394823489
0.327729673,-1.5182025522,0.1307764577,-1.2524381586,-0.1140759394,-1.8989116933,-0.2717985122,-1.570659692
0.3257436662,-1.7416027078,0.0881260737,-1.5121716511,-0.0304973605,-1.9190282001,-0.4074455309,-1.7840005223
0.2376730714,-1.7484655091,-0.0585602322,-1.543193925,-0.557072424,-2.0183960457,-0.6145345938,-1.6610832819
0.3072515079,-1.5634464814,-0.0089514417,-1.3676891279,-0.0908004505,-1.7629400355,-0.4338166126,-1.616987156
0.3308337938,-1.5214741932,-0.046301671,-1.3978415658,-0.2785763339,-1.8101954931,-0.5461260693,-1.5627434529
0.0333384457,-1.7643019896,-0.2236331558,-1.5577952413,-0.482826043,-2.0807430397,-0.5607898337,-1.7366985742
0.329434929,-1.5155330735,0.0914719529,-1.2860680223,0.0119857177,-1.7468051368,-0.3192185984,-1.5829435607
-0.0178740669,-1.824129368,-0.9481019992,-1.7124228109,-0.64403998,-1.8283703116,-0.6055702864,-2.1257618942
0.2619421485,-1.5297075141,-0.189765722,-1.3852216105,-0.1446907945,-1.777604515,-0.4942711538,-1.6109293455
0.1857495474,-1.6258524381,-0.4191538851,-1.4957462311,-0.6609994216,-1.8023346548,-0.3553580593,-1.8798444079
0.203811104,-1.9227746122,-0.1533681208,-1.670806523,-0.3091841544,-2.1778731258,-0.4037818911,-1.8679555703
0.2101925196,-1.5192832277,-0.16263169,-1.3969842128,-0.6383149101,-1.5438348944,-0.55103231,-1.8532606221
0.2906818166,-1.8836723392,0.0185936472,-1.6571565323,-0.1437027447,-2.1050088359,-0.3690541869,-1.816829784
