size	ver	log	param	vari.	rollback	rollback	standard	size_r	mean:	f1	f2	f3	var:	f1	f2	f3
0.5	x	[log]	b	x0.2	rollback	100.csv	0.045	0.549019607843137subset's	mean:	-0.244838883	-0.536113078	-0.522733378	var:	0.009146864	0.004374499	0.010889078
0.5	y	[log]	b	x0.2	rollback	100.csv	0.045	0.549019607843137subset's	mean:	0.134459311	-0.144996533	0.001282784	var:	0.000331811	0.004368436	0.002632582
0.5	x	[log]	b	x0.2	rollback	120.csv	0.07	0.58subset's	mean:	-0.224428512	-0.519078826	-0.508016321	var:	0.016337863	0.012102909	0.017919348
0.5	y	[log]	b	x0.2	rollback	120.csv	0.07	0.58subset's	mean:	0.14548639	-0.154117694	0.005127641	var:	0.000770531	0.003903007	0.002931106
0.5	x	[log]	b	x0.2	rollback	140.csv	0.05125	0.529411764705882subset's	mean:	-0.19356722	-0.497517951	-0.523849362	var:	0.026205065	0.012714668	0.008507422
0.5	y	[log]	b	x0.2	rollback	140.csv	0.05125	0.529411764705882subset's	mean:	0.147253521	-0.170056374	-0.0310996	var:	0.000941253	0.002540332	0.0069311
0.5	x	[log]	b	x0.2	rollback	160.csv	0.045	0.588235294117647subset's	mean:	-0.32482096	-0.410663887	-0.57559258	var:	0.030164812	0.077140537	0.012773293
0.5	y	[log]	b	x0.2	rollback	160.csv	0.045	0.588235294117647subset's	mean:	0.145793404	-0.140528665	-0.047010663	var:	0.001121633	0.008168107	0.001549165
0.5	x	[log]	b	x0.2	rollback	180.csv	0.03875	0.571428571428571subset's	mean:	-0.284625287	-0.520859567	-0.567023957	var:	0.012911239	0.055631005	0.005789746
0.5	y	[log]	b	x0.2	rollback	180.csv	0.03875	0.571428571428571subset's	mean:	0.135025157	-0.148589223	-0.041780257	var:	0.000597174	0.002940994	0.001266111
0.5	x	[log]	b	x0.2	rollback	20.csv	0.01375	0.52subset's	mean:	-0.154329586	-0.450683559	-0.489941759	var:	0.006105498	0.005927641	0.010423635
0.5	y	[log]	b	x0.2	rollback	20.csv	0.01375	0.52subset's	mean:	0.15402366	-0.201770194	-0.063635862	var:	0.000595667	3.83E-05	0.006332627
0.5	x	[log]	b	x0.2	rollback	200.csv	0.045	0.591836734693878subset's	mean:	-0.302516009	-0.595186953	-0.564871635	var:	0.01112297	0.038535594	0.006293555
0.5	y	[log]	b	x0.2	rollback	200.csv	0.045	0.591836734693878subset's	mean:	0.133909862	-0.109293752	-0.063091236	var:	0.000723743	0.005181466	0.007960736
0.5	x	[log]	b	x0.2	rollback	220.csv	0.0325	0.54subset's	mean:	-0.237291616	-0.598726545	-0.570173595	var:	0.045587672	0.001765008	0.004687335
0.5	y	[log]	b	x0.2	rollback	220.csv	0.0325	0.54subset's	mean:	0.139296448	-0.011488517	-0.045431795	var:	0.000817863	0.001194144	0.004546658
0.5	x	[log]	b	x0.2	rollback	240.csv	0.045	0.530612244897959subset's	mean:	-0.358334044	-0.760387452	-0.541070459	var:	0.019184742	0.025302154	0.002033541
0.5	y	[log]	b	x0.2	rollback	240.csv	0.045	0.530612244897959subset's	mean:	0.12774174	-0.173558543	-0.021173628	var:	0.000944471	0.001836001	0.002391294
0.5	x	[log]	b	x0.2	rollback	40.csv	0.02	0.6subset's	mean:	-0.154318067	-0.515396214	-0.417481678	var:	0.00656812	0.001029769	0.006799391
0.5	y	[log]	b	x0.2	rollback	40.csv	0.02	0.6subset's	mean:	0.153907015	-0.174608663	-0.014312932	var:	0.000722471	0.001274184	0.00267455
0.5	x	[log]	b	x0.2	rollback	60.csv	0.02625	0.6subset's	mean:	-0.192131421	-0.509971602	-0.524368343	var:	0.010667159	0.001682957	0.018634985
0.5	y	[log]	b	x0.2	rollback	60.csv	0.02625	0.6subset's	mean:	0.147929988	-0.17559989	-0.011703333	var:	0.000714331	0.001050228	0.000917115
0.5	x	[log]	b	x0.2	rollback	80.csv	0.016875	0.58subset's	mean:	-0.158284382	-0.499900436	-0.510248106	var:	0.006331691	0.001644031	9.86E-05
0.5	y	[log]	b	x0.2	rollback	80.csv	0.016875	0.58subset's	mean:	0.152796511	-0.198231466	0.005479285	var:	0.000700459	5.82E-05	7.36E-05
0.5	x	[log]	b	x2.0	rollback	0.csv	0.010625	0.546875subset's	mean:	-0.049468127	-0.414564369	-0.507085087	var:	0.004192977	0.000707859	0.000831503
0.5	y	[log]	b	x2.0	rollback	0.csv	0.010625	0.546875subset's	mean:	0.255656739	-0.240853916	0.034886896	var:	0.000171647	0.000191447	0.000397096
0.5	x	[log]	b	x2.0	rollback	100.csv	0.010625	0.551724137931034subset's	mean:	-0.11213362	-0.461757536	-0.498775132	var:	0.005348577	0.000763352	0.000529231
0.5	y	[log]	b	x2.0	rollback	100.csv	0.010625	0.551724137931034subset's	mean:	0.235155481	-0.243723374	0.036954027	var:	0.001395837	0.000406011	0.000505295
0.5	x	[log]	b	x2.0	rollback	120.csv	0.010625	0.523076923076923subset's	mean:	-0.118149151	-0.451598316	-0.499338475	var:	0.004816475	0.000288496	0.000336245
0.5	y	[log]	b	x2.0	rollback	120.csv	0.010625	0.523076923076923subset's	mean:	0.233409792	-0.240378527	0.046288212	var:	0.001415475	0.000347488	0.000362238
0.5	x	[log]	b	x2.0	rollback	140.csv	0.010625	0.6subset's	mean:	-0.102816713	-0.43176026	-0.501818059	var:	0.007031391	0.000339752	0.001669953
0.5	y	[log]	b	x2.0	rollback	140.csv	0.010625	0.6subset's	mean:	0.234548921	-0.243759602	0.032521133	var:	0.001581203	0.000324123	0.000541778
0.5	x	[log]	b	x2.0	rollback	160.csv	0.0075	0.507692307692308subset's	mean:	-0.071907559	-0.441524832	-0.447777455	var:	0.007838243	0.001413003	0.000111163
0.5	y	[log]	b	x2.0	rollback	160.csv	0.0075	0.507692307692308subset's	mean:	0.243995989	-0.232214433	0.065054031	var:	0.001222948	0.000238607	0.000410864
0.5	x	[log]	b	x2.0	rollback	180.csv	0.0090625	0.546875subset's	mean:	-0.047495287	-0.418686712	-0.487573651	var:	0.005079825	0.000424208	0.002600907
0.5	y	[log]	b	x2.0	rollback	180.csv	0.0090625	0.546875subset's	mean:	0.254471416	-0.242074705	0.036611718	var:	0.000464024	0.000192645	0.000358972
0.5	x	[log]	b	x2.0	rollback	20.csv	0.02	0.6subset's	mean:	-0.182898776	-0.475730021	-0.426232567	var:	0.007290718	0.00388543	0.002005547
0.5	y	[log]	b	x2.0	rollback	20.csv	0.02	0.6subset's	mean:	0.187350305	-0.243546944	-0.015839531	var:	0.003068417	0.000589157	0.010357507
0.5	x	[log]	b	x2.0	rollback	200.csv	0.0075	0.5subset's	mean:	-0.055352907	-0.390722909	-0.511484609	var:	0.007551183	0.000410491	0.001386247
0.5	y	[log]	b	x2.0	rollback	200.csv	0.0075	0.5subset's	mean:	0.249533093	-0.243057257	0.032113412	var:	0.000917098	7.20E-05	0.000625741
0.5	x	[log]	b	x2.0	rollback	220.csv	0.0090625	0.515625subset's	mean:	-0.043733546	-0.40209077	-0.482814139	var:	0.004756762	0.000520948	0.001710273
0.5	y	[log]	b	x2.0	rollback	220.csv	0.0090625	0.515625subset's	mean:	0.255537037	-0.24207722	0.036220328	var:	0.000356775	9.03E-05	0.000504415
0.5	x	[log]	b	x2.0	rollback	240.csv	0.010625	0.5625subset's	mean:	-0.072240845	-0.424460155	-0.508524786	var:	0.006187893	0.000536486	0.001631442
0.5	y	[log]	b	x2.0	rollback	240.csv	0.010625	0.5625subset's	mean:	0.24659454	-0.243175269	0.026688763	var:	0.000732753	0.00013996	0.000273898
0.5	x	[log]	i	x0.2	rollback	0.csv	0.01375	0.58974358974359subset's	mean:	0.098527671	-0.412886161	-0.398514507	var:	0.002557345	0.000221071	0.0010982
0.5	y	[log]	i	x0.2	rollback	0.csv	0.01375	0.58974358974359subset's	mean:	0.160278136	-0.138967814	0.008180773	var:	2.29E-05	0.000747317	0.000498125
0.5	x	[log]	i	x0.2	rollback	100.csv	0.010625	0.564102564102564subset's	mean:	0.015062728	-0.494970052	-0.403154996	var:	0.000773599	2.27E-05	0.00127531
0.5	y	[log]	i	x0.2	rollback	100.csv	0.010625	0.564102564102564subset's	mean:	0.159955242	-0.104473966	0.017501541	var:	7.85E-06	1.29E-05	0.000802305
0.5	x	[log]	i	x0.2	rollback	120.csv	0.01375	0.538461538461538subset's	mean:	0.035335274	-0.440268576	-0.388074739	var:	0.001041277	0.001402222	0.002248892
0.5	y	[log]	i	x0.2	rollback	120.csv	0.01375	0.538461538461538subset's	mean:	0.160825925	-0.156283935	0.001747774	var:	6.04E-06	0.000554311	0.000463805
0.5	x	[log]	i	x0.2	rollback	140.csv	0.01375	0.552631578947368subset's	mean:	0.143639349	-0.409331374	-0.383273048	var:	0.006322659	0.000327678	0.001241113
0.5	y	[log]	i	x0.2	rollback	140.csv	0.01375	0.552631578947368subset's	mean:	0.161164492	-0.142578993	0.018960673	var:	3.47E-05	0.000953098	0.000674562
0.5	x	[log]	i	x0.2	rollback	160.csv	0.01375	0.526315789473684subset's	mean:	0.103432634	-0.42955893	-0.40282729	var:	0.002945102	0.000251874	0.000513644
0.5	y	[log]	i	x0.2	rollback	160.csv	0.01375	0.526315789473684subset's	mean:	0.161540202	-0.12681053	-0.003012107	var:	2.29E-05	0.001712392	4.83E-05
0.5	x	[log]	i	x0.2	rollback	180.csv	0.0090625	0.538461538461538subset's	mean:	0.099476037	-0.415041685	-0.414620754	var:	0.005027618	2.83E-05	0.001062657
0.5	y	[log]	i	x0.2	rollback	180.csv	0.0090625	0.538461538461538subset's	mean:	0.160736154	-0.169136041	-0.001471795	var:	3.28E-05	0.000107577	0.000400074
0.5	x	[log]	i	x0.2	rollback	20.csv	0.02	0.6subset's	mean:	-0.166575374	-0.471621195	-0.450549506	var:	0.005395995	0.006198617	0.008725769
0.5	y	[log]	i	x0.2	rollback	20.csv	0.02	0.6subset's	mean:	0.141564861	-0.167826548	-0.036950737	var:	0.000275991	0.000275654	0.000577555
0.5	x	[log]	i	x0.2	rollback	200.csv	0.00984375	0.512820512820513subset's	mean:	0.079563971	-0.414022887	-0.396465841	var:	0.003874788	2.49E-05	0.001993753
0.5	y	[log]	i	x0.2	rollback	200.csv	0.00984375	0.512820512820513subset's	mean:	0.159692167	-0.167863371	0.014723145	var:	1.98E-05	0.000101631	0.000855766
0.5	x	[log]	i	x0.2	rollback	220.csv	0.01296875	0.512820512820513subset's	mean:	0.100478588	-0.412927413	-0.39609396	var:	0.005072379	8.63E-05	0.001272218
0.5	y	[log]	i	x0.2	rollback	220.csv	0.01296875	0.512820512820513subset's	mean:	0.16142426	-0.160860953	0.017699505	var:	1.79E-05	0.000225959	0.000921869
0.5	x	[log]	i	x0.2	rollback	240.csv	0.0121875	0.552631578947368subset's	mean:	0.088726894	-0.416569478	-0.418571902	var:	0.003170826	4.90E-05	0.00088003
0.5	y	[log]	i	x0.2	rollback	240.csv	0.0121875	0.552631578947368subset's	mean:	0.160072283	-0.160022302	-0.000889873	var:	1.96E-05	0.000285334	0.000497745
0.5	x	[log]	i	x0.2	rollback	40.csv	0.016875	0.55subset's	mean:	-0.178519438	-0.505897583	-0.418316767	var:	0.007115913	0.000527135	0.002899647
0.5	y	[log]	i	x0.2	rollback	40.csv	0.016875	0.55subset's	mean:	0.139837437	-0.140363037	-0.01980077	var:	0.000209563	0.000274844	0.000259123
0.5	x	[log]	i	x0.2	rollback	60.csv	0.0059375	0.55subset's	mean:	-0.020441601	-0.348101476	NaN	var:	0.001393048	1.43E-06	NA
0.5	y	[log]	i	x0.2	rollback	60.csv	0.0059375	0.55subset's	mean:	0.157147885	-0.163710097	NaN	var:	1.72E-05	4.23E-06	NA
0.5	x	[log]	i	x0.2	rollback	80.csv	0.01375	0.575subset's	mean:	0.005828967	-0.408160743	-0.419064492	var:	0.000925945	0.000557832	0.002440605
0.5	y	[log]	i	x0.2	rollback	80.csv	0.01375	0.575subset's	mean:	0.159704236	-0.1624022	-0.012684098	var:	1.17E-05	0.000142626	0.000325898
0.5	x	[log]	i	x2.0	rollback	0.csv	0.07	0.571428571428571subset's	mean:	-0.40066208	-0.42083165	-0.563848863	var:	0.121097081	0.146609541	0.009470378
0.5	y	[log]	i	x2.0	rollback	0.csv	0.07	0.571428571428571subset's	mean:	0.096402832	-0.313053438	-0.166559822	var:	0.04376828	0.005575004	0.010612563
0.5	x	[log]	i	x2.0	rollback	100.csv	0.07	0.6subset's	mean:	-0.53633699	-0.387680524	-0.54881285	var:	0.201252543	0.010093587	0.064119091
0.5	y	[log]	i	x2.0	rollback	100.csv	0.07	0.6subset's	mean:	0.033050347	-0.273680488	-0.140111953	var:	0.030700616	0.010686563	0.014949174
0.5	x	[log]	i	x2.0	rollback	120.csv	0.0825	0.5subset's	mean:	-0.581338601	-0.321324657	-0.508663685	var:	0.124955739	0.041528574	0.067026051
0.5	y	[log]	i	x2.0	rollback	120.csv	0.0825	0.5subset's	mean:	0.030043696	-0.225768847	-0.149867334	var:	0.025965373	0.018064972	0.015594962
0.5	x	[log]	i	x2.0	rollback	140.csv	0.0825	0.507936507936508subset's	mean:	-0.192278479	-0.403531212	-0.56545541	var:	0.143815795	0.01899743	0.075445315
0.5	y	[log]	i	x2.0	rollback	140.csv	0.0825	0.507936507936508subset's	mean:	0.076251011	-0.205698284	-0.117030368	var:	0.044333821	0.014138629	0.013814729
0.5	x	[log]	i	x2.0	rollback	160.csv	0.060625	0.53968253968254subset's	mean:	-0.521432286	-0.545708553	-0.502356617	var:	0.04993783	0.155736105	0.053565046
0.5	y	[log]	i	x2.0	rollback	160.csv	0.060625	0.53968253968254subset's	mean:	0.060027949	-0.329012776	-0.202414192	var:	0.010959752	0.006418441	0.009225036
0.5	x	[log]	i	x2.0	rollback	180.csv	0.0575	0.596774193548387subset's	mean:	-0.546191018	-0.791749543	-0.570207132	var:	0.042620865	0.207635288	0.012319532
0.5	y	[log]	i	x2.0	rollback	180.csv	0.0575	0.596774193548387subset's	mean:	0.023427855	-0.192410972	-0.199915806	var:	0.010666329	0.054354248	0.005952839
0.5	x	[log]	i	x2.0	rollback	20.csv	0.023125	0.553846153846154subset's	mean:	-0.214192855	-0.476773267	-0.497501721	var:	0.005206717	0.00421123	0.004709776
0.5	y	[log]	i	x2.0	rollback	20.csv	0.023125	0.553846153846154subset's	mean:	0.21176753	-0.292902955	0.031260546	var:	0.016082921	0.000529837	0.007237446
0.5	x	[log]	i	x2.0	rollback	200.csv	0.0575	0.6subset's	mean:	-0.563539475	-1.050205846	-0.535403698	var:	0.061661404	0.052160578	0.009134703
0.5	y	[log]	i	x2.0	rollback	200.csv	0.0575	0.6subset's	mean:	0.021522531	-0.384397536	-0.202752521	var:	0.021001876	0.011982404	0.008603123
0.5	x	[log]	i	x2.0	rollback	220.csv	0.07	0.569230769230769subset's	mean:	-0.536797397	-0.675538507	-0.553513151	var:	0.061192108	0.203495799	0.016834931
0.5	y	[log]	i	x2.0	rollback	220.csv	0.07	0.569230769230769subset's	mean:	0.02462075	-0.292077332	-0.182052113	var:	0.02191835	0.038119166	0.006675799
0.5	x	[log]	i	x2.0	rollback	240.csv	0.07	0.5subset's	mean:	-0.465093526	-0.460388014	-0.552789575	var:	0.035174011	0.06666343	0.019860117
0.5	y	[log]	i	x2.0	rollback	240.csv	0.07	0.5subset's	mean:	0.049415239	-0.340469993	-0.177225495	var:	0.018447636	0.004014879	0.008578086
0.5	x	[log]	i	x2.0	rollback	40.csv	0.0325	0.553846153846154subset's	mean:	-0.223894619	-0.533698464	-0.498140504	var:	0.010592377	0.008925108	0.010669488
0.5	y	[log]	i	x2.0	rollback	40.csv	0.0325	0.553846153846154subset's	mean:	0.229407618	-0.302076185	0.025284999	var:	0.006443581	0.008468898	0.006165374
0.5	x	[log]	i	x2.0	rollback	60.csv	0.0325	0.6subset's	mean:	-0.2917437	-0.570390693	-0.585241401	var:	0.003403742	0.002858614	0.012199774
0.5	y	[log]	i	x2.0	rollback	60.csv	0.0325	0.6subset's	mean:	0.124662107	-0.298834739	0.009782027	var:	0.019620846	0.023023504	0.006500491
0.5	x	[log]	i	x2.0	rollback	80.csv	0.02	0.553846153846154subset's	mean:	-0.296776182	-0.560777998	-0.599016917	var:	0.005207223	0.002281381	0.001912118
0.5	y	[log]	i	x2.0	rollback	80.csv	0.02	0.553846153846154subset's	mean:	0.100691324	-0.350757159	-0.0176405	var:	0.033139977	0.003393964	0.001419937
0.5	x	[log]	r	x0.2	rollback	0.csv	0.0059375	0.515625subset's	mean:	0.018391816	-0.444011991	-0.440619671	var:	0.008174512	0.000340182	0.001183423
0.5	y	[log]	r	x0.2	rollback	0.csv	0.0059375	0.515625subset's	mean:	0.188139984	-0.18506121	0.013645295	var:	0.000190948	0.000150117	7.59E-06
0.5	x	[log]	r	x0.2	rollback	100.csv	0.004765625	0.515625subset's	mean:	-0.042706637	-0.47763716	NaN	var:	0.002281396	NA	NA
0.5	y	[log]	r	x0.2	rollback	100.csv	0.004765625	0.515625subset's	mean:	0.185336322	-0.19455619	NaN	var:	0.000163146	NA	NA
0.5	x	[log]	r	x0.2	rollback	120.csv	0.0075	0.53125subset's	mean:	-0.024473754	-0.480382705	-0.333842667	var:	0.000990852	0.00033718	NA
0.5	y	[log]	r	x0.2	rollback	120.csv	0.0075	0.53125subset's	mean:	0.189573018	-0.178961839	0.007765416	var:	3.88E-05	0.000914657	NA
0.5	x	[log]	r	x0.2	rollback	140.csv	0.010625	0.555555555555556subset's	mean:	0.053884806	-0.454579442	-0.381978103	var:	0.007003851	0.000344179	0.001715936
0.5	y	[log]	r	x0.2	rollback	140.csv	0.010625	0.555555555555556subset's	mean:	0.191991665	-0.180677433	0.017601324	var:	3.09E-05	0.000805607	9.27E-05
0.5	x	[log]	r	x0.2	rollback	160.csv	0.010625	0.5625subset's	mean:	0.037408209	-0.46630328	-0.391817033	var:	0.006606699	0.000421335	0.001893007
0.5	y	[log]	r	x0.2	rollback	160.csv	0.010625	0.5625subset's	mean:	0.191244859	-0.184355469	0.018647212	var:	2.50E-05	0.000330124	3.55E-05
0.5	x	[log]	r	x0.2	rollback	180.csv	0.0075	0.515625subset's	mean:	0.029496025	-0.456367874	-0.418320552	var:	0.003556831	0.00020919	2.48E-05
0.5	y	[log]	r	x0.2	rollback	180.csv	0.0075	0.515625subset's	mean:	0.193127776	-0.163360231	0.018108207	var:	2.03E-05	0.000468876	7.25E-06
0.5	x	[log]	r	x0.2	rollback	20.csv	0.01375	0.6subset's	mean:	-0.186282868	-0.486969418	-0.408168252	var:	0.005810357	0.002223193	0.005380531
0.5	y	[log]	r	x0.2	rollback	20.csv	0.01375	0.6subset's	mean:	0.143596106	-0.184231508	-0.038237391	var:	0.00058825	0.001719352	0.00394703
0.5	x	[log]	r	x0.2	rollback	200.csv	0.0075	0.59375subset's	mean:	0.033946861	-0.456122979	-0.449142649	var:	0.005477254	0.000246379	0.000589909
0.5	y	[log]	r	x0.2	rollback	200.csv	0.0075	0.59375subset's	mean:	0.191477581	-0.1681665	0.013635028	var:	2.93E-05	0.000236574	9.40E-06
0.5	x	[log]	r	x0.2	rollback	220.csv	0.0090625	0.578125subset's	mean:	0.043976269	-0.453384395	-0.413589444	var:	0.005549635	0.00032915	0.000778083
0.5	y	[log]	r	x0.2	rollback	220.csv	0.0090625	0.578125subset's	mean:	0.192520276	-0.183887827	0.016167952	var:	5.61E-05	0.000437312	0.000109593
0.5	x	[log]	r	x0.2	rollback	240.csv	0.0090625	0.578125subset's	mean:	0.045516559	-0.446620818	-0.439988744	var:	0.005341978	0.000448499	0.001276097
0.5	y	[log]	r	x0.2	rollback	240.csv	0.0090625	0.578125subset's	mean:	0.192168647	-0.193290531	0.008724046	var:	2.55E-05	0.000141701	0.000102584
0.5	x	[log]	r	x0.2	rollback	40.csv	0.010625	0.507692307692308subset's	mean:	-0.181167704	-0.51588903	-0.38373941	var:	0.007552004	0.00018498	0.003364433
0.5	y	[log]	r	x0.2	rollback	40.csv	0.010625	0.507692307692308subset's	mean:	0.147718664	-0.185504725	-0.003197198	var:	0.000530274	0.001024359	3.20E-06
0.5	x	[log]	r	x0.2	rollback	60.csv	0.00671875	0.546875subset's	mean:	-0.054022957	-0.490823951	-0.389142386	var:	0.002079296	0.000688481	0.000588632
0.5	y	[log]	r	x0.2	rollback	60.csv	0.00671875	0.546875subset's	mean:	0.182395789	-0.160086226	0.003944398	var:	0.000145676	0.000760572	1.34E-05
0.5	x	[log]	r	x0.2	rollback	80.csv	0.0075	0.5625subset's	mean:	-0.033861243	-0.461526337	-0.412508508	var:	0.00186499	0.000810759	0.001301059
0.5	y	[log]	r	x0.2	rollback	80.csv	0.0075	0.5625subset's	mean:	0.187841055	-0.194700855	0.003563415	var:	0.000116629	1.31E-05	4.49E-05
0.5	x	[log]	r	x2.0	rollback	0.csv	0.0325	0.53125subset's	mean:	-0.200273193	-0.394211343	-0.582754614	var:	0.009615467	0.017125482	0.00342554
0.5	y	[log]	r	x2.0	rollback	0.csv	0.0325	0.53125subset's	mean:	0.165419618	-0.106071749	-0.127469959	var:	0.002669289	0.010493375	0.006019274
0.5	x	[log]	r	x2.0	rollback	100.csv	0.0325	0.6subset's	mean:	-0.220039363	-0.427711849	-0.609899222	var:	0.012100209	0.007520773	0.00893678
0.5	y	[log]	r	x2.0	rollback	100.csv	0.0325	0.6subset's	mean:	0.15785804	-0.2040678	-0.033252109	var:	0.002601635	0.003212139	0.001522875
0.5	x	[log]	r	x2.0	rollback	120.csv	0.0325	0.5625subset's	mean:	-0.222880074	-0.406203398	-0.62727807	var:	0.016029141	0.011626003	0.010176623
0.5	y	[log]	r	x2.0	rollback	120.csv	0.0325	0.5625subset's	mean:	0.160165837	-0.206975527	-0.04456683	var:	0.00306627	0.000999197	0.001706426
0.5	x	[log]	r	x2.0	rollback	140.csv	0.0325	0.5625subset's	mean:	-0.194439779	-0.346094345	-0.633706411	var:	0.013102805	0.009813349	0.009744443
0.5	y	[log]	r	x2.0	rollback	140.csv	0.0325	0.5625subset's	mean:	0.16788927	-0.193068041	-0.04168641	var:	0.003140682	0.00080637	0.001935586
0.5	x	[log]	r	x2.0	rollback	160.csv	0.02625	0.571428571428571subset's	mean:	-0.208751375	-0.299335055	-0.554111379	var:	0.01342905	0.026079325	0.000495432
0.5	y	[log]	r	x2.0	rollback	160.csv	0.02625	0.571428571428571subset's	mean:	0.1579391	-0.182397401	-0.072103302	var:	0.00543152	0.00033719	0.008640975
0.5	x	[log]	r	x2.0	rollback	180.csv	0.02	0.507936507936508subset's	mean:	-0.234145608	-0.585545887	-0.489703615	var:	0.009780957	NA	0.00276348
0.5	y	[log]	r	x2.0	rollback	180.csv	0.02	0.507936507936508subset's	mean:	0.144312619	-0.239543047	-0.142358367	var:	0.003006703	NA	0.00600149
0.5	x	[log]	r	x2.0	rollback	20.csv	0.016875	0.538461538461538subset's	mean:	-0.156801733	-0.481148485	-0.466922559	var:	0.007008109	0.003824669	0.006112463
0.5	y	[log]	r	x2.0	rollback	20.csv	0.016875	0.538461538461538subset's	mean:	0.171248436	-0.178817423	-0.051127186	var:	0.005533358	0.006061067	0.015763207
0.5	x	[log]	r	x2.0	rollback	200.csv	0.02	0.515625subset's	mean:	-0.222373049	-0.482528516	-0.548043125	var:	0.009283016	0.013066813	6.16E-06
0.5	y	[log]	r	x2.0	rollback	200.csv	0.02	0.515625subset's	mean:	0.153976031	-0.193812881	-0.056993266	var:	0.002142562	0.000327933	6.60E-05
0.5	x	[log]	r	x2.0	rollback	220.csv	0.02625	0.587301587301587subset's	mean:	-0.247452656	-0.587578167	-0.586035809	var:	0.01015499	0.021735121	0.005099059
0.5	y	[log]	r	x2.0	rollback	220.csv	0.02625	0.587301587301587subset's	mean:	0.146946613	-0.228768251	-0.063867829	var:	0.002323708	0.000541265	0.003617097
0.5	x	[log]	r	x2.0	rollback	240.csv	0.02625	0.578125subset's	mean:	-0.218455039	-0.404652089	-0.572606297	var:	0.009140136	0.04760333	0.003530427
0.5	y	[log]	r	x2.0	rollback	240.csv	0.02625	0.578125subset's	mean:	0.147910865	-0.169703637	-0.096126542	var:	0.00274357	0.008238165	0.007144973
0.5	x	[log]	r	x2.0	rollback	40.csv	0.0121875	0.538461538461538subset's	mean:	-0.176715969	-0.445256845	-0.548698272	var:	0.006588116	0.003335105	2.33E-05
0.5	y	[log]	r	x2.0	rollback	40.csv	0.0121875	0.538461538461538subset's	mean:	0.159657504	-0.229513477	0.026672585	var:	0.005263443	7.51E-05	1.35E-05
0.5	x	[log]	r	x2.0	rollback	60.csv	0.02	0.538461538461538subset's	mean:	-0.207586425	-0.548473498	-0.581459452	var:	0.007236578	0.000743113	0.004676594
0.5	y	[log]	r	x2.0	rollback	60.csv	0.02	0.538461538461538subset's	mean:	0.156249342	-0.235784447	-0.046860547	var:	0.001959861	0.000412736	0.0117278
0.5	x	[log]	r	x2.0	rollback	80.csv	0.02	0.553846153846154subset's	mean:	-0.21729751	-0.549627622	-0.524326121	var:	0.0071299	0.002343474	0.008755563
0.5	y	[log]	r	x2.0	rollback	80.csv	0.02	0.553846153846154subset's	mean:	0.15478765	-0.23294959	-0.033620695	var:	0.001994526	0.000400684	0.01440175
0.3	x	[log]	b	x2.0	rollback	240.csv	0.0059375	0.34375subset's	mean:	-0.057239549	-0.415808489	-0.497969312	var:	0.00346002	0.001554249	0.001511613
0.3	y	[log]	b	x2.0	rollback	240.csv	0.0059375	0.34375subset's	mean:	0.254570507	-0.245766983	0.02802895	var:	0.000213311	7.72E-06	0.000248513
0.3	x	[log]	i	x0.2	rollback	0.csv	0.007890625	0.358974358974359subset's	mean:	0.090720698	-0.409181312	-0.428945199	var:	0.003247775	4.01E-05	NA
0.3	y	[log]	i	x0.2	rollback	0.csv	0.007890625	0.358974358974359subset's	mean:	0.161645715	-0.160601906	-0.006591636	var:	6.03E-06	8.69E-06	NA
0.3	x	[log]	i	x0.2	rollback	100.csv	0.0059375	0.307692307692308subset's	mean:	0.013052622	NaN	-0.37338252	var:	0.000946417	NA	NA
0.3	y	[log]	i	x0.2	rollback	100.csv	0.0059375	0.307692307692308subset's	mean:	0.159438129	NaN	0.044466909	var:	1.09E-05	NA	NA
0.3	x	[log]	i	x0.2	rollback	120.csv	0.0075	0.358974358974359subset's	mean:	0.025298056	NaN	-0.407702549	var:	0.000557556	NA	0.002702817
0.3	y	[log]	i	x0.2	rollback	120.csv	0.0075	0.358974358974359subset's	mean:	0.160880586	NaN	-0.004787025	var:	5.14E-06	NA	0.000536565
0.3	x	[log]	i	x0.2	rollback	140.csv	0.010625	0.342105263157895subset's	mean:	0.143228739	-0.4232654	-0.381810341	var:	0.007168321	NA	0.001220751
0.3	y	[log]	i	x0.2	rollback	140.csv	0.010625	0.342105263157895subset's	mean:	0.162413959	-0.159770181	0.023253013	var:	2.36E-05	NA	0.000701005
0.3	x	[log]	i	x0.2	rollback	160.csv	0.01140625	0.368421052631579subset's	mean:	0.101217102	-0.427167523	-0.40282729	var:	0.002478862	0.00025621	0.000513644
0.3	y	[log]	i	x0.2	rollback	160.csv	0.01140625	0.368421052631579subset's	mean:	0.161089704	-0.130549816	-0.003012107	var:	2.46E-05	0.001719273	4.83E-05
0.3	x	[log]	i	x0.2	rollback	180.csv	0.0075	0.384615384615385subset's	mean:	0.090025161	-0.413437229	-0.437628392	var:	0.005138134	1.24E-05	1.36E-05
0.3	y	[log]	i	x0.2	rollback	180.csv	0.0075	0.384615384615385subset's	mean:	0.159237003	-0.170605592	-0.008380173	var:	2.39E-05	0.000110952	2.25E-07
0.3	x	[log]	i	x0.2	rollback	20.csv	0.010625	0.375subset's	mean:	-0.175079399	NaN	NaN	var:	0.004362802	NA	NA
