"l.x","l.y","f1.x","f1.y","f2.x","f2.y","f3.x","f3.y","3rdO.x","3rdO.y","l_g.x","l_g.y","f1_g.x","f1_g.y","f2_g.x","f2_g.y","f3_g.x","f3_g.y","crash","who","with","when","trapped"
0,0,-0.136478929,0.143359341,-0.645966546,-0.112021777,-0.487957386,-0.24165315,0.1900696,-0.062467424,0.356309289,0.0292122190000002,0.085113744,0.157481377,0.109627167,-0.141515433,-0.161568377,-0.013246275,TRUE,"f1","1stO",70,"null"
0,0,-0.538461465611369,0.0764870509880487,-0.994313956406785,-0.240051366175944,-0.711300931414109,-0.0798734015149121,0.123743810852351,-0.190646379518829,0.216754585658645,0.0177707475527379,-0.0544409588466825,0.146039904532511,-0.0299275352658611,-0.152956904368958,-0.30112307992708,-0.0246877464014112,TRUE,"f2","2ndO",223,"null"
0,0,0.0112046611821729,0.209283411248348,-0.656124481457291,0.190311604277282,-0.454159203889295,0.0319320350219794,0.208970674551683,-0.037807785058468,0.473583665211578,0.0388270251999616,0.202388121561952,0.16709618317706,0.22690154423883,-0.131900626360584,-0.0442939994107967,-0.00363146838348582,TRUE,"L","1stO",63,"null"
0,0,-0.553141485263674,0.05738571011113,-0.79789843176526,-0.307727185148085,-0.948649141828383,-0.150096775298193,0.17799893692737,-0.171737648240908,0.190576941920716,0.0156245585944808,-0.0806186014377547,0.143893717073692,-0.0561051800629109,-0.155103092937232,-0.327300723421382,-0.0268339344580212,TRUE,"f2","f3",271,"null"
0,0,-0.566509276268556,0.241860445978045,-0.939846728478004,0.141996038955871,-0.693123272077676,0.0471980297637441,0.212201101370495,-0.0350679246203676,0.244336975291187,0.0200321053993172,-0.0268585682549169,0.148301263194347,-0.0023451456832728,-0.150695546711614,-0.273540690199372,-0.022426388673461,FALSE,"null","null",301,"null"
0,0,-0.221082315437689,0.136866251003557,-0.628433516877721,0.012946539418799,-0.618318225275118,-0.163731641545019,0.0967029969810693,-0.232582982250709,0.352795786793854,0.0289241625303219,0.081600242468049,0.157193320033481,0.106113665545074,-0.141803489357714,-0.16508187878073,-0.0135343318545551,TRUE,"f2","f3",119,"null"
0,0,-0.450861091098049,0.208802065325977,-0.610250655666998,0.0661791160522141,-0.668662454531791,-0.0992765765667476,0.180659546024384,-0.0762014556542935,0.339118340153214,0.0278028093156792,0.0679227960782674,0.156071967155002,0.0924362188491311,-0.142924842465346,-0.178759325225815,-0.0146556846260228,TRUE,"f1","f2",202,"null"
0,0,-0.57982477987899,0.0657432005792556,-0.882940906037464,-0.083999321594508,-0.881473473899647,-0.265841133784487,0.17960812641374,0.153503969313284,0.216028585484774,0.0177112260170166,-0.055166958124294,0.145980383761609,-0.0306535366197116,-0.153016425026536,-0.30184908022878,-0.0247472672819439,FALSE,"null","null",300,"null"
0,0,-0.569014804294859,0.165484356510202,-0.599617126948942,-0.0286046999382514,-0.633248975345271,-0.19812844938123,0.134429541316411,-0.205067069378646,0.35595294897582,0.0291830042611594,0.0847574050177899,0.157452162430995,0.109270827846305,-0.141544646875479,-0.161924717128447,-0.0132754896886374,TRUE,"f1","2ndO",227,"null"
0,0,-0.562284071901743,0.162503277690173,-0.544483652242163,-0.176988524178009,-0.957422088735524,0.00242856604381701,0.216750629878769,-0.0161505996147083,0.27947631527121,0.0229130241031006,0.00828077075992514,0.15118218215517,0.0327941934068982,-0.147814627027789,-0.238401350105309,-0.019545469018651,TRUE,"f2","1stO",59,"null"
0,0,-0.248839413068072,0.132829752099323,-0.553121805381704,-0.0295346218312976,-0.49025585643398,-0.195471789095334,0.174102758965628,0.0687604001386506,0.451607035605413,0.0370252587662568,0.180411491301454,0.165294416508765,0.204924915069273,-0.133702393585288,-0.0662706292346853,-0.00543323584278005,TRUE,"f1","1stO",59,"null"
0,0,-0.357787948796532,0.161279377475532,-0.639655152792065,-0.145675667840938,-0.70812883224263,0.0407551909463767,0.108488409030598,0.213710293379718,0.319282512302704,0.0261765577272305,0.0480869689105016,0.154445715304124,0.072600390536861,-0.144551093514924,-0.198595152855341,-0.0162819359380309,TRUE,"f2","f3",151,"null"
0,0,-0.379336340882388,0.138170230393538,-0.627273516391418,0.0283347283564696,-0.669196736108272,-0.137765222231705,0.210648456226517,-0.112438526437287,0.368253672813277,0.0301914860765134,0.0970581292019791,0.158460643548504,0.121571552195593,-0.140536165011294,-0.149623992409123,-0.0122670074247519,TRUE,"f1","2ndO",215,"null"
0,0,-0.227613863105464,0.140370767894652,-0.448960758098362,-0.16736238211791,-0.623173883253811,-0.0234594026956379,0.144120258782444,-0.172724897801689,0.418377691231646,0.0343009321347593,0.147182146990115,0.162570089567977,0.17169557012082,-0.136426719289389,-0.0994999741207112,-0.00815756185617129,TRUE,"L","1stO",56,"null"
0,0,-0.296426008050388,0.163606873806217,-0.869268060638162,-0.0453143291040945,-0.539762449350059,0.0297399365249861,0.152966772814189,-0.166145720645798,0.377814543708092,0.0309753394955298,0.106618999990551,0.159244496375975,0.131132422205654,-0.139752312735942,-0.14006312145993,-0.0114831548568471,TRUE,"f2","2ndO",222,"null"
0,0,-0.0174056688318324,0.187846597410784,-0.20291318678695,0.0563688488649598,-0.243059363821904,-0.12471972426613,0.170884092136995,0.171709289848087,0.682108007833686,0.0559230116127889,0.410912463868641,0.184192169853003,0.435425886464527,-0.114804639458321,0.164230341855281,0.0134645175229227,TRUE,"L","2ndO",216,"null"
0,0,-0.887506740762746,0.0786648503325357,-0.395361210527735,-0.192143514792509,-0.556062407405603,-0.0404765254093431,0.214981156856951,0.125579108520444,0.347673346819714,0.0285041963858553,0.076477802969988,0.15677335465356,0.100991225767828,-0.1422234550091,-0.170204318081898,-0.0139542967413961,FALSE,"null","null",288,"null"
0,0,-0.515065389339664,0.0973401675851276,-0.896452169870726,-0.158004247321493,-0.73194707374639,-0.286962990568427,0.141075023588764,-0.196248635912628,0.246202012189452,0.0201850115064466,-0.0249935317268775,0.148454170071342,-0.000480109404863004,-0.150542639562806,-0.271675653321193,-0.0222734809979103,FALSE,"null","null",295,"null"
0,0,-0.739513808342758,0.0827441320929193,-0.182215330183653,-0.154324727200838,-0.578749806166958,-0.0864904628505252,0.12976698932168,-0.213135892312772,0.401427276744164,0.032911242796211,0.130231732640516,0.161180400785025,0.154745155715975,-0.137816409073374,-0.11645038840017,-0.00954725008463738,TRUE,"L","2ndO",214,"null"
