1
r,e,c,o,r,d,i,n,g, ,s,t,a,r,t,s
74.985,146.17,-7.8622
86.087,138.72,-2.5519
90.023,141.48,-36.979
75.029,146.17,-7.8597
86.137,138.72,-2.5441
90.06,141.47,-36.981
75.073,146.17,-7.8573
86.186,138.71,-2.5364
90.097,141.47,-36.982
75.117,146.17,-7.8548
86.236,138.71,-2.5287
90.135,141.46,-36.984
75.162,146.17,-7.8524
86.285,138.7,-2.521
90.172,141.45,-36.986
75.206,146.17,-7.8499
86.335,138.69,-2.5132
90.209,141.44,-36.987
75.25,146.17,-7.8475
86.384,138.69,-2.5055
90.247,141.44,-36.989
75.294,146.17,-7.8452
86.433,138.68,-2.4978
90.284,141.43,-36.991
75.339,146.17,-7.8429
86.483,138.67,-2.4902
90.321,141.42,-36.992
75.383,146.17,-7.8406
86.532,138.67,-2.4826
90.358,141.41,-36.994
75.427,146.17,-7.8383
86.582,138.66,-2.4751
90.395,141.4,-36.996
75.471,146.17,-7.8361
86.631,138.66,-2.4678
90.432,141.4,-36.997
75.516,146.17,-7.8339
86.681,138.65,-2.4605
90.469,141.39,-36.999
75.56,146.17,-7.8318
86.73,138.64,-2.4533
90.506,141.38,-37.001
75.605,146.17,-7.8298
86.78,138.64,-2.4461
90.542,141.37,-37.002
75.649,146.17,-7.8279
86.829,138.63,-2.4389
90.579,141.36,-37.004
75.694,146.17,-7.826
86.879,138.63,-2.4316
90.616,141.36,-37.006
75.738,146.17,-7.8241
86.928,138.62,-2.4244
90.653,141.35,-37.008
75.783,146.17,-7.8223
86.977,138.61,-2.417
90.689,141.34,-37.009
75.827,146.17,-7.8206
87.026,138.61,-2.4097
90.726,141.33,-37.011
75.872,146.17,-7.8189
87.075,138.6,-2.4026
90.762,141.32,-37.013
75.916,146.17,-7.8173
87.124,138.59,-2.3955
90.798,141.31,-37.014
75.961,146.17,-7.8155
87.173,138.59,-2.3884
90.835,141.31,-37.016
97.374,143.51,-7.7697
115.06,122.36,-3.0342
107.86,123.54,-38.326
97.369,143.49,-7.7779
115.1,122.33,-3.036
107.88,123.51,-38.326
97.363,143.47,-7.7861
115.13,122.3,-3.0379
107.9,123.48,-38.325
97.357,143.46,-7.7942
115.16,122.27,-3.0397
107.92,123.45,-38.324
97.351,143.44,-7.8024
115.2,122.25,-3.0414
107.94,123.42,-38.324
97.344,143.42,-7.8106
115.23,122.22,-3.0431
107.95,123.39,-38.323
97.338,143.4,-7.8188
115.26,122.19,-3.0447
107.97,123.36,-38.323
97.332,143.38,-7.827
115.29,122.16,-3.0463
107.99,123.33,-38.322
97.325,143.36,-7.8351
115.33,122.14,-3.0478
108.01,123.3,-38.321
97.319,143.34,-7.8432
115.36,122.11,-3.0494
108.03,123.27,-38.321
97.312,143.33,-7.8514
115.39,122.08,-3.0509
108.05,123.24,-38.32
97.306,143.31,-7.8595
115.43,122.05,-3.0524
108.07,123.21,-38.32
97.299,143.29,-7.8677
115.46,122.03,-3.0539
108.09,123.18,-38.319
97.292,143.27,-7.8759
115.49,122,-3.0553
108.11,123.15,-38.319
97.285,143.25,-7.884
115.53,121.97,-3.0567
108.13,123.12,-38.319
97.278,143.23,-7.8922
115.56,121.94,-3.0582
108.15,123.09,-38.318
97.271,143.21,-7.9003
115.59,121.92,-3.0596
108.17,123.06,-38.318
97.263,143.19,-7.9085
115.63,121.89,-3.0611
108.19,123.03,-38.318
97.256,143.17,-7.9165
115.66,121.86,-3.0624
108.2,123,-38.318
97.249,143.16,-7.9245
115.69,121.84,-3.0638
108.22,122.97,-38.318
97.241,143.14,-7.9324
115.72,121.81,-3.0652
108.24,122.94,-38.318
97.233,143.12,-7.9404
115.76,121.78,-3.0664
108.26,122.91,-38.318
97.226,143.1,-7.9483
115.79,121.75,-3.0677
108.28,122.88,-38.317
97.218,143.08,-7.9564
115.82,121.73,-3.0691
108.3,122.85,-38.317
97.21,143.06,-7.9645
115.86,121.7,-3.0704
108.32,122.82,-38.317
97.202,143.04,-7.9726
115.89,121.67,-3.0718
108.34,122.79,-38.317
97.194,143.02,-7.9806
115.92,121.64,-3.0731
108.36,122.76,-38.317
97.186,143,-7.9886
115.96,121.62,-3.0743
108.38,122.73,-38.317
97.178,142.98,-7.9965
115.99,121.59,-3.0756
108.4,122.7,-38.317
97.169,142.96,-8.0045
116.02,121.56,-3.0769
108.42,122.67,-38.316
97.161,142.94,-8.0124
116.06,121.53,-3.0781
108.44,122.64,-38.316
97.152,142.92,-8.0204
116.09,121.51,-3.0793
108.46,122.61,-38.316
97.144,142.9,-8.0284
116.12,121.48,-3.0805
108.48,122.58,-38.316
2
r,e,c,o,r,d,i,n,g, ,s,t,a,r,t,s
89.878,137.89,-11.113
84.994,141.78,-37.078
79.867,146.48,-15.941
89.923,137.89,-11.114
85.041,141.77,-37.081
79.908,146.47,-15.934
89.968,137.88,-11.114
85.089,141.76,-37.084
79.95,146.47,-15.927
90.013,137.88,-11.114
85.136,141.75,-37.087
79.991,146.46,-15.92
90.058,137.87,-11.115
85.183,141.75,-37.09
80.033,146.46,-15.913
90.102,137.87,-11.115
85.23,141.74,-37.092
80.075,146.45,-15.906
90.147,137.86,-11.116
85.278,141.73,-37.095
80.116,146.45,-15.899
90.192,137.86,-11.116
85.325,141.72,-37.098
80.158,146.44,-15.892
90.237,137.85,-11.117
85.372,141.72,-37.1
80.199,146.44,-15.884
90.281,137.85,-11.117
85.419,141.71,-37.103
80.241,146.43,-15.877
90.326,137.84,-11.118
85.467,141.7,-37.106
80.282,146.43,-15.87
90.37,137.84,-11.118
85.514,141.69,-37.108
80.324,146.43,-15.862
90.415,137.83,-11.119
85.561,141.68,-37.111
80.366,146.42,-15.855
90.459,137.83,-11.119
85.608,141.68,-37.113
80.407,146.42,-15.847
90.503,137.82,-11.12
85.655,141.67,-37.116
80.449,146.41,-15.84
90.547,137.82,-11.12
85.702,141.66,-37.119
80.491,146.41,-15.833
90.591,137.81,-11.121
85.749,141.65,-37.122
80.532,146.4,-15.825
90.636,137.81,-11.121
85.796,141.65,-37.124
80.574,146.4,-15.818
90.68,137.8,-11.122
85.843,141.64,-37.127
80.616,146.39,-15.81
90.723,137.8,-11.122
85.89,141.63,-37.13
80.657,146.39,-15.803
90.767,137.79,-11.123
85.937,141.62,-37.134
80.699,146.39,-15.795
90.811,137.79,-11.124
85.984,141.62,-37.137
80.741,146.38,-15.787
90.855,137.78,-11.124
86.031,141.61,-37.14
80.782,146.38,-15.78
121.13,117.83,-11.708
112.03,122.23,-40.068
97.209,134.61,-10.703
121.16,117.8,-11.706
112.05,122.21,-40.067
97.202,134.58,-10.716
121.2,117.78,-11.703
112.08,122.18,-40.067
97.196,134.55,-10.728
121.23,117.75,-11.701
112.11,122.15,-40.066
97.189,134.52,-10.74
121.27,117.73,-11.699
112.13,122.13,-40.066
97.183,134.49,-10.753
121.3,117.71,-11.696
112.16,122.1,-40.065
97.176,134.47,-10.765
121.34,117.68,-11.694
112.19,122.07,-40.065
97.17,134.44,-10.778
121.37,117.66,-11.692
112.21,122.04,-40.065
97.163,134.41,-10.79
121.4,117.63,-11.69
112.24,122.02,-40.064
97.157,134.38,-10.803
121.44,117.61,-11.688
112.27,121.99,-40.064
