"l.x","l.y","f1.x","f1.y","f2.x","f2.y","f3.x","f3.y","3rdO.x","3rdO.y","l_g.x","l_g.y","f1_g.x","f1_g.y","f2_g.x","f2_g.y","f3_g.x","f3_g.y","crash","who","with","when","trapped","modi_start.1","rand_seed.1","recog_time.1"
"-0.231829271",-1.804500725,-0.231456407,-1.535361306,-0.714963358,-2.048165023,-0.543491245,-1.765112544,0.142,-1.85,0.224239689,-1.758320357,-0.049357518,-1.635257086,-0.019134833,-1.933730853,-0.29273204,-1.810667582,TRUE,"f1","1stO",70,"null","305","1","323"
"0.151522166",-1.641564548,-0.120418802,-1.609915991,-0.401725901,-1.800088464,-0.240286556,-1.50814702,0.534,-1.85,0.626323814,-1.660679387,0.372760378,-1.500349777,0.36069258,-1.800106959,0.107129145,-1.639777348,FALSE,"null","null",295,"null","277","2","295"
"0.425356119",-2.006788822,0.2258788,-1.949696979,-0.126290354,-2.078161926,0.103791691,-1.807993735,0.786,-1.85,0.920593612,-2.110598242,0.697085833,-1.910487591,0.635538814,-2.204106331,0.412031036,-2.003995679,FALSE,"null","null",277,"null","258","3","277"
"-0.230611521",-1.917596033,-0.23574352,-1.641809849,-0.721016091,-2.063092643,-0.502837817,-2.029669067,0.17,-1.85,0.271744937,-1.676201177,-0.027396984,-1.653527169,0.10253771,-1.923928677,-0.196604212,-1.901254669,TRUE,"L","1stO",63,"null","303","4","321"
"-0.021300043",-1.642089043,-0.337449673,-1.481136519,-0.56932976,-1.685153896,-0.623058552,-1.704100219,0.338,-1.85,0.421068877,-1.677481877,0.174051723,-1.507239326,0.150125926,-1.806283732,-0.096891227,-1.636041181,TRUE,"f2","f3",304,"null","291","5","309"
"0.211750326",-1.839293895,0.052364527,-1.642404136,-0.346298137,-2.081797196,-0.237442177,-1.805267911,0.604,-1.85,0.711092572,-1.697106,0.42013821,-1.623992669,0.50229739,-1.912523204,0.211343027,-1.839409873,FALSE,"null","null",290,"null","272","7","290"
"0.388368299",-1.666047011,0.212713493,-1.469250893,-0.030735358,-1.8390228,-0.208134465,-1.726106061,0.772,-1.85,0.773876828,-1.5947138,0.49111367,-1.49448907,0.545698087,-1.789481513,0.262934929,-1.689256783,FALSE,"null","null",278,"null","260","8","278"
"0.196554275",-1.775724078,0.050165571,-1.549927355,-0.191102607,-1.988902788,-0.338570785,-1.727195891,0.562,-1.85,0.704254571,-1.715158331,0.428507967,-1.596989763,0.464044287,-1.894877611,0.188297684,-1.776709043,FALSE,"null","null",293,"null","275","9","293"
"0.228227405",-1.942297592,-0.018431339,-1.730104975,-0.190453691,-2.082668622,-0.340980584,-1.800979551,0.59,-1.85,0.711111548,-2.041570969,0.48683209,-1.842325581,0.426420252,-2.136179983,0.202140793,-1.936934596,TRUE,"f2","2ndO",210,"null","273","10","291"
"-0.024902473",-1.564244889,-0.30137228,-1.362895258,-0.152027654,-1.806462391,-0.439237622,-1.639653562,0.38,-1.85,0.555528919,-1.528844885,0.287071752,-1.394939137,0.305334556,-1.694382738,0.036877389,-1.560476989,TRUE,"f1","1stO",60,"null","290","13","306"
"-0.053400488",-1.664724721,-0.240413765,-1.474595304,-0.569705273,-1.920307802,-0.559355842,-1.629831169,0.324,-1.85,0.405868298,-1.617866773,0.132177398,-1.495012017,0.162627508,-1.793462667,-0.111063392,-1.670607911,FALSE,"null","null",310,"null","292","14","310"
"0.327873372",-1.649152713,0.5282772,-1.38689217,-0.068800857,-1.894619325,-0.093954657,-1.605618225,0.688,-1.85,0.931135662,-1.570716954,0.6541565,-1.455467035,0.692836724,-1.752962985,0.415857561,-1.637713067,TRUE,"f1","1stO",63,"null","266","16","284"
"0.327674437",-1.849849497,0.097884286,-1.694958571,-0.091392768,-2.094182644,-0.219681032,-1.819823679,0.73,-1.85,0.795845257,-1.792885898,0.519822381,-1.675364102,0.556056959,-1.973167822,0.280034083,-1.855646027,TRUE,"f2","1stO",59,"null","263","17","281"
"0.426693014",-1.892516766,0.633276182,-1.650555694,-0.005336358,-2.039638433,0.218444686,-1.787429685,0.828,-1.85,1.10242701,-1.913170173,0.847323179,-1.755303029,0.838158137,-2.055163,0.583054306,-1.897295856,TRUE,"f1","1stO",58,"null","256","19","274"
"0.371591609",-2.018367834,0.126750322,-1.798425286,-0.12121004,-1.996731397,-0.117510506,-2.067020333,0.772,-1.85,0.847381986,-1.98078727,0.576569978,-1.851710329,0.600192072,-2.150778877,0.329380065,-2.021701936,TRUE,"f3","2ndO",193,"null","260","20","278"
